"site","ACI","ADI","AEI","NDSI","NDSI_A","NDSI_B","BI","H","Ht","Hs","M","R","sfm","rugo","zcr_mean"
"s2llg008_170527",61.9642002477742,1.3489806722488,0.42380819138756,0.337034212901404,0.737540445517415,1.63505430585841,2.0530117018306,0.77329252073551,0.981367906752339,0.906434713669082,0.00253860182031525,0.387895525284412,0.252879755627351,0.0402036318287865,0.157627473228471
"s2llg008_170606",61.7234860714671,1.53191893931398,0.376149918205805,0.384549745037336,0.725855149507893,1.73659474333539,1.87798915394717,0.859814165892608,0.976904261741493,0.940150059862062,0.000647731690025979,0.369933543301689,0.280836415098455,0.037590496811479,0.190462742422829
"s2llg008_170616",62.1169763232793,1.88080686946387,0.250857752913753,0.366528071649741,0.68574412794544,1.66633034834949,2.4813808283585,0.920795356070546,0.978575484523815,0.961900936494051,0.000393701930479666,0.354925913244722,0.302949209714823,0.0525316205784985,0.263721747188501
"s2llg008_170627",62.1837517073928,2.29044932667877,0.0258529092558984,0.537544941190323,0.603753365257341,2.04117034006083,2.39113713978496,0.95390335298903,0.989354419700243,0.97675086077586,0.000296905704011663,0.126710492721638,0.292382143165006,0.0706179322680623,0.269690813033006
"s2llg008_170705",62.5002443367375,2.06009407084469,0.175743261580381,0.486828771065798,0.634711423789066,1.82498823252363,2.66107310763114,0.936390114787688,0.983700051944422,0.968910747513139,0.000335414137981089,0.179874878858457,0.295678214481427,0.0519074393144697,0.269967164094044
"s2llg008_170711",61.7734797070105,2.24590605882353,0.0855581859582543,0.0947531892533498,0.863499635473821,1.13314120402455,2.76833366451472,0.895713433418094,0.989294739999232,0.954784911136851,0.000576080192282648,0.333749357591672,0.280009552988769,0.0534467348375564,0.145718447436657
"s2llg008_170804",61.6873759839696,1.89961485400659,0.205958715697036,0.430888519218126,0.660304458901024,1.70711075172054,2.00156642821949,0.899888239841151,0.982610949140424,0.956486328238134,0.000538174365479626,0.382760912036895,0.301119601364657,0.0415368976566718,0.243438506248917
"s2llg008_180330",61.6602822364913,1.76201183948864,0.394283776988636,-0.260532329473373,0.925414595820457,0.545994223130852,5.60261846630899,0.798412255753976,0.985124547292399,0.915526232956837,0.00187581058283187,0.433525374390133,0.253795796732391,0.0263033188533715,0.0948331716564843
"s2llg008_180414",66.3315198173093,2.02867542081448,0.186599520361991,0.308274354933688,0.719833524559126,1.38405621734609,3.43911730019629,0.888950504783396,0.982921519706351,0.950498398369773,0.000911595105478025,0.319554132370552,0.306792824290223,0.0356600275055786,0.192306078568624
"s2llg008_180425",63.1148601728347,2.14034606796117,0.186969778640777,0.407464762632772,0.592373007312047,1.43933076653953,7.06827246922907,0.902070473510028,0.98507789800994,0.953963515436927,0.00067665612017335,0.296234278104568,0.288777909593998,0.0438932992568198,0.178479484292295
"s2llg008_180502",62.7729404875927,2.09329118845316,0.171993482570806,0.585013807710788,0.510369137166175,1.86604812625754,3.58992792509917,0.921001701064297,0.980441254329978,0.961716951449648,0.000403627895967929,0.222030454843855,0.294304276267135,0.0415617406687135,0.250737034483112
"s2llg008_180524",62.4116848259861,1.53867842946708,0.389886380877743,0.00219539696611547,0.897706580230963,0.952681800246947,2.93852133595426,0.840828837388962,0.969434613361247,0.928636939772778,0.000699955575630806,0.308016746809066,0.268989820410096,0.0321768537662745,0.19044587906862
"s2llg008_180614",63.5539040946904,1.00316982393398,0.531170782668501,0.247272860805647,0.757790875870797,1.45981005847604,1.88668194220228,0.665959778150297,0.960447304083443,0.853865012025179,0.00468966216127006,0.403460981217678,0.207318069235678,0.0304558752219571,0.180764940311255
"s2llg008_190414",62.6306917775755,2.05634510666667,0.206492246666667,-0.361295379763494,0.938666864182115,0.608058813677082,2.199185035155,0.857836803271493,0.987206486601143,0.938363024358066,0.000755948329420915,0.483069607426892,0.238930139252279,0.036107356095456,0.138713727857808
"s2llg008_190503",62.0618769159522,1.97848291666667,0.196132230769231,0.316458690435015,0.75129383036907,1.62591194094064,1.76384909732316,0.903099834727041,0.984647799964303,0.958656592543393,0.000434608286750887,0.22208456754902,0.256700175387138,0.0514676373639817,0.215054461849887
"s2llg008_190521",63.0196487298314,0.694500140921409,0.771912723577236,0.00254169524882905,0.827717951489501,0.930457315447284,4.32341681356507,0.631737566771678,0.967892275317521,0.8467583431015,0.00838124920894361,0.505324647652657,0.181138956211253,0.00949743527113794,0.0730425516345944
"s2llg008_190530",62.6751755733342,2.19990181852552,0.110948071833648,0.326220498569483,0.696773897649788,1.38106795977126,3.27829640354291,0.9302634064413,0.985792439805409,0.966179635627384,0.000371884018212404,0.165364517135377,0.278790772491181,0.0499212400027583,0.231795785596968
"s2llg008_210405",63.8498276467119,0.853416242236025,0.658063204968944,0.139115835965339,0.813809241396446,1.20665858556571,2.76086310866433,0.664087671868098,0.972844066137643,0.85970590781231,0.00499961508388377,0.490536639933586,0.18426427543659,0.0161051622489586,0.0966918642996592
"s2llg008_210420",62.7185378587198,2.23448312903226,0.071750801843318,0.508060475181191,0.57391922544307,1.78884578396745,2.69707032973224,0.937548715988842,0.987380298865333,0.969641563860783,0.000331937052625772,0.132067657441635,0.258419052898811,0.0476289952729658,0.247768661973707
"s2llg008_210622",61.9297635247911,1.99133870919881,0.220464667655786,0.310076744947218,0.71604940629343,1.6009865811039,2.3542902023201,0.910520969655363,0.983511148059114,0.959417836326321,0.000421416736480415,0.263099757645704,0.277533886703635,0.0544265275950802,0.23809801940292
