"site","Anthropophony","Biophony","Geophony","Quiet","Interference","Unidentified","wavs"
"s2lam003_210502",0.0326241134751773,0.184869976359338,0.0574468085106383,0.0198581560283688,0.46193853427896,0.288888888888889,141
"s2lam003_210515",0.0359477124183007,0.236928104575163,0.0612745098039216,0.218790849673203,0.0351307189542484,0.416503267973856,204
"s2lam003_210608",0.0144827586206897,0.0802298850574713,0.02,0.278850574712644,0.342068965517241,0.285977011494253,145
"s2lam003_210621",0.00125448028673835,0.38673835125448,0.0220430107526882,0.22078853046595,0.196415770609319,0.214695340501792,186
"s2lam005_180604",0.0302127659574468,0.116595744680851,0.305957446808511,0.0124822695035461,0.0565957446808511,0.498439716312057,235
"s2lam005_180707",0.297371188222923,0.203680336487907,0.125762355415352,0.00725552050473186,0.00588853838065195,0.370031545741325,317
"s2lam005_190304",0.0647766323024055,0.0927835051546392,0.336941580756014,0.00549828178694158,0.0134020618556701,0.49192439862543,194
"s2lam005_210502",0.0263768115942029,0.57,0.00681159420289855,0.0157971014492754,0.245072463768116,0.182173913043478,230
"s2lam005_210521",0.0258652094717668,0.709653916211293,0.0029143897996357,0.103642987249545,0.0912568306010929,0.0901639344262295,183
"s2lam005_210702",0.0788213627992634,0.724493554327808,0.00147329650092081,0.0211786372007366,0.00902394106813996,0.17219152854512,181
"s2lam006_180604",0.00236111111111111,0.381527777777778,0.0119444444444444,0.27125,0.00861111111111111,0.327222222222222,240
"s2lam006_180707",0.0130952380952381,0.03125,0.00148809523809524,0.854166666666667,0.000297619047619048,0.101686507936508,336
"s2lam006_190311",0.221399176954733,0.379423868312757,0.0164609053497942,0.00576131687242798,0.0259259259259259,0.364609053497942,162
"s2lam006_190324",0.0114754098360656,0.0634790528233151,0.486794171220401,0,0.00364298724954463,0.436247723132969,366
"s2lam006_190410",0.0990769230769231,0.432205128205128,0.0152820512820513,0.101538461538462,0.00184615384615385,0.353333333333333,325
"s2lam006_190421",0.104878048780488,0.132723577235772,0.0699186991869919,0.00752032520325203,0.0514227642276423,0.644512195121951,164
"s2lam006_190602",0.00242424242424242,0.23010101010101,0.0543434343434343,0.298383838383838,0.00909090909090909,0.408888888888889,165
"s2lam006_190610",0.0311750599520384,0.35083932853717,0.0100719424460432,0.211031175059952,0.180335731414868,0.239808153477218,139
"s2lam006_200522",0.030367734282325,0.484104389086595,0.0176749703440095,0.128825622775801,0.0380782918149466,0.311032028469751,281
"s2lam006_200708",0.28021978021978,0.314102564102564,0.00842490842490842,0.0412087912087912,0.0406593406593407,0.335714285714286,182
"s2lam006_210327",0.0707885304659498,0.0351254480286738,0.166308243727599,0.056989247311828,0.123297491039427,0.568996415770609,186
"s2lam006_210411",0.0388888888888889,0.174074074074074,0.0132996632996633,0.215488215488215,0.367508417508418,0.221548821548822,198
"s2lam006_210501",0.00399305555555556,0.597916666666667,0.253298611111111,0,0.0522569444444444,0.110590277777778,192
"s2lam006_210516",0.0148936170212766,0.0900709219858156,0.450354609929078,0.0446808510638298,0.346099290780142,0.160283687943262,47
"s2lam006_210613",0,0.15,0.0444444444444444,0.0444444444444444,0.694444444444444,0.183333333333333,6
"s2lam006_210627",0.00571428571428571,0.21047619047619,0.00880952380952381,0.241190476190476,0.375714285714286,0.192380952380952,140
"s2lam007_180624",0.0104166666666667,0.454398148148148,0.0173611111111111,0.281828703703704,0.0100694444444444,0.230208333333333,288
"s2lam007_180702",0.100540540540541,0.289369369369369,0.0210810810810811,0.204864864864865,0.0663063063063063,0.333333333333333,185
"s2lam007_180707",0.210272536687631,0.162683438155136,0.0665618448637317,0.00828092243186583,0.009958071278826,0.546960167714885,318
"s2lam007_190304",0.0462199312714777,0.190034364261168,0.324054982817869,0.0106529209621993,0.0524054982817869,0.390893470790378,194
"s2lam007_190403",0.0144097222222222,0.153993055555556,0.251041666666667,0.0520833333333333,0.4453125,0.211805555555556,192
"s2lam007_190419",0.0319148936170213,0.456312056737589,0.0729078014184397,0.00099290780141844,0.177021276595745,0.284113475177305,235
"s2lam007_190510",0.10875,0.421111111111111,0.00722222222222222,0.0886111111111111,0.127777777777778,0.271111111111111,240
"s2lam007_190530",0.0691520467836257,0.443713450292398,0.00599415204678363,0.204824561403509,0.0192982456140351,0.264327485380117,228
"s2lam007_190605",0.11980198019802,0.00775577557755776,0.179372937293729,0.00858085808580858,0.372607260726073,0.357425742574257,202
"s2lam007_190614",0.054954954954955,0.484144144144144,0.000540540540540541,0.247387387387387,0.00144144144144144,0.215855855855856,185
"s2lam007_190627",0.00972222222222222,0.246527777777778,0.0087962962962963,0.244444444444444,0.301388888888889,0.218518518518519,144
"s2lam008_180612",0.0188575899843505,0.391471048513302,0.0416275430359937,0.233489827856025,0.103442879499218,0.238732394366197,426
"s2lam008_180707",0.0745039682539683,0.126884920634921,0.0586309523809524,0.144742063492064,0.0229166666666667,0.577281746031746,336
"s2lam008_190311",0.2125,0.334722222222222,0.0303240740740741,0.00208333333333333,0.0636574074074074,0.371990740740741,144
"s2lam008_190401",0.665408805031447,0.0635220125786164,0.00985324947589099,0,0.0584905660377358,0.222222222222222,159
"s2lam008_190422",0.0368888888888889,0.240444444444444,0.114222222222222,0.0842222222222222,0.294,0.271777777777778,150
"s2lam008_190528",0.0054726368159204,0.553980099502488,0.0629353233830846,0.0151741293532338,0.137313432835821,0.250746268656716,134
"s2lam008_190611",0.143472222222222,0.376111111111111,0.0122222222222222,0.0131944444444444,0.00319444444444444,0.45875,240
"s2lam008_200522",0.0226571767497034,0.461091340450771,0.0489916963226572,0.0338078291814947,0.140688018979834,0.322775800711744,281
"s2lam008_200616",0.011444921316166,0.61516452074392,0.0236051502145923,0.0928469241773963,0.0137339055793991,0.248354792560801,233
"s2lam008_200702",0.0234767025089606,0.227598566308244,0.0646953405017921,0.243189964157706,0.0933691756272401,0.36989247311828,186
"s2lam008_210322",0.120383693045564,0.365707434052758,0.0597122302158273,0.00599520383693046,0.112709832134293,0.364988009592326,139
"s2lam008_210403",0.0435897435897436,0.480078895463511,0.00808678500986193,0.120710059171598,0.134516765285996,0.239250493096647,169
"s2lam008_210418",0.179357021996616,0.334686971235195,0.0138747884940778,0,0.0421319796954315,0.436886632825719,197
"s2lam009_180604",0.015819209039548,0.234887005649718,0.0348870056497175,0.389406779661017,0.00324858757062147,0.322881355932203,236
"s2lam009_180707",0.0705357142857143,0.315079365079365,0.141765873015873,0.0068452380952381,0.00317460317460317,0.471825396825397,336
"s2lam009_190312",0.0214975845410628,0.0780193236714976,0.0951690821256039,0,0.00603864734299517,0.80048309178744,138
"s2lam009_190403",0.0257894736842105,0.206140350877193,0.13719298245614,0.0180701754385965,0.208771929824561,0.433684210526316,190
"s2lam010_180604",0.00625,0.388194444444444,0.00625,0.366666666666667,0.0104166666666667,0.222916666666667,48
"s2lam010_180707",0.0880574452003023,0.224187452758881,0.0740740740740741,0.123960695389267,0.0170068027210884,0.479591836734694,441
"s2lam010_190311",0.595918367346939,0.0884353741496599,0.00476190476190476,0,0.136734693877551,0.194557823129252,49
"s2lam010_190324",0.0258503401360544,0.0598639455782313,0.346371882086168,0.0328798185941043,0.0687074829931973,0.484467120181406,294
"s2lam010_190406",0.0235087719298246,0.00842105263157895,0.470877192982456,0.175438596491228,0.104385964912281,0.280175438596491,190
"s2lam010_190416",0.0208121827411167,0.127918781725888,0.105414551607445,0.445516074450085,0.0708967851099831,0.250084602368866,197
"s2lam010_200710",0.0178030303030303,0.170643939393939,0.00303030303030303,0.614015151515152,0.00359848484848485,0.193939393939394,176
"s2lam010_210411",0.0864583333333333,0.0631944444444444,0.0241319444444444,0.0732638888888889,0.641319444444444,0.144965277777778,192
"s2lam010_210430",0.0212345679012346,0.434567901234568,0.0785185185185185,0.0874074074074074,0.143950617283951,0.259259259259259,135
"s2lam010_210517",0.0582766439909297,0.319274376417234,0.0825396825396825,0.0736961451247165,0.0163265306122449,0.455555555555556,147
"s2lam010_210604",0.0616666666666667,0.498571428571429,0.0121428571428571,0.11452380952381,0.0316666666666667,0.291428571428571,140
"s2lam010_210614",0.0663120567375887,0.529432624113475,0.00212765957446809,0.151063829787234,0.0117021276595745,0.248049645390071,188
"s2lam010_210628",0.0203309692671395,0.295271867612293,0.0118203309692671,0.276595744680851,0.0976359338061466,0.314420803782506,141
"s2lam011_180604",0.0309722222222222,0.0793055555555556,0.120694444444444,0.426388888888889,0.0944444444444444,0.276805555555556,240
"s2lam011_180707",0.0136904761904762,0.443948412698413,0.0117063492063492,0.305753968253968,0.00724206349206349,0.221626984126984,336
"s2lam011_190311",0.186111111111111,0.308333333333333,0.0581018518518518,0.000231481481481481,0.105092592592593,0.357638888888889,144
"s2lam011_190324",0.00433333333333333,0.0813333333333333,0.444,0.0173333333333333,0.0456666666666667,0.420888888888889,300
"s2lam011_190407",0.0764510779436153,0.344776119402985,0.04212271973466,0.155058043117745,0.0495854063018242,0.340961857379768,201
"s2lam011_190416",0.0938511326860841,0.665857605177994,0.0110032362459547,0.0318770226537217,0.00566343042071197,0.204854368932039,206
"s2lam011_190510",0.0223958333333333,0.117013888888889,0.0130208333333333,0.572743055555556,0.00989583333333333,0.268229166666667,192
"s2lam011_190520",0.0318734793187348,0.238929440389294,0.157907542579075,0.252554744525547,0.0547445255474453,0.285401459854015,137
"s2lam011_190529",0.0673873873873874,0.261621621621622,0.0228828828828829,0.281801801801802,0.0322522522522522,0.339459459459459,185
"s2lam011_190604",0.241880341880342,0.296581196581197,0.0102564102564103,0.0476495726495726,0.0094017094017094,0.405769230769231,156
"s2lam011_200522",0.0910071942446043,0.405035971223022,0.0039568345323741,0.269904076738609,0.0133093525179856,0.223980815347722,278
"s2lam011_200624",0.0232613908872902,0.391606714628297,0.0328537170263789,0.215107913669065,0.0642685851318945,0.283213429256595,139
"s2lam011_200710",0.0120071684587814,0.156989247311828,0.0168458781362007,0.518458781362007,0.0254480286738351,0.275985663082437,186
"s2lam011_210326",0.0872852233676976,0.185395189003436,0.013745704467354,0.342611683848797,0.19192439862543,0.201202749140893,194
"s2lam011_210409",0.0118863049095607,0.13953488372093,0.0134366925064599,0.391214470284238,0.205167958656331,0.259948320413437,129
"s2lam011_210424",0.0593818984547461,0.282781456953642,0.022075055187638,0.169315673289183,0.0993377483443709,0.384326710816777,151
"s2lam011_210508",0.0745791245791246,0.23013468013468,0.0131313131313131,0.126262626262626,0.272558922558923,0.307912457912458,198
"s2lam011_210603",0.00785340314136126,0.243979057591623,0.0706806282722513,0.114485165794066,0.2717277486911,0.329319371727749,191
"s2lam011_210624",0.00200501253132832,0.275689223057644,0.0157894736842105,0.39749373433584,0.139097744360902,0.20125313283208,133
"s2lam012_180624",0.0982638888888889,0.16724537037037,0.024537037037037,0.171180555555556,0.0909722222222222,0.458449074074074,288
"s2lam012_180702",0.0944444444444444,0.441397849462366,0.003584229390681,0.249283154121864,0.0116487455197133,0.209856630824373,186
"s2lam012_180707",0.0117063492063492,0.38640873015873,0.430257936507937,0.00287698412698413,0.00208333333333333,0.191071428571429,336
"s2lam012_190311",0.352043010752688,0.158064516129032,0.021505376344086,0.0021505376344086,0.194838709677419,0.296989247311828,155
"s2lam012_190326",0.117730496453901,0.250177304964539,0.0734042553191489,0.0624113475177305,0.232624113475177,0.313297872340426,188
"s2lam012_190402",0.013997113997114,0.151082251082251,0.563492063492063,0.00288600288600289,0.0803751803751804,0.211976911976912,231
"s2lam012_190419",0.109327217125382,0.00871559633027523,0.249388379204893,0.00626911314984709,0.461009174311927,0.226452599388379,218
"s2lam013_180624",0.0846064814814815,0.110763888888889,0.00671296296296296,0.378240740740741,0.00902777777777778,0.41400462962963,288
"s2lam013_180702",0.0808471454880295,0.320994475138122,0.00147329650092081,0.403683241252302,0.00644567219152855,0.193554327808471,181
"s2lam013_180707",0.16036036036036,0.0825825825825826,0.0416416416416416,0.251651651651652,0.0165165165165165,0.455855855855856,333
"s2lam013_190311",0.291832229580574,0.231567328918322,0.0147902869757174,0,0.277041942604857,0.218763796909492,151
"s2lam013_190324",0.00594837261503928,0.00864197530864197,0.494388327721661,0,0.00594837261503928,0.48641975308642,297
"s2lam013_190419",0.0228228228228228,0.348648648648649,0.0261261261261261,0.0944444444444444,0.0042042042042042,0.505105105105105,222
"s2lam013_200522",0.0123976608187135,0.824444444444444,0.0109941520467836,0.0532163742690058,0.00713450292397661,0.0975438596491228,285
"s2lam013_200616",0.0207282913165266,0.464005602240896,0.00518207282913165,0.227871148459384,0.007703081232493,0.28109243697479,238
"s2lam013_200702",0.0122994652406417,0.0754010695187166,0.0433155080213904,0.500713012477718,0.0142602495543672,0.35668449197861,187
"s2lam013_210502",0.0963470319634703,0.321689497716895,0.0146118721461187,0.000684931506849315,0.337899543378995,0.261872146118721,146
"s2lam013_210514",0.00465686274509804,0.489950980392157,0.0593137254901961,0.070343137254902,0.236274509803922,0.190441176470588,136
"s2lam013_210527",0.0235,0.398,0.00783333333333333,0.279,0.0181666666666667,0.2805,200
"s2lam013_210622",0.00272873194221509,0.264205457463884,0.0812734082397004,0.279614767255217,0.0751738897806314,0.319743178170144,623
"s2lam014_180604",0.00312056737588652,0.383829787234043,0.0643971631205674,0.00382978723404255,0.00581560283687943,0.542978723404255,235
"s2lam014_180707",0.182931726907631,0.0617469879518072,0.141465863453815,0.000200803212851406,0.00070281124497992,0.617168674698795,332
"s2lam014_190315",0.218537414965986,0.231462585034014,0.0204081632653061,0.0450680272108844,0.00901360544217687,0.478401360544218,196
"s2lam014_190402",0.0101928374655647,0.0537190082644628,0.585123966942149,0.00385674931129477,0.0898071625344353,0.28168044077135,242
"s2lam014_190414",0.0407246376811594,0.49695652173913,0.0105797101449275,0.190869565217391,0.0226086956521739,0.247246376811594,230
"s2lam014_190428",0.0884976525821596,0.329342723004695,0.0312206572769953,0.0661971830985915,0.111032863849765,0.393896713615023,142
"s2lam014_190513",0.026044703595724,0.343148688046647,0.304761904761905,0.0771622934888241,0.051603498542274,0.218950437317784,343
"s2lam015_180707",0.0684542586750789,0.142902208201893,0.0356466876971609,0.123133543638275,0.00672975814931651,0.625446898002103,317
"s2lam015_190311",0.361224489795918,0.208616780045351,0.0201814058956916,0.00136054421768707,0.124036281179138,0.300453514739229,147
"s2lam015_190324",0.00836197021764032,0.168613974799542,0.385223367697595,0.0210767468499427,0.104925544100802,0.348797250859107,291
"s2lam015_190402",0.0175582990397805,0.127023319615912,0.545679012345679,0.0037037037037037,0.115089163237311,0.2440329218107,243
"s2lam015_190409",0.169855072463768,0.593623188405797,0.0118840579710145,0,0.0982608695652174,0.153913043478261,115
"s2lam015_190418",0.012,0.400333333333333,0.0346666666666667,0.129666666666667,0.209333333333333,0.255666666666667,100
"s2lam015_190427",0.00717592592592593,0.48912037037037,0.0326388888888889,0.120833333333333,0.0752314814814815,0.294444444444444,144
"s2lam015_190612",0.0331597222222222,0.536458333333333,0.00173611111111111,0.228472222222222,0.00815972222222222,0.198958333333333,192
"s2lam015_200522",0.0150652431791222,0.763107947805457,0.0268090154211151,0.0309608540925267,0.0626334519572954,0.125860023724792,281
"s2lam015_200603",0.0385074626865672,0.368159203980099,0.016318407960199,0.0924378109452736,0.365771144278607,0.157512437810945,335
"s2lam015_210322",0.139671361502347,0.135680751173709,0.0636150234741784,0.157511737089202,0.0124413145539906,0.495774647887324,142
"s2lam015_210409",0.0532786885245902,0.312841530054645,0.0114754098360656,0.224043715846995,0.245081967213115,0.195355191256831,122
"s2lam015_210502",0.151566951566952,0.471509971509972,0.014957264957265,0.0105413105413105,0.0358974358974359,0.32991452991453,234
"s2lam015_210521",0.0363218390804598,0.445977011494253,0.0209195402298851,0.144137931034483,0.0622988505747126,0.306206896551724,145
"s2lam015_210609",0.0559440559440559,0.359207459207459,0.0202797202797203,0.116550116550117,0.313986013986014,0.194638694638695,143
"s2lam015_210623",0.0430656934306569,0.264233576642336,0.0454987834549878,0.134793187347932,0.0530413625304136,0.473722627737226,137
"s2lam016_180707",0.146898002103049,0.218611987381703,0.0684542586750789,0.049211356466877,0.000946372239747634,0.521766561514196,317
"s2lam016_190312",0.0178571428571429,0.0933333333333333,0.065,0.000238095238095238,0.00952380952380952,0.815238095238095,140
"s2lam016_190326",0.150921273031826,0.378726968174204,0.0463986599664992,0.0981574539363484,0.0169179229480737,0.316582914572864,199
"s2lam016_190402",0.0106280193236715,0.222222222222222,0.306280193236715,0,0.00386473429951691,0.46231884057971,69
"s2lam016_190617",0.0610738255033557,0.497986577181208,0.0337807606263982,0.0402684563758389,0.00984340044742729,0.360626398210291,149
"s2lam016_190627",0.0113425925925926,0.276388888888889,0.0483796296296296,0.0990740740740741,0.018287037037037,0.551388888888889,144
"s2lam016_200522",0.0898648648648649,0.563626126126126,0.0101351351351351,0.0935810810810811,0.0254504504504505,0.228716216216216,296
"s2lam016_200610",0.0214199759326113,0.444645006016847,0.0329723225030084,0.00138387484957882,0.429482551143201,0.149939831528279,554
"s2lam016_200701",0.0982638888888889,0.296354166666667,0.0493055555555556,0.0661458333333333,0.223611111111111,0.303298611111111,192
"s2lam016_210417",0.0349726775956284,0.304007285974499,0.0451730418943534,0.113661202185792,0.0990892531876138,0.422222222222222,183
"s2lam016_210514",0.0256410256410256,0.545421245421245,0.0564102564102564,0.0688644688644689,0.108974358974359,0.232234432234432,182
"s2lam016_210530",0.0262032085561497,0.558645276292335,0.0231729055258467,0.108199643493761,0.0254901960784314,0.268627450980392,187
"s2lam016_210609",0.0694063926940639,0.660958904109589,0.00639269406392694,0.0557077625570776,0.0573059360730594,0.174885844748858,146
"s2lam016_210622",0.0106382978723404,0.492671394799054,0.0101654846335697,0.170921985815603,0.057210401891253,0.272340425531915,141
"s2lam016_210627",0.0195329087048832,0.162845010615711,0.00467091295116773,0.617834394904459,0.0140127388535032,0.187048832271762,157
"s2lam017_180702",0.0851254480286738,0.455017921146953,0.00627240143369176,0.212186379928315,0.021505376344086,0.229032258064516,186
"s2lam017_180707",0.0385093167701863,0.145238095238095,0.240993788819876,0.0669772256728779,0.00320910973084886,0.507349896480331,322
"s2lam017_190311",0.331481481481481,0.282175925925926,0.0229166666666667,0.00393518518518518,0.0800925925925926,0.29837962962963,144
"s2lam017_200701",0.0137152777777778,0.439930555555556,0.106944444444444,0.128472222222222,0.0251736111111111,0.297222222222222,192
"s2lam017_210417",0.0407207207207207,0.406126126126126,0.00522522522522523,0.238918918918919,0.0104504504504505,0.302702702702703,185
"s2lam017_210507",0.0118556701030928,0.395360824742268,0.0647766323024055,0.124226804123711,0.182474226804124,0.259278350515464,194
"s2lam017_210521",0.0172661870503597,0.702877697841727,0.00455635491606715,0.0369304556354916,0.157074340527578,0.116546762589928,139
"s2lam017_210606",0.154480286738351,0.400358422939068,0.0476702508960574,0.00125448028673835,0.096594982078853,0.324551971326165,186
"s2lam017_210616",0.00526315789473684,0.419649122807018,0.057719298245614,0.0410526315789474,0.221929824561404,0.285087719298246,190
"s2lam018_180612",0.0852201257861635,0.525707547169811,0.017374213836478,0.14685534591195,0.0440251572327044,0.19559748427673,424
"s2lam018_180707",0.0188222923238696,0.149106203995794,0.0625657202944269,0.39211356466877,0.00977917981072555,0.371083070452156,317
"s2lam018_190312",0.0618004866180049,0.202433090024331,0.0155717761557178,0.217761557177616,0.0248175182481752,0.48345498783455,137
"s2lam018_190326",0.0717543859649123,0.0826315789473684,0.127719298245614,0.00403508771929825,0.0714035087719298,0.653859649122807,190
"s2lam018_190402",0.0107883817427386,0.100691562932227,0.313001383125864,0.309405255878285,0.0730290456431535,0.216874135546335,241
"s2lam018_190412",0.0140625,0.000868055555555556,0.00434027777777778,0,0.988541666666667,0.00694444444444444,192
"s2lam018_190506",0.0226666666666667,0.00288888888888889,0.000444444444444444,0.000444444444444444,0.992666666666667,0.002,150
"s2lam018_190517",0.0265046296296296,0,0,0,1,0,288
"s2lam019_180707",0.0177083333333333,0.212083333333333,0.098125,0.191145833333333,0.00270833333333333,0.480625,320
"s2lam019_190311",0.253878406708595,0.220125786163522,0.0427672955974843,0.000838574423480084,0.239203354297694,0.276100628930818,159
"s2lam019_190402",0.00778267254038179,0.0829662261380323,0.515859030837004,0.079295154185022,0.193245227606461,0.225991189427313,227
"s2lam019_190414",0.125797101449275,0.491449275362319,0.00869565217391304,0.141159420289855,0.0402898550724638,0.211739130434783,230
"s2lam019_190428",0.0174825174825175,0.570862470862471,0.0251748251748252,0.0727272727272727,0.00815850815850816,0.309090909090909,143
"s2lam019_190513",0.0165217391304348,0.271594202898551,0.305217391304348,0.112850241545894,0.0444444444444444,0.263768115942029,345
"s2lam019_190522",0.0415509259259259,0.486689814814815,0.0731481481481481,0.00439814814814815,0.0394675925925926,0.363657407407407,288
"s2lam019_190603",0.169746376811594,0.454891304347826,0.0117753623188406,0.0257246376811594,0.0726449275362319,0.278804347826087,184
"s2lam019_200522",0.02037691401649,0.803297997644287,0.0137809187279152,0.0239104829210836,0.00647820965842167,0.138044758539458,283
"s2lam019_200624",0.00358974358974359,0.273589743589744,0.0182051282051282,0.366666666666667,0.00282051282051282,0.336923076923077,130
"s2lam019_200710",0.0145009416195857,0.126177024482109,0.00414312617702448,0.533898305084746,0.00489642184557439,0.318832391713748,177
"s2lam019_210326",0.113400335008375,0.120100502512563,0.0301507537688442,0.272026800670017,0.0117252931323283,0.454941373534338,199
"s2lam019_210417",0.332446808510638,0.181737588652482,0.0352836879432624,0,0.199290780141844,0.290602836879433,188
"s2lam019_210501",0.0613425925925926,0.342592592592593,0.0409722222222222,0.0273148148148148,0.408796296296296,0.171064814814815,144
"s2lam019_210515",0.0366148531951641,0.0248704663212435,0.241623488773748,0,0.0457685664939551,0.653367875647668,193
"s2lam019_210608",0.0114864864864865,0.160135135135135,0.0126126126126126,0.148423423423423,0.40045045045045,0.291216216216216,148
"s2lam020_190529",0.051123595505618,0.44812734082397,0.0529962546816479,0.0670411985018727,0.00543071161048689,0.381460674157303,178
"s2lam020_190607",0.0476851851851852,0.0789351851851852,0.0502314814814815,0.36087962962963,0.151388888888889,0.332638888888889,144
"s2lam020_200616",0.0169421487603306,0.539118457300276,0.0316804407713499,0.0633608815426997,0.00853994490358127,0.344490358126722,242
"s2lam020_200630",0.0167865707434053,0.351798561151079,0.0381294964028777,0.136690647482014,0.232853717026379,0.261630695443645,139
"s2lam020_210403",0.287815656565657,0.256186868686869,0.0178661616161616,0.0250631313131313,0.00366161616161616,0.413510101010101,528
"s2lam020_210516",0.054586129753915,0.123937360178971,0.156599552572707,0.0295302013422819,0.412527964205817,0.273154362416107,149
