site,ACI,ADI,AEI,NDSI,NDSI_A,NDSI_B,BI,H,Ht,Hs,M,R,sfm,rugo,zcr_max,zcr_mean,zcr_min
s2lam001_180526,63.89043651,2.135598658,0.172445295,0.707487291,0.319827817,1.727288306,4.78538143,0.943555434,0.975440485,0.971226427,0.005409141,0.289877867,0.603039872,0.044664521,0.563351362,0.362426611,0.085511819
s2lam001_180604,58.89678357,1.953499178,0.245444419,0.258842478,0.763435094,1.495019651,1.460037442,0.902905492,0.982367849,0.958331227,0.005660343,0.379314649,0.379312986,0.069343685,0.595926576,0.297602123,0.056201999
s2lam001_180707,59.11270281,2.027772958,0.220657063,-0.231429424,0.917615214,0.673541638,2.499694266,0.9015781,0.982765998,0.957282307,0.005547918,0.409277745,0.424683941,0.069139177,0.531738281,0.228118801,0.051574707
s2lam001_190401,58.93519259,1.133814847,0.734056115,-0.695371312,0.990751375,0.189323903,3.431835218,0.681675196,0.988115554,0.875911767,0.038891657,0.505287725,0.352417722,0.018642515,0.250335888,0.03981867,0.001841162
s2lam001_190409,64.56338414,1.899588089,0.394114009,0.226910522,0.647069432,1.152783242,6.813731512,0.825369604,0.980762569,0.933364976,6.30E-12,0.321596257,0.480262796,0.03278182,0.366106306,0.107386108,0.006905692
s2lam001_190416,59.15054588,1.925955792,0.355501629,-0.049900291,0.846571065,0.923814076,2.030704349,0.827384309,0.986448399,0.935296497,0.011750277,0.490014765,0.402758012,0.048386358,0.521706761,0.125039298,0.005685334
s2lam001_190520,60.62533317,2.189828089,0.137453437,0.27158756,0.676988523,1.432600339,3.818103214,0.931568113,0.985218745,0.96810734,0.005389785,0.336060894,0.473310338,0.055411174,0.562847222,0.27160108,0.046325231
s2lam001_200616,57.43713267,2.205786258,0.080804454,0.391334613,0.695195573,1.672903167,1.701780994,0.967430443,0.985683135,0.978167963,1.15E-12,0.320206003,0.426753803,0.102893497,0.626852448,0.420755795,0.158545425
s2lam001_200702,58.20045578,2.19556117,0.127307718,0.007815288,0.849268025,1.021283131,2.666085201,0.93093639,0.985642708,0.965871391,0.004350684,0.23615598,0.416938784,0.049668256,0.532091506,0.280450489,0.064827128
s2lam001_210409,61.64642712,1.917768305,0.341817519,-0.000429701,0.86879367,1.028354692,2.792418511,0.904872911,0.976727732,0.958475819,0.004958549,0.351348095,0.449744336,0.035467559,0.508766698,0.246980852,0.018070134
s2lam001_210424,61.22363332,2.094124225,0.218629377,0.190059378,0.740541141,1.258020018,2.951235514,0.923337567,0.982577073,0.962519672,0.005285959,0.447772349,0.400798799,0.04847942,0.594099234,0.277823765,0.050794185
s2lam001_210508,66.19342582,2.027748568,0.25376421,0.322028362,0.733108185,1.578915841,2.801338435,0.917177959,0.966967389,0.965240942,0.004734561,0.318640686,0.427199821,0.034360708,0.579667525,0.286181962,0.032171076
s2lam001_210530,67.05808991,1.970437547,0.303086786,0.16129581,0.745137903,1.23399691,3.389851293,0.923993054,0.97292347,0.966253366,0.005038697,0.523311933,0.438222195,0.032820333,0.641296387,0.348621649,0.046691895
s2lam001_210610,71.68608087,1.924160415,0.378394915,0.022765697,0.82977932,1.046930087,4.828347025,0.896944435,0.964771499,0.959764836,0.005880117,0.339929274,0.550766137,0.017936085,0.58984375,0.243324372,0.015322403
s2lam001_210624,58.52354813,2.214251754,0.089739843,0.536816178,0.602065708,2.071741655,1.542111121,0.968955757,0.982749618,0.981301547,0.002400519,1.529984395,0.372945352,0.081730513,0.65884445,0.466304802,0.185503148
s2lam002_190304,59.77794971,2.165137112,0.154188423,-0.143929181,0.936654474,0.731237464,3.182809237,0.938311173,0.985966633,0.970316458,0.005023836,0.213681013,0.500039837,0.046932924,0.524055325,0.270476593,0.057248485
s2lam002_190329,57.78900328,2.051047597,0.286853336,-0.741691886,0.995087431,0.161328357,2.451350872,0.831279127,0.98701689,0.929666207,0.010917566,0.259761435,0.373847331,0.049103206,0.437995569,0.121172694,0.017738456
s2lam002_190406,62.61221415,1.686052674,0.370188932,-0.16167097,0.912699246,0.761302507,3.193550588,0.872418318,0.980018621,0.950737238,0.007861843,0.418777007,0.387575252,0.046922294,0.574280428,0.218724965,0.042146382
s2lam002_190413,57.33562841,2.256599316,0.05413915,0.504735306,0.626325155,2.00383263,1.008531501,0.935502536,0.989266469,0.969800999,0.004657185,0.166150171,0.452502467,0.111219749,0.519428454,0.302212458,0.073530807
s2lam002_190524,58.13174809,1.983087814,0.277950986,-0.095568965,0.845547814,0.884884158,1.941784235,0.894781789,0.985423383,0.956586431,0.006381677,0.41698182,0.43552326,0.068339427,0.555792026,0.222435781,0.028556034
s2lam002_190604,59.71559468,2.252940728,0.098055129,0.604898498,0.433000205,1.794023041,3.886603291,0.910781471,0.987894163,0.962763062,0.006161934,0.286258625,0.444797734,0.067996116,0.555205676,0.220156973,0.022759885
s2lam002_190614,57.62322124,2.296073052,0.019460398,0.649902677,0.482793081,2.27134818,1.303804416,0.965955445,0.987482088,0.980651138,0.002788614,0.330459076,0.396144378,0.112007695,0.728290658,0.440284177,0.164768079
s2lam002_190621,58.70828502,2.180797535,0.121991368,0.213406736,0.751474394,1.206250262,5.449372868,0.924481401,0.987812192,0.964579547,0.005589851,0.285952553,0.518836714,0.090195746,0.44414605,0.223250456,0.082234701
s2lam002_200522,69.93337805,1.916948276,0.340624794,0.271382341,0.597145866,1.394866487,4.312235032,0.894292488,0.962270585,0.95107049,0.004677046,0.468235811,0.39313592,0.028683923,0.650851329,0.324581399,0.019122456
s2lam002_200616,58.49813398,2.245991353,0.060242828,0.498139137,0.608633815,1.873380117,1.574165635,0.961130142,0.985416932,0.978165766,0.002830302,0.572375554,0.365956597,0.096031896,0.685833109,0.430393998,0.150761045
s2lam002_200630,58.27368765,2.108029429,0.209555857,0.192107912,0.726585549,1.350588184,2.722263629,0.943032692,0.980262569,0.970015544,0.003598281,0.438252765,0.409236002,0.059972592,0.705664063,0.385367669,0.065485491
s2lam002_210422,58.51342996,2.258393355,0.050206446,0.589054517,0.530919617,2.037020271,1.707706276,0.966284649,0.983625408,0.98069069,0.003781764,1.442275748,0.384364455,0.070085636,0.709790333,0.479303925,0.228833302
s2lam002_210518,68.38012963,1.706505293,0.527714517,0.033977288,0.758058893,0.956825553,6.125221115,0.815875366,0.977007386,0.939708078,0.019781659,0.278847896,0.420929437,0.021979919,0.47609747,0.123646039,0.001979698
s2lam003_180604,57.25975814,2.302238175,0.00792859,0.218042736,0.831118285,1.313047649,2.769844301,0.963449544,0.989175278,0.979269102,0.004060241,0.619980709,0.351202653,0.101217874,0.728089944,0.33906008,0.157393496
s2lam003_180707,57.34287428,2.250678711,0.070528393,-0.434637276,0.977963266,0.403814195,3.342572072,0.890979332,0.989541115,0.952206707,0.008134084,0.101777257,0.454918074,0.07005486,0.534848168,0.162868181,0.0414109
s2lam003_190304,58.50833411,2.186959942,0.148036613,-0.158461265,0.939075587,0.715956674,3.653530625,0.908250119,0.987370048,0.959931608,0.007520795,0.227900348,0.535936452,0.042445975,0.496390298,0.181963849,0.029634326
s2lam003_190406,58.08846799,2.209669435,0.111409832,0.171630506,0.806371025,1.195176686,4.164650927,0.9258458,0.988569308,0.965657401,0.005510738,0.359573306,0.595974251,0.086917311,0.414267016,0.215737316,0.052345795
s2lam003_190413,57.74803263,2.275686198,0.040117806,0.163267841,0.839847711,1.221540499,3.372730655,0.937849077,0.989539909,0.970354664,0.0048595,0.252401442,0.584176784,0.112850054,0.449366009,0.238382206,0.070459759
s2lam003_190510,58.09038039,2.199856456,0.14152715,-0.345947607,0.956189708,0.49104594,4.162820886,0.879931845,0.988367254,0.948293139,0.009988697,0.376389172,0.432164474,0.051526688,0.542078206,0.14826932,0.018782383
s2lam003_190523,58.34641463,2.106049509,0.218944034,-0.213525816,0.92278757,0.681591145,4.022032061,0.882540975,0.986700438,0.949642593,0.009295378,0.445528784,0.436132044,0.050673652,0.481612246,0.152848575,0.020240718
s2lam003_190601,60.63729689,1.60978232,0.452738909,0.166562091,0.777784316,1.270400986,3.154886799,0.894651184,0.973663868,0.953535168,0.00760665,0.189212268,0.461049359,0.035236233,0.490377069,0.248390491,0.021520049
s2lam003_190610,58.56375669,2.287399,0.039582489,0.458472928,0.652538355,1.799110358,2.599097006,0.968615689,0.986460134,0.981200486,0.003307795,0.194336258,0.429185994,0.097698879,0.714601391,0.410205528,0.113880018
s2lam003_190623,57.41558418,2.297365218,0.026402113,0.116491647,0.839785017,1.093693909,3.435110303,0.949058493,0.98942831,0.974143454,0.004432146,0.104427667,0.478415125,0.119119915,0.537934639,0.263496159,0.107449384
s2lam003_200522,59.70218903,2.266474814,0.058062878,0.526246768,0.544296276,1.821383322,4.266267386,0.959414329,0.986572645,0.97695901,0.004027372,0.4631475,0.384620839,0.072640602,0.648115479,0.338624628,0.096123152
s2lam003_200616,57.66129717,2.274388577,0.043187272,0.303679042,0.767716965,1.462328127,2.87549822,0.961784974,0.987789066,0.979174798,0.003640527,0.306755524,0.373316055,0.096757018,0.652686977,0.346452881,0.111303609
s2lam003_200702,61.73946616,2.009841686,0.315566762,0.087816782,0.840456972,1.119378586,4.596747962,0.928556317,0.972536692,0.965468344,0.004826169,0.298133297,0.424967155,0.025408406,0.654486909,0.287471963,0.028188345
s2lam003_210417,59.85616361,2.087731387,0.251671088,0.170203864,0.759416306,1.154806397,4.268805648,0.931695004,0.981907086,0.966998293,0.005691711,0.319143339,0.371218459,0.032062132,0.627104195,0.243829326,0.040325017
s2lam003_210502,70.05621735,1.770795652,0.439899887,-0.156825658,0.889740913,0.728788528,4.294754208,0.867157337,0.968130071,0.948651621,0.009695968,0.284043732,0.472193222,0.017659063,0.560117465,0.163936995,0.007147606
s2lam003_210515,57.81738805,2.234421775,0.078834314,0.099571771,0.826150372,1.074464419,4.194632399,0.938323842,0.988220336,0.969592395,0.005263526,0.226470745,0.420056333,0.077616684,0.593855316,0.24276834,0.084855622
s2lam003_210608,68.06359099,2.185006903,0.171237572,0.111062256,0.856411448,1.138401845,3.355074258,0.925805337,0.973744513,0.968631827,0.006422625,0.43611709,0.383931607,0.053001781,0.640827047,0.269410881,0.036247306
s2lam003_210621,63.16718945,2.167707091,0.170612876,0.245333304,0.743456926,1.30054476,4.49545266,0.935297774,0.97759291,0.968926857,0.004493114,0.310331217,0.4768346,0.043943672,0.612693212,0.277316306,0.057260165
s2lam005_180604,60.13902712,1.614008655,0.415266749,0.240741953,0.76757566,1.415670511,2.075077114,0.859382018,0.977515037,0.944966749,0.008472701,0.331161544,0.403983913,0.047587585,0.627900598,0.26183314,0.024276928
s2lam005_180707,57.53249144,1.877646552,0.366512205,-0.527886692,0.940068992,0.435837984,2.647601202,0.837944157,0.978739372,0.930601662,0.00900781,0.317645671,0.39544874,0.042927766,0.60329998,0.175756638,0.034250542
s2lam005_190304,58.54744915,2.201793959,0.105324309,-0.394101737,0.972882801,0.447114496,2.541296846,0.9281247,0.987161083,0.965886819,0.005375596,0.335796036,0.435847218,0.058157973,0.597344153,0.250847143,0.067916398
s2lam005_210502,62.59870487,2.093329135,0.26806237,0.368611859,0.607342982,1.385964374,4.834867596,0.914577873,0.974168222,0.961949465,0.005435475,0.366901437,0.320760667,0.032178436,0.59384341,0.25893421,0.024303668
s2lam005_210521,61.40480333,2.213433454,0.127737705,0.569842716,0.477258458,1.743690152,4.529890297,0.949268325,0.98109572,0.973828381,0.003544088,0.618364262,0.336818301,0.062150686,0.607144382,0.354153918,0.093365779
s2lam005_210702,58.41303349,2.247327398,0.097727337,0.491485258,0.530319936,1.66670198,2.702412925,0.943700995,0.986522832,0.973129668,0.003938435,0.97703148,0.234233064,0.077411172,0.625345304,0.346226036,0.093156509
s2lam006_180604,57.91138003,2.270408471,0.05177465,0.555898139,0.544008876,1.898262586,2.762015774,0.970826853,0.98633043,0.981726182,0.003284356,0.410814642,0.428764567,0.080582601,0.669018555,0.386340307,0.150919596
s2lam006_180707,56.98658765,2.290676985,0.014865741,0.483710579,0.662126071,1.917786879,2.309479224,0.972059846,0.98939635,0.982679215,0.003000629,0.119720749,0.508323572,0.124617797,0.666782924,0.374318643,0.216052827
s2lam006_190311,59.168712,1.71392987,0.475759327,-0.460543558,0.947087125,0.420354964,3.400862542,0.784165906,0.987043831,0.916356925,0.020255724,0.461815006,0.428253551,0.034049731,0.387683256,0.0814596,0.004111208
s2lam006_190324,57.16651679,2.250245186,0.097617008,-0.362426102,0.966839017,0.454396257,6.359469463,0.851684425,0.989905392,0.935642676,0.024078171,0.263249763,0.502639788,0.046085451,0.271959315,0.094368241,0.024840975
s2lam006_190410,57.79883306,2.138323239,0.225453672,-0.406048381,0.931681907,0.450886044,3.970681955,0.874363083,0.988385361,0.94599741,0.009735467,0.415040812,0.430999236,0.056063349,0.476604438,0.148434039,0.019704994
s2lam006_190421,58.07302608,1.974381902,0.246730738,-0.361323498,0.93688327,0.502069642,3.26299467,0.858250086,0.981799055,0.941368354,0.009028827,0.30110597,0.461820983,0.051212083,0.44327601,0.138746358,0.026843559
s2lam006_190602,57.47327835,2.266493539,0.060342479,0.387636752,0.654658047,1.669088264,3.000281784,0.96509261,0.987480485,0.978746814,0.003509685,0.207830752,0.465039262,0.073586122,0.65131392,0.34921274,0.121496212
s2lam006_190610,60.59217623,2.224899719,0.116203957,0.314978261,0.715238547,1.462474042,3.186674391,0.948767279,0.982824937,0.974380361,0.004271159,0.314666698,0.469236571,0.048944929,0.655631745,0.316916597,0.064551484
s2lam006_200522,60.02914453,2.208638352,0.102165402,0.625442607,0.444343811,1.965047003,4.346172054,0.955088708,0.983440554,0.973429787,0.004052225,0.623288531,0.374724284,0.070472498,0.631950623,0.33283201,0.099602424
s2lam006_200708,58.35405782,2.051077429,0.296845808,-0.027670806,0.83921345,0.890713135,4.480009941,0.902403856,0.981709724,0.953674329,0.008785067,0.476608556,0.355270002,0.038518635,0.595069969,0.228608839,0.021538032
s2lam006_210327,61.0656524,2.029052763,0.206594274,0.268594389,0.772307437,1.544450201,2.675964511,0.924206538,0.98032448,0.966645255,0.005909888,0.635040022,0.396066151,0.065111971,0.526598202,0.287708987,0.097939768
s2lam006_210411,62.65995205,1.768528672,0.422634889,-0.042157353,0.881771277,0.963993357,3.677872889,0.915834307,0.969146118,0.962005667,0.004975554,0.42893785,0.425999602,0.026542,0.662839331,0.292007981,0.029020676
s2lam006_210501,61.03497008,2.242202396,0.108884203,0.373447223,0.611259771,1.459342417,5.773649277,0.942042867,0.983439137,0.968385891,0.005583368,0.347071272,0.411711887,0.053801404,0.568003337,0.250453261,0.076792399
s2lam006_210516,63.7896017,2.157648375,0.178106938,0.295488741,0.763021217,1.499157851,3.274714149,0.942377732,0.976293069,0.973593513,0.004465974,0.212703445,0.496585013,0.018196537,0.616007487,0.302641768,0.038818359
s2lam006_210613,61.57958203,1.248509667,0.631529333,-0.083547479,0.908169734,0.897492649,2.289829187,0.889149948,0.966092722,0.942641768,0.006806452,0.404199445,0.381889193,0.013235513,0.598307292,0.243376447,0.003255208
s2lam006_210627,63.07309559,2.163615886,0.184537643,0.293060921,0.746142137,1.467497193,3.515980687,0.943375386,0.96916055,0.977062493,0.00426604,0.480634622,0.44368037,0.052545382,0.664271763,0.356939102,0.082212612
s2lam007_180624,57.55431313,2.285859451,0.031748851,0.52454878,0.575729362,1.926148491,2.146689116,0.971482768,0.987210926,0.982042419,0.002494471,0.339767635,0.40195434,0.087947085,0.716688368,0.449560924,0.180731879
s2lam007_180702,57.99480668,2.189547892,0.107044719,0.326998297,0.700256398,1.645229672,1.888221966,0.944077183,0.985774553,0.973997662,0.010303815,0.340818254,0.439189349,0.081957775,0.636570946,0.345596631,0.070967061
s2lam007_180707,57.31888803,2.036566236,0.23776884,-0.585058059,0.981637001,0.295168427,2.235190084,0.864953815,0.98638753,0.942154115,0.007726136,0.357362446,0.471484852,0.054978375,0.433857852,0.155155493,0.031784346
s2lam007_190304,59.63874894,2.194491928,0.124370381,-0.351013267,0.972426603,0.498738044,2.439057895,0.929713507,0.985653016,0.967332924,0.00573121,0.258700504,0.470443614,0.049652905,0.662642961,0.269074141,0.071138048
s2lam007_190403,65.50251439,2.117506661,0.25057138,0.23375308,0.806449099,1.368910513,2.915728241,0.950941949,0.977833914,0.975903652,0.004502408,0.419373313,0.49613798,0.027879886,0.696217855,0.379805026,0.029388428
s2lam007_190419,64.90248814,1.979604542,0.332304504,0.009987756,0.795789185,0.932847523,4.164348465,0.863737748,0.979746065,0.946832265,0.009330687,0.313376988,0.465482962,0.037319902,0.524670617,0.139619588,0.009293896
s2lam007_190510,62.3882294,1.800940771,0.428576733,0.180159891,0.733446553,1.117684765,4.437591644,0.888693412,0.976422166,0.952924298,0.005639705,0.233580632,0.558858941,0.033552879,0.512890625,0.233682546,0.018619792
s2lam007_190530,58.44004801,2.218101759,0.096195719,0.461985505,0.570762464,1.65136955,2.706353238,0.941931003,0.987050878,0.971383311,0.003653389,0.326835487,0.496979726,0.099483422,0.59973787,0.3183989,0.097442092
s2lam007_190605,72.02635256,1.891057525,0.418463149,-0.061909887,0.914957822,0.836030117,3.15419121,0.752266136,0.982377404,0.92029902,0.100596714,0.265669334,0.467715539,0.054900549,0.356019879,0.053814554,0.001218286
s2lam007_190614,57.64327687,2.287632452,0.044248317,0.468613702,0.598272952,1.782142668,2.26551797,0.949341755,0.987947047,0.975115838,0.004100967,0.556778985,0.331083166,0.093009797,0.669711862,0.366259643,0.110257056
s2lam007_190627,59.78972948,2.182476208,0.142883764,0.421306251,0.676489428,1.756538555,2.266194697,0.961172142,0.977648909,0.979170658,0.002450116,0.403419189,0.416930871,0.067350865,0.720214844,0.460650323,0.103664822
s2lam008_180612,60.30785405,1.752769073,0.34400761,0.41447259,0.637771523,1.733285904,2.540947037,0.908372189,0.97676072,0.960985747,0.005158981,0.355326515,0.444482409,0.0562064,0.663640698,0.354524203,0.045737969
s2lam008_180707,57.3394664,2.159927265,0.132356557,-0.219438488,0.958184123,0.677439653,1.365189544,0.90957302,0.987925843,0.958556664,0.005671472,0.273308733,0.564991221,0.096690572,0.44421968,0.231197501,0.05741955
s2lam008_190311,60.50850665,1.628257556,0.500653868,-0.282967409,0.928675531,0.627957951,2.173473965,0.774039953,0.985350658,0.913181217,0.017741977,0.369750006,0.497738872,0.037893901,0.310343424,0.08458403,0.00265842
s2lam008_190401,58.75079771,0.957328296,0.775723126,-0.630281583,0.990460488,0.239536785,2.434450685,0.648507573,0.98852469,0.862983178,0.040579776,0.450638959,0.374906087,0.016931072,0.208284198,0.034057095,0.001670597
s2lam008_190422,72.86675114,2.003350847,0.304181273,0.301960491,0.589381929,1.209190827,4.713939259,0.912652478,0.962958212,0.966864037,0.005304567,0.365178055,0.517898266,0.027862135,0.663723958,0.343712347,0.035351563
s2lam008_190528,63.52497478,2.258054194,0.081404142,0.313843116,0.711643872,1.392957021,3.423532372,0.955941193,0.980811878,0.977699597,0.003621551,0.339228706,0.523896436,0.073524809,0.662415462,0.372644958,0.12266791
s2lam008_190611,57.83751092,2.158558121,0.203170033,-0.517960484,0.960376514,0.383283237,3.599915664,0.886099065,0.986453515,0.951370577,0.008011729,0.469619412,0.513490037,0.062279559,0.473209635,0.192699755,0.031111654
s2lam008_200522,61.61249065,2.06623532,0.22344127,0.376255316,0.641843104,1.61648642,2.811224865,0.937051807,0.9793293,0.966764954,0.004283628,0.637135109,0.384246658,0.045221616,0.678213968,0.393145196,0.065947509
s2lam008_200616,58.39665852,2.247213545,0.085486343,0.650582307,0.422563284,1.956934957,3.574657253,0.967360537,0.985207782,0.978270713,0.003412566,0.784419869,0.389339161,0.085310384,0.676426703,0.417456438,0.13284603
s2lam008_200702,57.67895408,1.801384892,0.361216371,0.236602413,0.748809206,1.403158893,2.228269464,0.946332321,0.982270456,0.96888049,0.00364172,0.254238287,0.432228526,0.05871435,0.594789567,0.356484179,0.060557376
s2lam008_210322,62.0972139,1.936873849,0.341364165,0.231303052,0.711164208,1.298548012,4.37966766,0.87404471,0.984935988,0.948406091,0.009423039,0.381425456,0.437320404,0.031250102,0.488688737,0.164011301,0.007011578
s2lam008_210403,59.73586562,2.005254716,0.285167953,0.031503462,0.78188521,1.052519784,3.354255963,0.932455448,0.977099832,0.964955858,0.004479255,0.68835597,0.401536798,0.046544778,0.665056398,0.349951372,0.060269508
s2lam008_210418,62.86051656,1.759319227,0.496702298,-0.505568543,0.961164788,0.348805686,6.39502069,0.788730256,0.985246693,0.917997066,0.023225237,0.517296226,0.420516321,0.028560089,0.319493766,0.077476459,0.00450797
s2lam009_180604,57.36374256,2.271496996,0.033805161,0.587461795,0.551031275,2.076352717,1.810676852,0.974763777,0.988874005,0.98364182,0.00239799,0.170376644,0.564225042,0.158612931,0.578414658,0.436097159,0.210374735
s2lam009_180707,57.42497852,2.16171425,0.151121068,-0.472890991,0.968791335,0.412793106,1.86957263,0.879792167,0.987379371,0.947158107,0.007311186,0.216296757,0.449111308,0.063281098,0.53297061,0.190097855,0.046770368
s2lam009_190312,57.24782354,2.272898928,0.04100892,-0.646495621,0.989726937,0.218386927,3.859074861,0.887712569,0.989530436,0.949125094,0.007791005,0.265087862,0.395065692,0.076833912,0.530103601,0.157103543,0.06622226
s2lam009_190403,64.77211726,2.209146989,0.144253942,-0.00654069,0.889885994,0.944225431,3.103994964,0.938042601,0.981848476,0.972647981,0.004611129,0.472487057,0.427237319,0.038198927,0.630777138,0.299727228,0.051541941
s2lam010_180604,57.74290782,2.255538625,0.042080708,0.631270424,0.497737268,2.141523829,1.485386767,0.972721202,0.988322404,0.981983915,0.002142654,0.205070747,0.503335466,0.100207667,0.669474284,0.446882921,0.187825521
s2lam010_180707,57.47131257,2.099907748,0.176099202,-0.271443084,0.938693763,0.628892613,1.762452655,0.907365014,0.987289607,0.958696382,0.005262909,0.206217959,0.443847857,0.069850532,0.503091341,0.234869926,0.054776077
s2lam010_190311,62.90140295,1.274268633,0.675654694,-0.757408043,0.985960357,0.193346149,4.084207302,0.686442052,0.983500771,0.87786976,0.051380507,0.504970379,0.321220371,0.024990174,0.262834821,0.047063797,0.005381059
s2lam010_190324,58.83821328,2.191488837,0.128309228,-0.352040848,0.95966944,0.50232596,4.187543338,0.87011284,0.985926356,0.944941807,0.01176078,0.15980705,0.453184694,0.02737146,0.397474224,0.1395536,0.038896418
s2lam010_190406,57.78866728,1.778570137,0.457084689,-0.176146833,0.939879776,0.700752798,4.363989096,0.780597688,0.982411066,0.906943434,0.019421655,0.178885602,0.435967551,0.012230845,0.240254934,0.078324156,0.00286801
s2lam010_190416,57.69863353,2.058027741,0.241580223,0.204164582,0.824329342,1.309654176,3.209669186,0.878966643,0.984352202,0.94665601,0.00723764,0.219837428,0.426471219,0.035158379,0.438233661,0.149685001,0.017806155
s2lam010_200710,57.01699107,2.281856415,0.015485324,0.588274372,0.571811482,2.195153843,0.959193689,0.974751319,0.9872478,0.984096966,0.002232477,1.462869826,0.290803839,0.084866959,0.694458008,0.494771697,0.266501687
s2lam010_210411,73.98015212,1.703133906,0.504034031,-0.058710369,0.898738146,0.875241097,3.692045906,0.859228661,0.955031526,0.954863156,0.01659183,0.292982561,0.492536119,0.029887474,0.672627767,0.221878528,0.007080078
s2lam010_210430,62.12145658,2.077316963,0.247980193,0.436011939,0.547957386,1.564177474,3.963427733,0.925752434,0.978042492,0.967316437,0.005145655,0.280017431,0.416413653,0.036223262,0.581524884,0.308883449,0.054354745
s2lam010_210517,58.0654496,1.917272299,0.315840354,-0.208868895,0.897532301,0.708762989,2.532089483,0.898207756,0.982804056,0.953180045,0.006969505,0.599954537,0.280358191,0.039450291,0.590574511,0.25657491,0.038384885
s2lam010_210604,59.02620405,2.196658886,0.125499093,0.364239225,0.689835691,1.563391056,2.265882201,0.944448641,0.984535379,0.974317422,0.003394099,0.561762795,0.311252152,0.051522346,0.663741629,0.350095868,0.087151228
s2lam010_210614,57.45792278,2.250996351,0.07239083,0.462260835,0.612316675,1.803436399,1.926252711,0.9412136,0.985244481,0.97196216,0.004112691,0.958370516,0.299578101,0.073120376,0.668384309,0.358027962,0.116958943
s2lam010_210628,58.68243308,2.014922177,0.204434702,0.417814596,0.673715196,1.831493039,1.597191437,0.940233078,0.982686218,0.971577083,0.003328488,0.45845915,0.304256864,0.050621694,0.69183566,0.347653288,0.059037012
s2lam011_180604,59.65635639,1.933429588,0.248306,0.202793688,0.809237075,1.381876597,1.755869534,0.908245115,0.982712826,0.9622587,0.007836053,0.257290785,0.445292514,0.079643135,0.622957357,0.30983285,0.048494466
s2lam011_180707,57.42107209,2.283256256,0.03477711,0.459836636,0.635833044,1.82754394,2.421226879,0.972655773,0.988299448,0.982969342,0.002907776,0.227981194,0.457479676,0.133578581,0.659807478,0.433557214,0.182041713
s2lam011_190311,62.79936331,1.463011438,0.616957132,-0.515159918,0.889381837,0.313578147,3.737806549,0.752482667,0.983357707,0.9057591,0.022122704,0.364696937,0.416393195,0.026531907,0.333631727,0.071532135,0.004286024
s2lam011_190324,58.79723476,2.221324027,0.091070553,0.035112815,0.892159451,1.004922569,3.613270887,0.951170621,0.986527086,0.974429394,0.004700742,0.181664577,0.545416758,0.073566933,0.578639323,0.288703095,0.097766927
s2lam011_190407,61.10118242,1.818738781,0.377891,0.349564731,0.625985881,1.359269063,3.27387967,0.855267485,0.984272158,0.946139528,0.011314024,0.333750631,0.468776955,0.052348025,0.534621813,0.174716432,0.009483831
s2lam011_190416,58.39678081,1.807497956,0.453059976,0.109925677,0.669770771,0.953550527,5.193150343,0.817671909,0.986877834,0.926498754,0.015045674,0.478298158,0.425718102,0.03883023,0.379532008,0.115644345,0.010334496
s2lam011_190510,57.18798277,2.258576865,0.041730583,0.419501848,0.691163141,1.772637535,1.745547283,0.969935738,0.989123042,0.98185394,0.002993521,0.155723451,0.547814969,0.169803253,0.611897786,0.41932436,0.195495605
s2lam011_190520,59.35896521,2.203224562,0.115809942,0.07666916,0.763018209,1.101245061,3.461915374,0.937322268,0.986294965,0.969318483,0.006468562,0.347301262,0.417933864,0.071527779,0.651802007,0.307733179,0.072180087
s2lam011_190529,58.60006078,2.198953151,0.100021227,0.163959764,0.828290564,1.285628436,1.923984761,0.953814134,0.987274482,0.97679093,0.004300828,0.316260835,0.527339257,0.115444157,0.581165541,0.377346242,0.12027027
s2lam011_190604,57.59417125,2.161516667,0.192204974,0.103816487,0.855666355,1.116927767,2.024718018,0.865901401,0.988964665,0.946497736,0.008796325,0.337545952,0.464465886,0.066931818,0.42178736,0.150651556,0.006347656
s2lam011_200522,58.11906377,2.257893752,0.062974331,0.548169583,0.557118863,1.957441412,2.26745548,0.954413803,0.988064338,0.976825854,0.003751058,0.385221004,0.406798611,0.115279001,0.632601731,0.367689094,0.102187781
s2lam011_200624,58.25821719,2.211670511,0.118887712,0.333901539,0.659617253,1.59206576,2.62504074,0.961355097,0.98470942,0.976538349,0.003470228,0.763841544,0.378488853,0.073909695,0.675921763,0.414933798,0.113716839
s2lam011_200710,57.73939061,2.26491407,0.055405011,0.548335154,0.580550563,2.004634247,1.787616453,0.970619411,0.986173127,0.982845018,0.002851762,0.417078025,0.449607688,0.129042937,0.644520749,0.459170781,0.152847782
s2lam011_210326,61.4851337,2.030782567,0.241001758,0.253391782,0.702627676,1.394758758,3.254263376,0.91838612,0.978964645,0.966164035,0.006560345,0.372411908,0.440493349,0.058800647,0.645739369,0.312985313,0.049291237
s2lam011_210409,60.83924728,2.160319636,0.149114419,0.307269074,0.754550222,1.548513332,2.17766746,0.953102478,0.979846943,0.97777995,0.003626242,0.73249994,0.35806225,0.056598092,0.739643895,0.415760096,0.095506298
s2lam011_210424,60.4441985,2.076786642,0.212004185,0.330632484,0.682606461,1.3517168,3.06945173,0.91830382,0.982929393,0.962729916,0.005689437,0.249245701,0.392144222,0.055078344,0.607641763,0.256144895,0.026800497
