site,ACI,ADI,AEI,NDSI,NDSI_A,NDSI_B,BI,H,Ht,Hs,M,R,sfm,rugo,zcr_max,zcr_mean,zcr_min
s2lam019_200624,57.4334501,2.289225131,0.027574054,0.424118432,0.66638527,1.762957411,2.341891497,0.971402081,0.985353723,0.982446492,0.00227688,0.580673529,0.35017028,0.070729249,0.709390024,0.439718251,0.209855769
s2lam019_200710,57.01334993,2.287583893,0.024003469,0.526469626,0.62889418,2.003457262,1.447421895,0.961156314,0.976895229,0.97821168,0.002603639,4.423681327,0.275122585,0.06455517,0.703025689,0.474680879,0.296742585
s2lam019_210326,57.42393907,2.215240563,0.094257523,0.107207651,0.823814061,1.275974875,1.618731428,0.926771726,0.980596449,0.965568761,0.004727913,0.996728142,0.296692941,0.0644381,0.705657192,0.336820032,0.129622723
s2lam019_210417,62.25191524,1.964282624,0.391270714,-0.086062974,0.884073268,0.877579809,5.053169051,0.833526316,0.980745781,0.935738653,0.01802519,0.410469217,0.412757695,0.021991411,0.439205109,0.113253943,0.006076389
s2lam019_210501,73.89634594,1.693005889,0.514498986,0.13212951,0.797346526,1.103602025,5.201048084,0.833600711,0.971410847,0.950448513,0.010726556,0.164859602,0.45673364,0.021568314,0.580919054,0.171590678,0.003879123
s2lam019_210515,58.3773108,2.181786789,0.138424119,-0.573777541,0.98655644,0.26787828,7.134591506,0.84218731,0.987732927,0.932514937,0.019818473,0.126676532,0.477862868,0.034156177,0.252879349,0.095028497,0.033706508
s2lam019_210608,68.85241472,2.110110892,0.226697649,0.194315981,0.814652425,1.304203509,3.316363749,0.918768825,0.964733343,0.967518271,0.003931027,0.288892468,0.440161556,0.040086043,0.693742082,0.315401213,0.042902766
s2lam020_190529,57.84615638,2.18816833,0.11460552,0.325865488,0.72550396,1.523500142,2.387754434,0.948866711,0.986131181,0.974204343,0.004330982,0.257866043,0.521441631,0.085235793,0.63837727,0.372032449,0.137449808
s2lam020_190607,58.58670116,2.232177764,0.080404785,0.401597884,0.674576557,1.728788469,1.380179354,0.950505126,0.985513793,0.975779442,0.003654174,0.263853178,0.491243724,0.065409621,0.659315321,0.38814653,0.082234701
s2lam020_200616,58.21700444,2.277087103,0.040408079,0.575443682,0.498043382,1.984675179,2.248165857,0.966187397,0.987626671,0.9808068,0.002857839,0.906962028,0.395855231,0.081555008,0.64231179,0.419538015,0.155733471
s2lam020_200630,60.69715215,2.057269943,0.23363215,0.057711992,0.801485342,1.200675223,2.888712988,0.924810838,0.976075389,0.964942098,0.00419985,0.662668299,0.364048416,0.055923588,0.659570313,0.361295915,0.064801897
s2lam020_210403,58.34677702,1.714261307,0.455071112,-0.393284961,0.925617383,0.505699781,3.449607981,0.83561358,0.980813817,0.933662764,0.01156682,0.353914792,0.391572515,0.037907377,0.540852865,0.155579984,0.01229581
s2lam020_210516,62.65420984,1.603270919,0.452038013,0.062936552,0.841807216,1.123206655,2.834971648,0.877585299,0.976225196,0.948384324,0.006128263,0.372315745,0.454909632,0.020460204,0.577469589,0.233308359,0.014510801
s2lam020_210528,65.77705843,1.962725849,0.393213753,-0.400271949,0.957572231,0.467960667,5.183410991,0.805823529,0.982558448,0.929064363,0.019496448,0.265529764,0.503412681,0.022291959,0.402364751,0.07760028,0.007402974
s2lam020_210610,61.67440227,2.113598232,0.233294176,0.321968146,0.628834616,1.306186071,3.76063308,0.92705177,0.976237525,0.967256065,0.004853765,0.504040178,0.382590966,0.041170562,0.735007702,0.31441015,0.051290163
s2lam021_180707,57.86663803,2.048733107,0.238728256,-0.33801853,0.888531315,0.526443697,3.260362817,0.894083762,0.987227437,0.951665573,0.007249775,0.350316061,0.34921818,0.055192742,0.523123605,0.19088232,0.025942848
s2lam021_190315,58.18208716,1.931335296,0.349447216,-0.637889391,0.955106874,0.245056585,2.82271512,0.831810128,0.988302509,0.931788223,0.011503565,0.502593992,0.413669713,0.048617125,0.36670658,0.121908749,0.016567211
s2lam021_190611,59.00724747,2.250178676,0.104168,0.575478983,0.448766646,1.75579661,5.525362863,0.946974493,0.983842147,0.970882236,0.004285832,0.300141128,0.353765136,0.081411849,0.657108516,0.332699016,0.086066277
s2lam021_190621,58.48151551,2.253059116,0.071024027,0.423227901,0.624905543,1.699634724,2.267875101,0.953642455,0.986237848,0.976657186,0.004062987,0.373433328,0.40020042,0.081576983,0.662697988,0.400732178,0.112893301
s2lam021_200522,67.10615886,1.939023399,0.355515344,0.566900858,0.424082446,1.485855657,7.311706119,0.86381333,0.950091677,0.937312473,0.006666892,0.724795663,0.317401324,0.033885994,0.590454102,0.248771881,0.023484972
s2lam021_200617,57.85536781,2.291800366,0.034455567,0.674447266,0.412880504,2.064042255,2.612818252,0.97473916,0.985152743,0.983463283,0.002707412,2.234054062,0.279435538,0.074446493,0.726897738,0.49038032,0.187456273
s2lam021_200624,57.21321446,2.29644889,0.014708051,0.282445258,0.74470517,1.523662677,1.294177984,0.970733796,0.987598793,0.982621447,0.003020445,2.221356702,0.255684898,0.104826155,0.688103171,0.465234382,0.21863511
s2lam021_200710,57.01879608,2.288380723,0.01922784,0.519187196,0.595274983,2.076578998,0.854891275,0.971125672,0.987120852,0.982888923,0.002892853,3.560915122,0.215870759,0.093141514,0.751994681,0.509685618,0.2171501
s2lam021_210404,64.01162293,2.060641584,0.275261819,-0.034773235,0.850708841,0.893285117,3.569582816,0.903955587,0.980446088,0.961016134,0.006155669,0.454577489,0.328743062,0.050223787,0.561936346,0.23161899,0.025901846
s2lam021_210417,62.73434748,1.912233979,0.30953809,0.199453901,0.740145437,1.322810196,3.32369101,0.898888498,0.976727432,0.956029351,0.005778996,0.408291916,0.32691029,0.032732851,0.64953873,0.25910755,0.019406582
s2lam021_210502,71.58556007,1.400230819,0.583615507,-0.396774371,0.933098787,0.473758092,4.194652026,0.810629922,0.968052805,0.926916933,0.013534471,0.291128123,0.383691366,0.021062698,0.491495768,0.128802633,0.005560981
s2lam021_210515,58.4063941,2.043780854,0.224156102,0.122951168,0.748208645,1.190204282,3.321312969,0.925532724,0.984588687,0.963336776,0.005615082,0.334650399,0.367810103,0.054759889,0.561845798,0.300068494,0.089568796
s2lam021_210526,59.26879953,2.16492236,0.149139741,0.422657011,0.597375285,1.701449445,2.673076129,0.949080519,0.983136084,0.97409039,0.00365402,0.916382715,0.304093362,0.054531061,0.72399112,0.395533281,0.066560814
s2lam021_210607,58.91535532,1.748916248,0.334462362,0.358910281,0.70952103,1.639464737,2.309690102,0.927840787,0.973635885,0.960655134,0.003570184,0.242993664,0.386402642,0.049870552,0.607685062,0.350790985,0.050836658
s2lam021_210614,57.87932349,2.248534254,0.088643465,0.768865695,0.306667309,1.86198726,3.022118112,0.924728229,0.9887255,0.964622213,0.006757281,0.879841551,0.363033767,0.126699163,0.583277027,0.379975389,0.150707348
s2lam021_210628,57.17300778,2.235179352,0.075403824,0.506726601,0.638143087,1.965331342,1.091567585,0.940537506,0.988934929,0.972555781,0.004012265,0.384470322,0.349777821,0.115115852,0.631794674,0.323287561,0.064975792
s2lam022_190319,81.61568664,1.637796186,0.540651767,-0.286029681,0.891357695,0.643390758,4.683479286,0.767234451,0.978255392,0.931356367,0.041562518,0.409457663,0.439639049,0.03534177,0.299171147,0.063027255,0.0031292
s2lam022_190412,73.7261832,1.877645454,0.405967454,0.28498873,0.779258208,1.451947663,4.234970647,0.890487522,0.952754254,0.970292442,0.006009782,0.3264292,0.458947507,0.022634095,0.67791445,0.28390691,0.016068262
s2lam022_190422,59.40314344,2.234407877,0.077269438,0.513313973,0.554104015,1.821877774,2.540376248,0.949879875,0.984899964,0.975843449,0.003263697,0.320240204,0.395283417,0.07375461,0.558031892,0.345457513,0.082205158
s2lam022_190527,60.71917959,2.253158704,0.103574856,-0.075625879,0.865373885,0.815889414,6.621739959,0.899851001,0.988572038,0.955745977,0.006833483,0.271110491,0.422318204,0.065802107,0.335101563,0.166899404,0.055921875
s2lam022_190617,58.39129236,2.178565542,0.166252597,0.013792609,0.802643193,1.061994556,3.247711576,0.889485567,0.987867675,0.953786222,0.007344206,0.380284748,0.408407023,0.061401544,0.417032878,0.197863814,0.032226563
s2lam022_200522,58.30510803,2.257072278,0.049821813,0.624037266,0.466617622,2.041331456,2.648289408,0.96588539,0.987500267,0.980303774,0.002192186,0.347266971,0.366779791,0.091474925,0.620042067,0.40298675,0.14891435
s2lam022_200616,57.42137415,2.263673807,0.061433563,0.380353989,0.714555285,1.687386085,2.10811776,0.945365719,0.987467739,0.972989576,0.001985845,0.214080954,0.435915096,0.085776622,0.559652377,0.319491308,0.088333771
s2lam022_200630,57.14739743,2.302344642,0.004073599,0.490745998,0.672124982,1.993789064,1.385085772,0.977542343,0.989977382,0.985156796,0.001259921,0.114646727,0.420427007,0.122122762,0.662323221,0.409073842,0.223953581
s2lam022_210410,58.22682952,2.272170943,0.035946021,0.640695908,0.485941041,2.207549165,1.316248585,0.963977636,0.986893296,0.980630073,0.002782634,2.352174523,0.22527691,0.069050851,0.598266602,0.465609654,0.199940999
s2lam022_210507,64.12021521,1.824851037,0.356427711,0.020764672,0.822869994,1.063225738,2.682050581,0.885320495,0.97637219,0.95273069,0.007345448,0.443348365,0.303942747,0.037805318,0.589802632,0.270961625,0.056291118
s2lam022_210530,65.86313071,2.123588804,0.225679042,0.268640091,0.714596073,1.379231929,3.577139153,0.941657892,0.971244895,0.974767676,0.003208343,0.284586964,0.441887512,0.034284712,0.658885169,0.392372439,0.047918733
s2lam022_210613,67.54390386,2.176458056,0.177465036,0.478830128,0.597158682,1.76573451,2.908278182,0.936349368,0.970746098,0.973146506,0.006441511,1.697057509,0.333477603,0.039865077,0.659134615,0.420536976,0.069801683
s2lam023_190319,90.8309669,1.674290125,0.487862375,-0.212822238,0.905567777,0.681599829,3.458034065,0.773842175,0.977900753,0.931825589,0.087546066,0.225873511,0.449315451,0.052102356,0.365641276,0.069637912,0.001546224
s2lam023_190419,58.65055796,2.216911923,0.089209167,0.448987528,0.62311126,1.732379209,2.476371612,0.93461433,0.987137675,0.968519021,0.003828637,0.487402331,0.320242704,0.079270061,0.58416913,0.291566948,0.07421875
s2lam023_190506,58.94917686,2.257413096,0.080587724,0.728042051,0.32302334,1.948401373,4.326295029,0.953948237,0.985400095,0.975321964,0.003494602,0.677660555,0.333575283,0.055076291,0.674704527,0.349262484,0.098419972
s2lam023_190521,59.69752422,2.174439048,0.203972244,0.68505318,0.303338187,1.666656487,7.550938152,0.892171229,0.985436753,0.952142797,0.00841263,0.500509682,0.335733786,0.050543443,0.49196663,0.189345045,0.047433486
s2lam023_190605,57.18032945,2.272953694,0.038034765,0.306736676,0.730243513,1.477492421,1.896449827,0.955722452,0.988961051,0.976628916,0.003698848,0.653437489,0.294076079,0.090916526,0.583615673,0.350266351,0.149663186
s2lam023_190617,62.06083284,2.201803281,0.155034699,0.487646663,0.59849159,1.718451049,3.201726754,0.9390626,0.979822583,0.97230519,0.003759484,0.368367827,0.331928901,0.04445295,0.601348459,0.311535859,0.056399829
s2lam023_190627,58.40980214,2.298523349,0.018155377,-0.307229583,0.954195296,0.515004357,7.132115254,0.878793899,0.989335613,0.946057205,0.019669991,0.086018937,0.482867342,0.053923233,0.22903735,0.122265035,0.04484161
s2lam023_200701,61.96292758,1.955585776,0.271301708,0.013809098,0.83630396,1.022140048,2.930387255,0.920928211,0.973219881,0.964153754,0.004068379,1.055712942,0.295339202,0.04192565,0.607910156,0.351190343,0.074951172
s2lam023_210407,59.25606375,1.776022204,0.431562005,-0.329681728,0.90988378,0.55229911,3.206168323,0.810669995,0.986276534,0.926253807,0.013202949,0.542554844,0.314617559,0.037993162,0.364635837,0.106475172,0.007392473
s2lam023_210420,60.0109709,2.264284911,0.065710763,0.722422899,0.343331382,1.912033272,3.062490145,0.959543487,0.981978593,0.97520683,0.002832051,1.726323068,0.283154332,0.037559465,0.620442708,0.439118876,0.163179977
s2lam023_210514,59.64755594,2.228326484,0.090229344,0.471124518,0.618986408,1.812520209,1.919667571,0.945685055,0.986874752,0.974607329,0.003806312,0.970950354,0.29428789,0.049432117,0.595855713,0.354399334,0.095458984
s2lam023_210528,59.45138515,2.114682167,0.168657361,0.137636474,0.806399956,1.154007296,2.422898057,0.893124674,0.987364745,0.952956545,0.006323753,0.386739366,0.269736886,0.045183358,0.532855903,0.193231476,0.027408854
s2lam023_210609,60.83202806,2.199689345,0.128917703,0.738890711,0.302165992,1.912753538,4.558761465,0.950520805,0.982685726,0.974224009,0.003458862,0.496790456,0.399623384,0.068874615,0.583073796,0.378762413,0.116725612
s2lam023_210623,58.3566789,2.27588059,0.04467294,0.464107669,0.642686875,1.811764591,1.787069035,0.958527519,0.988839654,0.977601204,0.002873431,0.229863036,0.40873273,0.073894487,0.539441465,0.368281315,0.111619636
s2lam024_190319,89.8145453,1.748276757,0.459840703,-0.052909328,0.85876391,0.958215277,3.771148566,0.790036681,0.968511475,0.943271478,0.03552508,0.356762818,0.515458613,0.041521635,0.393512228,0.079988693,0.001542686
s2lam024_190411,61.0287055,2.006561052,0.292147443,0.319446904,0.608400264,1.277210592,5.098208671,0.892734238,0.983268584,0.955554506,0.007844132,0.512385476,0.290936367,0.040623249,0.531911214,0.194151886,0.021250407
s2lam024_190427,60.61197523,2.296693681,0.032791042,0.01644096,0.862465365,0.948264447,4.86062809,0.955183293,0.9872543,0.97426102,0.005481817,0.597373457,0.35012661,0.058342195,0.566704644,0.314272217,0.055731879
s2lam024_190513,62.1891672,2.154606427,0.170318605,0.132445947,0.809149335,1.179841142,2.925158068,0.951330423,0.982793663,0.976265174,0.006595897,1.295797848,0.30463424,0.036487035,0.647497523,0.379973981,0.087046335
s2lam024_190522,63.58205784,2.048150788,0.224121059,0.47365579,0.5342457,1.632286413,3.714789039,0.930383442,0.976694389,0.967015936,0.004526393,0.599431207,0.297257062,0.056684566,0.635064019,0.363427468,0.090494792
s2lam024_190603,60.57435659,1.712373594,0.510189481,-0.731271931,0.987501272,0.176908227,5.351720738,0.794562725,0.985262717,0.920410856,0.016535007,0.562090833,0.390087577,0.02353378,0.291182737,0.101198481,0.013630097
s2lam024_190623,58.726209,2.034450102,0.290861029,-0.16419221,0.889625711,0.73757016,3.881456972,0.879841882,0.985276721,0.949142547,0.009167858,0.298192627,0.396436904,0.039384738,0.392426426,0.165018135,0.01594736
s2lam024_200522,65.67636335,2.16605323,0.223585951,0.596822579,0.441537386,1.759648596,6.951809602,0.930979874,0.972449255,0.967884751,0.004387533,0.356368103,0.514385016,0.027033574,0.592375327,0.300870304,0.036381206
s2lam024_200603,59.52666111,2.169560921,0.144228636,0.60588688,0.432467103,1.860983666,3.292912307,0.947800369,0.98160324,0.972242298,0.003837878,1.551923208,0.258627932,0.061230629,0.663713305,0.401856151,0.110529119
s2lam024_200623,60.24913428,1.998804146,0.238129688,0.59553686,0.448957486,1.793078277,3.21611212,0.944244858,0.975023317,0.962475864,0.003051334,1.586181295,0.262826296,0.044045652,0.59761556,0.404992036,0.110961914
s2lam024_200710,59.32740525,2.268939346,0.05716122,0.49816863,0.591604739,1.918407707,1.634679294,0.962134081,0.985283067,0.97961592,0.00323018,0.934113452,0.363319372,0.053593964,0.661647922,0.43869031,0.13841432
s2lam024_210326,59.34485489,2.138154135,0.160829349,0.255728461,0.700925428,1.466656784,2.175313328,0.923813463,0.984199087,0.96342686,0.005687234,0.638568923,0.309690665,0.055803893,0.622650146,0.321761145,0.044413249
s2lam024_210409,68.5180353,1.622064767,0.483315783,-0.273731913,0.913333157,0.697001911,3.348857327,0.867684838,0.963747522,0.941025515,0.010038014,0.643995744,0.359360784,0.021019683,0.632291667,0.279472101,0.031852214
s2lam024_210424,62.82030351,2.054873608,0.200738662,0.382241017,0.690078956,1.644678325,2.599956088,0.914384408,0.982281113,0.961144809,0.005041953,0.357262591,0.339363575,0.051462743,0.552114126,0.265702128,0.031632707
s2lam024_210508,68.18438907,1.71877926,0.39898325,0.033080527,0.796772089,1.177416281,2.944897679,0.868345537,0.962692585,0.941172172,0.006450026,0.386192713,0.402748461,0.039045482,0.579231107,0.257204833,0.027044802
s2lam024_210604,61.13637342,2.1806035,0.138140222,0.814094234,0.219078604,2.015613641,4.950115976,0.947634484,0.978926897,0.970089818,0.004026041,0.744792831,0.410067611,0.059628834,0.651150174,0.37249857,0.111558702
s2lam024_210614,58.73000181,1.983997185,0.250990674,0.386237882,0.635967127,1.47600101,2.514605609,0.921644531,0.983551603,0.964290722,0.004828775,0.621279095,0.323978029,0.065412986,0.628248132,0.325581741,0.059007728
s2lam025_190319,88.44344886,1.777890471,0.466282475,-0.340242922,0.933072166,0.566170982,4.300226166,0.756527899,0.979396241,0.927983043,0.075078577,0.361367823,0.492606973,0.049489841,0.254833633,0.048906004,0.002037433
s2lam025_190411,59.43905831,2.150801698,0.213135229,0.096056757,0.776070674,1.08665476,5.360433293,0.879312564,0.987690678,0.95084535,0.009002281,0.435026601,0.392352741,0.05056811,0.455790202,0.159156019,0.015920003
s2lam025_190428,58.59890411,2.241782434,0.072941007,0.626196269,0.474496305,1.992976224,2.0215751,0.950289526,0.987107278,0.975154244,0.004476435,0.596427664,0.27316681,0.071972783,0.601495151,0.362723415,0.096726832
s2lam025_190513,61.19624843,2.275588362,0.061784682,0.455524446,0.617954288,1.684206166,4.189465024,0.958703195,0.984638556,0.97694245,0.006816672,0.404527066,0.400453449,0.045685168,0.546595982,0.330518006,0.094581359
s2lam025_190522,60.48141413,2.241971823,0.103535299,0.291421021,0.724040754,1.431073996,3.250387899,0.925966322,0.982927884,0.967176369,0.005783843,0.574566025,0.313322306,0.039123512,0.646579319,0.265704008,0.046847873
s2lam025_190603,67.25914876,1.986693522,0.283011704,-0.011605906,0.846106823,0.908789105,5.100287799,0.896036814,0.970528023,0.959008526,0.006348044,0.356450482,0.419855347,0.035639756,0.55813172,0.233556855,0.029464886
s2lam025_190617,67.85592707,1.928751699,0.367979091,0.502236422,0.511708086,1.59833848,5.953923442,0.915094463,0.972522356,0.961193759,0.005534419,0.346522515,0.419282848,0.023610537,0.60914281,0.268038634,0.030649038
s2lam025_190627,57.55320607,2.26755316,0.055752743,0.613609268,0.51314431,2.141342696,1.533536725,0.970033002,0.983748034,0.981739214,0.002573865,1.344142391,0.315952152,0.059130501,0.668362088,0.489984194,0.199354384
s2lam025_200528,59.35902171,2.171010547,0.134310917,0.751852104,0.276235736,1.884148999,3.920794769,0.955248271,0.982351769,0.974402612,0.003328492,0.309905875,0.416595178,0.061068831,0.640334397,0.387319953,0.108726211
s2lam025_200625,57.77855778,2.261530396,0.045902426,0.704219158,0.3824133,2.262110009,2.129421127,0.96220804,0.979112377,0.976373599,0.002793464,1.496671453,0.325207521,0.04664993,0.673267327,0.467011792,0.193688119
s2lam025_210411,68.683522,1.887763964,0.368636367,0.19528466,0.7460791,1.294598096,4.704927388,0.895629884,0.961416702,0.961872731,0.005992333,0.416028654,0.399913767,0.029490761,0.691944356,0.306734476,0.048748406
s2lam025_210501,60.41758714,2.279594093,0.038362088,-0.080791554,0.894307579,0.807666237,3.981060427,0.946674629,0.988203737,0.973004057,0.00478149,0.343758344,0.34723818,0.064822052,0.54296875,0.271350401,0.094387549
s2lam025_210514,62.93282602,2.144249036,0.160129471,0.615795191,0.408589047,1.785636737,3.855604303,0.94190108,0.976888133,0.970104069,0.003744859,0.82645198,0.308835971,0.043110129,0.67334692,0.379181094,0.062740602
s2lam025_210527,58.63969482,2.216028969,0.086923969,0.67521224,0.402807189,1.973397854,2.558270019,0.957042045,0.981003199,0.976819288,0.002987532,0.342543818,0.375869673,0.059643103,0.655951052,0.402567761,0.125856983
s2lam025_210716,57.88704756,2.156413473,0.140961917,0.611439279,0.455660792,1.957960543,2.359519378,0.951890619,0.975855802,0.972458584,0.003063292,0.708000422,0.329514775,0.044959945,0.696417683,0.424831265,0.111290015
s2lam026_190421,58.42225797,2.273090733,0.061677058,0.583391685,0.474803466,1.726137471,3.891202748,0.944263837,0.987875359,0.972193511,0.005550402,0.406491489,0.496884238,0.065050691,0.533536784,0.298272844,0.076310221
s2lam026_190505,56.88393136,2.3025521,0.0030327,0.011000023,0.918871856,0.941729564,1.204745639,0.973125247,0.989447212,0.983229967,0.002854244,0.351144737,0.378234228,0.094094649,0.64375,0.425276563,0.2671875
s2lam026_190528,60.68012397,2.282454171,0.042089438,0.420161242,0.6408163,1.576591289,2.44963513,0.95027166,0.987452901,0.977011305,0.009656537,0.198974784,0.576937088,0.11295298,0.558700771,0.362014286,0.112251177
s2lam026_200522,59.45439736,2.116409297,0.201038814,0.781603617,0.260951895,1.849393293,4.043815485,0.946632886,0.977561017,0.970433029,0.003987232,1.023070628,0.287726649,0.056628703,0.73012116,0.391667991,0.06718419
s2lam026_200616,58.14014653,2.237004784,0.08603848,0.547741906,0.540904463,1.881317564,2.561585939,0.958763275,0.985838774,0.977872992,0.003680061,0.625355386,0.275028397,0.052027489,0.671109375,0.387766533,0.06196875
s2lam026_200702,71.68069233,1.949362535,0.360986366,0.192238644,0.805114603,1.300895625,3.674341123,0.911890197,0.959430518,0.97174214,0.00769943,0.390079898,0.48162095,0.035742134,0.689143719,0.303548223,0.032216894
s2lam026_210331,57.57059435,2.226415655,0.101102873,0.101285176,0.84765589,1.166308797,1.365721128,0.939398497,0.979871278,0.974406651,0.004496716,0.848799852,0.290549856,0.078708715,0.628817472,0.358229722,0.131445313
s2lam026_210501,74.24585316,1.94574975,0.394348583,0.285811324,0.630995685,1.1881019,5.406238751,0.8807937,0.9620724,0.951330558,0.010234383,0.420454728,0.410032482,0.019396477,0.611450195,0.229127076,0.021077474
s2lam026_210527,58.21278735,2.239566482,0.09607142,0.459339156,0.583398344,1.661455142,2.54720239,0.926663166,0.988148776,0.966957487,0.005716092,0.430568762,0.283649272,0.063772657,0.585466657,0.260961181,0.046398344
s2lam027_190421,61.679747,2.215307318,0.125306545,0.131294511,0.737352988,1.071456017,3.731918801,0.926474761,0.984414831,0.965038226,0.004637792,0.426509019,0.415635828,0.046509617,0.557358923,0.257235045,0.043041387
s2lam027_190614,58.26493477,2.289004123,0.047538791,0.630199543,0.461152017,2.018034537,3.180459128,0.94638876,0.987288473,0.973964732,0.003720337,0.429040534,0.323769481,0.063735394,0.597144469,0.338902848,0.101729612
s2lam027_200522,65.41763042,2.03869228,0.265643284,0.645613338,0.383802158,1.828029779,4.653067919,0.935118242,0.97672552,0.965828167,0.004070463,1.1473134,0.36453597,0.037170645,0.641683239,0.351043501,0.048643466
s2lam027_200616,59.96621877,2.218530617,0.121008409,0.427833867,0.639707545,1.688841673,2.564519305,0.947093271,0.981351621,0.974150254,0.003554198,1.632617303,0.330163015,0.045513326,0.643093418,0.38229987,0.086727061
s2lam027_200630,60.34651351,2.243700156,0.078357667,0.485377961,0.626587325,1.822800942,2.354921873,0.95634859,0.986794804,0.978978857,0.003290846,0.550141706,0.372373928,0.069176319,0.636603009,0.403302397,0.146730324
s2lam027_210430,58.48249577,2.180806436,0.141275371,0.063729833,0.819047133,1.100623228,2.412634188,0.935758874,0.985758657,0.968871253,0.003796835,0.220205026,0.489602037,0.055749994,0.577106585,0.295591277,0.052413504
s2lam027_210511,72.66355467,1.711924615,0.546023769,0.385565903,0.503127572,0.998946685,8.011043335,0.859719822,0.965118419,0.938240137,0.010005584,0.377456696,0.320543513,0.015862366,0.608022837,0.229692441,0.005709135
s2lam027_210607,59.38995851,2.179642865,0.139376099,0.447204623,0.621884566,1.720569844,2.785404844,0.947515085,0.982221271,0.974814984,0.003754869,1.323759019,0.261902679,0.057886208,0.632438497,0.375132597,0.088001441
s2lam027_210616,58.07324836,2.252818974,0.078474267,0.704888428,0.351519795,1.721613055,2.711786688,0.945858001,0.986715097,0.973491946,0.00435039,1.805109638,0.286755398,0.101783565,0.619917785,0.458215743,0.191385798
s2lam028_190405,62.95387122,2.075079234,0.241994234,0.171175499,0.747271718,1.226614197,4.129065117,0.897597359,0.984032718,0.959178677,0.0079088,0.420678712,0.428382735,0.058570255,0.503662109,0.231028004,0.045028023
s2lam028_190412,58.90338668,1.820125745,0.396985854,-0.43738652,0.96008103,0.471881745,2.003856866,0.820079575,0.987859789,0.928350874,0.011957454,0.362320196,0.352722352,0.03639705,0.401784261,0.119264607,0.007832845
s2lam028_190421,61.04478169,2.268278438,0.072751254,0.718102209,0.303202307,1.585270889,4.955400882,0.939962654,0.984637959,0.971012972,0.007298738,0.491935199,0.374127364,0.059211364,0.586027018,0.368094809,0.116056315
s2lam028_190602,60.0153019,2.219342534,0.120244372,0.610861101,0.396480551,1.764800034,4.944514734,0.95841395,0.984673069,0.974918346,0.003922932,0.290797105,0.412757068,0.061348725,0.57038408,0.35582795,0.092727421
s2lam028_190610,57.88083783,2.278690957,0.034336525,0.562130952,0.554894158,2.056847137,1.490130716,0.96076706,0.988661925,0.979435422,0.003224775,0.26888965,0.403426434,0.074049633,0.639051259,0.411645094,0.151837905
s2lam028_190623,59.70662113,1.967677938,0.307487076,-0.143263023,0.884432363,0.79103421,4.998521423,0.885499985,0.981830638,0.950420299,0.007181059,0.379602751,0.32979371,0.04878572,0.521335178,0.204313472,0.033338759
s2lam029_190506,60.32010337,2.264931701,0.07962698,0.820044823,0.226574143,2.058631286,5.098368435,0.961114218,0.981984258,0.975810087,0.003098603,0.41664581,0.411374192,0.047707034,0.58245642,0.387619187,0.125611182
s2lam029_190520,74.71671712,2.112942444,0.192814594,0.370871677,0.705969907,1.721332656,1.737235884,0.860178495,0.969245507,0.956663769,0.018198231,0.329474214,0.421814458,0.064966968,0.54932742,0.194410607,0.016329887
s2lam029_190529,59.71293785,2.142859462,0.128796396,0.338465703,0.718040083,1.633898482,1.993387397,0.939921094,0.984026339,0.972511991,0.004790315,0.298536928,0.494845904,0.069197953,0.547293527,0.376774534,0.109600361
s2lam029_190604,59.69382788,2.105257555,0.182911051,0.431413276,0.600960756,1.595160336,2.92777129,0.89717162,0.984255543,0.957506852,0.006821733,0.272525873,0.314054416,0.051679201,0.544907619,0.225077167,0.033844662
s2lam029_190612,57.91484773,2.222268386,0.109452301,0.1664541,0.768985084,1.36671849,1.960415745,0.925066865,0.986092393,0.967231209,0.005141931,0.384122602,0.327230974,0.05884345,0.613600388,0.303377932,0.075891033
s2lam029_200701,60.83980616,2.172847375,0.166139458,0.372692951,0.648492783,1.585012486,2.76229215,0.943874249,0.973694771,0.973251393,0.003623723,0.749440787,0.35956418,0.042335973,0.713948568,0.40695612,0.06850179
s2lam029_210501,75.39366637,1.711700475,0.524852989,0.145189998,0.766089414,1.135160257,5.424616156,0.838754523,0.967635744,0.952213814,0.024261844,0.392018419,0.500421566,0.030329727,0.622350934,0.152997342,0.002918463
s2lam030_190421,58.05666706,2.001225662,0.200121131,0.307419476,0.716375083,1.476931849,2.779579526,0.912173391,0.98429983,0.962093073,0.008727136,0.515621775,0.359595774,0.065798802,0.604346264,0.270405731,0.074568966
s2lam030_190527,58.04577181,2.070655979,0.230890401,-0.082756095,0.847421484,0.862697526,3.124455203,0.885771154,0.987236186,0.956160897,0.012469069,0.50158168,0.516097037,0.059732901,0.4921875,0.195494441,0.026926676
s2lam030_210425,97.01044193,2.108159,0.267341958,0.163634652,0.79108779,1.237115995,5.195384882,0.888645076,0.955202635,0.969127904,0.01258278,0.869747631,0.391809779,0.042234961,0.672363281,0.321427315,0.044474284
s2lam030_210507,62.97626326,1.948887971,0.363461691,-0.025678317,0.797229409,0.989070669,4.537939228,0.895402394,0.975283579,0.957346616,0.009144339,0.425055082,0.437786464,0.028850214,0.612789456,0.261428327,0.035535634
s2lam030_210517,69.19041348,1.887061063,0.379108049,0.122995488,0.740315645,1.180222055,3.829659712,0.869647642,0.963306301,0.949803722,0.020894922,0.473352078,0.387797696,0.030621602,0.62487793,0.252019194,0.017496745
