site,ACI,ADI,AEI,NDSI,NDSI_A,NDSI_B,BI,H,Ht,Hs,M,R,sfm,rugo,zcr_mean,YYYY
s2lam001_180526,61.99490553,2.149055574,0.153950612,0.597877219,0.457919139,1.750293998,3.482232454,0.949893991,0.979269881,0.974592522,0.003840494,0.253400507,0.592691978,0.04719808,0.380531212,2018
s2lam001_180604,59.83715116,1.695887739,0.380185849,0.001672898,0.851438798,1.111936985,1.652623337,0.857493892,0.979097429,0.94274571,0.00864612,0.319462419,0.378601506,0.054610272,0.239045536,2018
s2lam001_180707,60.70963622,1.839384598,0.314170617,-0.240195438,0.940630141,0.649954328,2.646558188,0.890003327,0.977291053,0.954775405,0.006798537,0.382103229,0.432099957,0.064639677,0.244014693,2018
s2lam001_190401,59.99187264,1.222993225,0.689223394,-0.627551095,0.987875698,0.252765562,3.074682859,0.706147905,0.987253082,0.886674809,0.035370828,0.503328457,0.353751082,0.021939071,0.053618576,2019
s2lam001_190409,65.30204612,1.728500834,0.482553123,0.195379638,0.639933321,1.000060739,6.068806773,0.810245589,0.975087388,0.928080585,6.88E-12,0.292110473,0.477232168,0.025770605,0.114035622,2019
s2lam001_190416,65.79106933,1.959937342,0.323673485,0.005305363,0.869687436,0.997821002,2.143818578,0.853370267,0.97857189,0.947743272,0.009921021,0.462559635,0.433875101,0.046676746,0.153283742,2019
s2lam001_190520,59.34061405,2.208618748,0.122735221,-0.031261143,0.838978257,1.006772149,3.270263099,0.913593563,0.986323005,0.961396135,0.006778477,0.323083564,0.464735675,0.051641814,0.237409573,2019
s2lam001_200616,57.67980898,2.092611466,0.173274551,0.148325801,0.782825597,1.308371146,2.21113691,0.945560568,0.98246052,0.969324436,1.65E-12,0.324187664,0.433414624,0.074828948,0.363735023,2020
s2lam001_200702,57.92899683,2.207464044,0.103339438,-0.036450713,0.8669982,0.9949074,2.269845949,0.933640809,0.986458284,0.967106721,0.00472535,0.250640991,0.418534782,0.058804239,0.312801275,2020
s2lam001_210409,64.00625467,1.881763124,0.360660081,0.003005074,0.87110879,1.039306968,2.928769471,0.904751458,0.971002597,0.959858325,0.005069914,0.351739789,0.468151046,0.045650183,0.267629428,2021
s2lam001_210424,62.75142498,1.948469973,0.309794303,0.194730276,0.775561796,1.306373508,3.035150058,0.909077652,0.976914602,0.960250893,0.006576374,0.497938819,0.412845436,0.043390857,0.267072583,2021
s2lam001_210508,64.93974936,1.999149214,0.264001149,0.341229201,0.715325359,1.645066259,2.734137011,0.923590464,0.96880444,0.967129189,0.004211474,0.387133112,0.412599136,0.028826897,0.314705439,2021
s2lam001_210530,65.16181423,1.940663899,0.327050953,0.1912644,0.705170713,1.255548051,3.070015368,0.92157727,0.97230285,0.96314472,0.004533776,0.529776048,0.424036673,0.03654489,0.377390682,2021
s2lam001_210610,70.59898358,1.852016737,0.419527298,-0.029700058,0.851570146,0.963099346,4.50001148,0.887246928,0.965849831,0.955728847,0.006361675,0.32919484,0.530840371,0.016498109,0.223749543,2021
s2lam001_210624,59.02496875,2.187908152,0.115173201,0.489056396,0.597598549,1.918833209,1.788544055,0.962329606,0.982158876,0.978475184,0.002628719,1.418949298,0.37506203,0.0762231,0.446968676,2021
s2lam002_180707,56.97791644,2.216778049,0.122050024,-0.895655939,0.997792722,0.061897227,1.750330583,0.827338975,0.988924834,0.926327629,0.013197077,0.071832166,0.398687976,0.064616361,0.117325076,2018
s2lam002_190304,59.90729816,2.175231881,0.143165091,-0.115632978,0.933485775,0.767294041,2.902150407,0.94253005,0.985409001,0.972022441,0.005382989,0.194472669,0.501259951,0.051418397,0.28713579,2019
s2lam002_190329,57.40802163,1.963725773,0.322707123,-0.719647519,0.992321718,0.186959184,2.090351325,0.835237458,0.986571658,0.930324716,0.010371302,0.261538504,0.363481855,0.048305475,0.129352853,2019
s2lam002_190406,61.40617119,1.786119232,0.332893028,-0.187887424,0.927834919,0.747255092,2.506603467,0.8846593,0.981153238,0.954707296,0.007594285,0.414603379,0.386305872,0.045992393,0.241267925,2019
s2lam002_190413,57.92574038,2.234221808,0.070011956,0.506338983,0.62371586,2.021282791,1.208789771,0.944241406,0.988109204,0.972982137,0.003810061,0.176272605,0.461366351,0.106339426,0.332459228,2019
s2lam002_190524,57.84040552,2.009027136,0.257195313,-0.081419002,0.866173458,0.968883531,1.513105109,0.896032655,0.986631551,0.957775245,0.006338848,0.443724015,0.429509584,0.071586509,0.218421422,2019
s2lam002_190604,59.07481443,2.176298867,0.132225228,0.408992514,0.610478203,1.629342559,2.693853166,0.922045837,0.986288458,0.96626039,0.005041996,0.286583808,0.44117595,0.078943736,0.259146591,2019
s2lam002_190614,57.27463235,2.293331642,0.017604997,0.608101968,0.532088825,2.226717049,0.93866425,0.965088664,0.988179904,0.980450474,0.002820262,0.337862448,0.392023533,0.11251956,0.433979984,2019
s2lam002_190621,57.76932746,2.204155826,0.107603099,0.165334862,0.779011967,1.114425796,4.501243509,0.929180068,0.988565184,0.966510743,0.00514738,0.305532403,0.514785851,0.098764086,0.230315948,2019
s2lam002_200522,71.15071189,1.823992771,0.402538036,0.162003904,0.662287443,1.138734626,4.046059702,0.874840268,0.956281481,0.944743351,0.006322844,0.469594558,0.391014361,0.028618185,0.331344731,2020
s2lam002_200616,58.80802629,2.148102872,0.146420801,0.266749383,0.721750518,1.532326668,1.976647482,0.943708286,0.982646088,0.971170526,0.004050377,0.516990145,0.367699597,0.076306902,0.397271904,2020
s2lam002_200630,58.50730419,2.015934636,0.227074072,0.361986367,0.654307937,1.692608985,2.174302903,0.934252061,0.978768089,0.966061682,0.003829954,0.386484512,0.409735821,0.072791832,0.404691188,2020
s2lam002_210422,57.7554165,2.247062334,0.060904536,0.515154722,0.581833266,1.862458226,1.68998462,0.964259433,0.984061892,0.97927741,0.003657891,1.147173,0.381041197,0.070996167,0.448568804,2021
s2lam002_210518,69.94026504,1.627099591,0.54613423,-0.052234069,0.821156562,0.865353292,5.430661998,0.81387716,0.974812682,0.939080163,0.022023283,0.24700342,0.426131879,0.022588215,0.132312661,2021
s2lam003_180604,57.23116409,2.295786064,0.016013106,0.214468536,0.828849968,1.3243906,2.672690321,0.960414186,0.988956115,0.978139355,0.003981709,0.576695304,0.35195048,0.099331004,0.338838213,2018
s2lam003_180707,57.27239407,2.262715032,0.06418186,-0.477589431,0.981241151,0.369646973,3.294742523,0.889996524,0.98945367,0.951358002,0.008966722,0.101311202,0.457936818,0.076838026,0.178542833,2018
s2lam003_190304,58.97160066,2.198653562,0.137955325,-0.099976867,0.92737638,0.794238859,3.658593418,0.920141706,0.987021838,0.964402488,0.007954866,0.213400166,0.543050186,0.049832113,0.203225027,2019
s2lam003_190406,57.67507778,2.188208836,0.108980614,0.086568326,0.859041787,1.078111216,3.472664796,0.930793077,0.988751375,0.96751814,0.005254696,0.321619482,0.587156976,0.102215205,0.230855864,2019
s2lam003_190413,58.00664241,2.238029165,0.070521032,0.142140897,0.847797106,1.193971485,3.163253482,0.941584085,0.988408926,0.971820133,0.00459652,0.230379217,0.577748836,0.11859689,0.255759257,2019
s2lam003_190510,58.23491355,2.169648244,0.172706692,-0.412631503,0.969592709,0.424325461,3.987879217,0.873051055,0.98836824,0.945727128,0.010365132,0.368430675,0.427662126,0.045804458,0.139341915,2019
s2lam003_190523,59.01587443,2.059816817,0.231359485,-0.142091667,0.923496031,0.763672698,3.636993041,0.888403298,0.985571933,0.953368408,0.008987052,0.417194995,0.442329711,0.051486102,0.160958634,2019
s2lam003_190601,60.25830315,1.551568766,0.470228046,0.095675196,0.81958716,1.163892265,3.178921024,0.890764505,0.971406767,0.951011996,0.006587681,0.194355484,0.454455305,0.039313139,0.256006698,2019
s2lam003_190610,59.84586627,2.205755308,0.109218633,0.379917365,0.71220845,1.689184333,2.631846503,0.961494737,0.983392885,0.979872968,0.003463568,0.201478054,0.447014779,0.083173895,0.408254885,2019
s2lam003_190623,57.24389518,2.294024733,0.02594284,0.044656461,0.873105436,1.002444923,3.209001816,0.945147729,0.989708768,0.972675926,0.004581334,0.121346936,0.48204443,0.114668017,0.256167678,2019
s2lam003_200522,59.1922058,2.248754154,0.07112198,0.45592509,0.607622306,1.719579029,3.607785011,0.96177927,0.985535802,0.97790402,0.003669957,0.537012148,0.373801982,0.076704208,0.36995152,2020
s2lam003_200616,57.7301728,2.249071745,0.065329264,0.270503109,0.787195542,1.450096948,2.522001584,0.956844135,0.984627042,0.978009993,0.00398881,0.348185975,0.385656697,0.089438669,0.390376321,2020
s2lam003_200702,62.07393222,2.00276371,0.312967917,0.090089837,0.845411957,1.130325909,4.27219866,0.927821129,0.971437906,0.966353692,0.00516013,0.299344427,0.4259165,0.031037901,0.297034885,2020
s2lam003_210417,61.0443077,2.067288944,0.252984832,0.177367927,0.766077084,1.163541757,4.035928629,0.930373354,0.979028162,0.967427168,0.0055542,0.354021653,0.373339858,0.029139604,0.258943727,2021
s2lam003_210502,70.63669065,1.804245009,0.438166284,-0.130269393,0.916906948,0.77161888,4.108323102,0.871758075,0.966967449,0.952006273,0.009947742,0.286203875,0.483584845,0.018300314,0.169005242,2021
s2lam003_210515,57.48712653,2.260954097,0.051501956,0.070897259,0.844622815,1.042623237,3.806777087,0.94392732,0.988976308,0.971764702,0.004958177,0.22922999,0.41030684,0.088080941,0.258047668,2021
s2lam003_210608,71.28237552,2.135699658,0.216154342,0.072411396,0.868613843,1.088873468,3.492077576,0.920532442,0.967201264,0.969506095,0.010291432,0.42858707,0.433409635,0.054719378,0.275298077,2021
s2lam003_210621,69.21997206,2.075874417,0.262197938,0.064618106,0.836990948,1.053443698,4.186978713,0.913574735,0.965257092,0.965335737,0.005259643,0.29185412,0.498844115,0.034851459,0.271896824,2021
s2lam005_180604,64.42566839,1.414605455,0.51943886,0.050000177,0.868459611,1.089850279,2.385991613,0.806179547,0.975297495,0.932216722,0.014340839,0.267241775,0.414504126,0.03757964,0.193972745,2018
s2lam005_180707,57.71165412,1.850586997,0.35937302,-0.503700236,0.955004695,0.457606708,2.337642189,0.841019328,0.980110264,0.931507076,0.009000603,0.278417384,0.393360762,0.044021031,0.175704986,2018
s2lam005_190304,58.54440886,2.212510403,0.097488744,-0.376869532,0.971454343,0.466609975,2.491076378,0.933648798,0.987163342,0.9678015,0.006111271,0.360986508,0.441177452,0.060344818,0.266670944,2019
s2lam005_210502,61.82199642,2.0767653,0.26317052,0.257903615,0.71382159,1.310467098,3.64726118,0.922334192,0.973860961,0.965074302,0.004790567,0.410757807,0.313627862,0.030226679,0.292404677,2021
s2lam005_210521,61.86938909,2.160767926,0.163945196,0.416398744,0.638835734,1.668471754,3.349902601,0.945612484,0.97639623,0.974993361,0.003838185,0.689978029,0.347131441,0.059131026,0.380874681,2021
s2lam005_210702,58.53429401,2.189630007,0.130692766,0.352700405,0.616261192,1.424327541,2.593167231,0.930079027,0.986567961,0.967542872,0.004886339,0.902119453,0.235650026,0.070617782,0.309483159,2021
s2lam006_180604,57.68840033,2.282338403,0.036877179,0.583633846,0.509759504,1.890722523,2.610331235,0.970660041,0.987521541,0.981802765,0.003297715,0.39888178,0.420748525,0.085077873,0.377987581,2018
s2lam006_180707,56.89850442,2.29566719,0.009795031,0.477766114,0.670883141,1.912814296,2.206555199,0.972932869,0.989700827,0.982989413,0.003024875,0.111836126,0.506137339,0.127786339,0.374306617,2018
s2lam006_190311,60.9879941,1.676273384,0.476102202,-0.190051846,0.823487518,0.622991391,3.939434453,0.793302868,0.982528689,0.920644075,0.019763417,0.389162856,0.433590874,0.028825958,0.103439157,2019
s2lam006_190324,57.15213162,2.240181324,0.109377101,-0.371553965,0.96723731,0.445716804,6.371116289,0.849394449,0.98973659,0.934564755,0.025042325,0.266597533,0.495116806,0.043518211,0.093245242,2019
s2lam006_190410,57.58990685,2.120995476,0.221986897,-0.470852065,0.959685479,0.395373945,3.355842693,0.881646938,0.987988031,0.948852335,0.009317371,0.400590974,0.426600743,0.054991529,0.165545648,2019
s2lam006_190421,60.88942605,1.908387437,0.284384552,-0.336963372,0.940164751,0.537097408,3.197912807,0.837683301,0.980219619,0.93687197,0.013257198,0.265052174,0.460498103,0.049369998,0.124166178,2019
s2lam006_190602,57.4914166,2.231324236,0.084637482,0.302508628,0.708227981,1.569190384,2.796646082,0.96171933,0.987543811,0.977905614,0.003819991,0.215663097,0.458557292,0.074474674,0.344299473,2019
s2lam006_190610,62.07947091,2.179561211,0.14661137,0.338743293,0.723463021,1.572417086,3.041884719,0.949500901,0.980532539,0.976861425,0.004097024,0.287922684,0.473935012,0.055798893,0.340737903,2019
s2lam006_200522,60.20923327,1.982818977,0.22901096,0.438928909,0.614403747,1.736364875,3.530028256,0.942326762,0.977817585,0.967563092,0.004184802,0.630611077,0.380337023,0.05882231,0.329862256,2020
s2lam006_200708,58.84916734,2.055704326,0.295580835,0.013201254,0.813820742,0.929104662,5.019219768,0.89565411,0.980512423,0.953239486,0.011554156,0.451667386,0.370454233,0.03802326,0.218788075,2020
s2lam006_210327,60.53603784,2.105904435,0.151100865,0.362114456,0.729080662,1.724512034,2.539813975,0.939620942,0.982615014,0.972285199,0.005078508,0.789366127,0.391052435,0.07027292,0.32198828,2021
s2lam006_210411,62.20237035,1.847743348,0.362218195,0.005764099,0.859084112,1.070043943,3.286308639,0.921093492,0.971067945,0.963877928,0.004965864,0.474594869,0.410486276,0.033549673,0.32158675,2021
s2lam006_210501,60.79329015,2.180594567,0.148894902,0.189828705,0.749852596,1.210555354,4.564986966,0.939002054,0.980054609,0.96931434,0.005427374,0.341570066,0.41016529,0.05024916,0.258272523,2021
s2lam006_210516,64.68367427,2.091099618,0.260991396,0.143648752,0.821928033,1.193626117,3.81660703,0.924369989,0.972339559,0.968577858,0.006036888,0.192973604,0.515537725,0.016223049,0.257631219,2021
s2lam006_210613,58.73728159,2.097353525,0.195341485,0.395694934,0.630814889,1.539144202,2.68116495,0.946654748,0.981485488,0.973248524,0.004831073,0.676727473,0.344754322,0.054525141,0.329546964,2021
s2lam006_210627,65.65568964,2.083298437,0.26143896,0.256477159,0.759372346,1.400943616,3.890387313,0.926995887,0.963351915,0.973381916,0.005331567,0.442855842,0.465678115,0.0422111,0.341752599,2021
s2lam007_180624,57.4015451,2.275860015,0.035057923,0.435646612,0.656391131,1.838781194,1.517575992,0.968808573,0.987291909,0.981329069,0.002562652,0.406178544,0.3971114,0.090583006,0.454735315,2018
s2lam007_180702,57.74329619,2.12200694,0.155091116,0.343029648,0.691952933,1.661250217,1.806893212,0.932989486,0.985710235,0.969789657,0.006668514,0.348940462,0.438269233,0.076309671,0.320194405,2018
s2lam007_180707,57.2230776,1.978746959,0.264453927,-0.564522495,0.981627887,0.313455994,2.322095393,0.863589998,0.985246563,0.941881618,0.008209207,0.341036545,0.469056835,0.059201902,0.16072384,2018
s2lam007_190304,59.88183887,2.200949952,0.115068656,-0.323189905,0.970922514,0.532668127,2.44588157,0.935126646,0.985581451,0.968896712,0.006830111,0.309953455,0.48478529,0.052832445,0.287193539,2019
s2lam007_190403,61.60276399,2.1651192,0.173454431,0.210620854,0.82136417,1.342370199,2.061659981,0.957424921,0.98253628,0.977848719,0.003452979,0.443675623,0.463577947,0.048724353,0.398071508,2019
s2lam007_190419,67.010141,1.961756409,0.33933645,-0.056656979,0.837520494,0.868595022,3.698427445,0.854535806,0.977502825,0.947169848,0.010984137,0.29569616,0.484458536,0.036539263,0.127411313,2019
s2lam007_190510,60.45583583,1.620775069,0.514406569,0.071602238,0.819349802,1.004440887,4.242337075,0.864617575,0.972636955,0.945414392,0.006667176,0.206883271,0.543666285,0.029298013,0.219353634,2019
s2lam007_190530,58.29480515,2.161174554,0.133225224,0.427629646,0.6264491,1.704555785,2.18117054,0.941180163,0.986870468,0.971623864,0.003647092,0.326149781,0.488806397,0.095603429,0.333436141,2019
s2lam007_190605,74.32966967,1.7990871,0.443837157,-0.104003765,0.922891924,0.779742931,3.300413996,0.754098699,0.982743879,0.919298768,0.134616744,0.25504135,0.47624645,0.062659452,0.047731969,2019
s2lam007_190614,57.32161492,2.263985947,0.056267643,0.413906468,0.65610041,1.783642778,1.595398982,0.949200242,0.988088803,0.975117833,0.003675066,0.529210507,0.324669172,0.094987124,0.371649546,2019
s2lam007_190627,59.74881692,2.186899203,0.140075634,0.39689178,0.690888548,1.730158409,2.118632682,0.95473154,0.977230394,0.976921537,0.003164983,0.456029851,0.417922956,0.080266253,0.486949809,2019
s2lam008_180612,61.53017973,1.524885912,0.449853517,0.33634829,0.689878729,1.57947422,2.769002425,0.868942123,0.971335289,0.950295888,0.006851718,0.340780433,0.446665432,0.047608031,0.33614669,2018
s2lam008_180707,57.69658029,2.058106487,0.179520408,-0.2363373,0.96031419,0.656129831,1.492363913,0.904050884,0.986347068,0.956444786,0.006252751,0.277035421,0.56145585,0.092021787,0.24826539,2018
s2lam008_190311,65.14788452,1.652908109,0.463765915,0.014945457,0.775106682,0.862318237,2.890246838,0.790029755,0.979486781,0.925364452,0.01859477,0.342761248,0.510201951,0.04144896,0.108035751,2019
s2lam008_190401,62.35315538,1.052624918,0.726225244,-0.502197629,0.979394647,0.37011579,2.700972778,0.676018951,0.98630811,0.880971494,0.03856623,0.437673757,0.411447217,0.021013708,0.046736071,2019
s2lam008_190422,72.13749291,1.981919852,0.323659096,0.152220496,0.697955611,1.098119567,4.038843457,0.910984207,0.960650352,0.967008749,0.00475649,0.340036621,0.507104756,0.028739246,0.361752369,2019
s2lam008_190528,65.37777101,2.229910403,0.11665758,0.255423138,0.728479413,1.278318165,3.471862644,0.944748683,0.977694123,0.975416254,0.004574507,0.358170383,0.523378033,0.066496081,0.356058674,2019
s2lam008_190611,57.53426734,2.128404955,0.21439989,-0.491283509,0.952914383,0.437415324,3.248594412,0.88540232,0.986513174,0.951213693,0.00866984,0.486802776,0.504692986,0.062398497,0.201052936,2019
s2lam008_200522,62.40222716,1.913074118,0.316792663,0.270128238,0.693868255,1.379302152,2.945822193,0.922503415,0.974224162,0.961000104,0.004619054,0.652762,0.388241636,0.036522353,0.37515311,2020
s2lam008_200616,57.93739958,2.171002618,0.123339697,0.480386654,0.579264668,1.809944179,2.52780152,0.960832064,0.983934335,0.97532515,0.003861726,0.738159845,0.382645527,0.08762943,0.427448124,2020
s2lam008_200702,57.72736134,1.855945309,0.325999086,0.201013889,0.764966801,1.388776063,2.201331745,0.94473135,0.981946124,0.968635666,0.003806005,0.235257704,0.434898276,0.063712622,0.364479019,2020
s2lam008_210322,62.89711752,1.92012748,0.358918799,0.172002117,0.793084724,1.253209887,3.962688248,0.884020787,0.97874353,0.953041996,0.009128638,0.343993587,0.445430678,0.028260227,0.190452245,2021
s2lam008_210403,60.11556603,2.029366427,0.257671626,0.115947048,0.771081635,1.177560347,3.015444312,0.934367327,0.976379183,0.96757629,0.004297779,0.699848664,0.401183251,0.050710205,0.368069642,2021
s2lam008_210418,65.73081584,1.727706608,0.484886918,-0.552671466,0.977037227,0.310917023,5.202745028,0.792118577,0.980607337,0.920760967,0.022370441,0.49315077,0.415541948,0.031290027,0.089622856,2021
s2lam009_180604,57.12572482,2.242417224,0.052967188,0.519780176,0.608711477,1.952853829,1.679464918,0.969216998,0.988494625,0.981290708,0.002593314,0.150320932,0.562891169,0.163102914,0.420174464,2018
s2lam009_180707,57.35774713,2.122036597,0.178466346,-0.508195216,0.975543056,0.384693883,1.860228767,0.875465977,0.987577322,0.94586174,0.008925534,0.23238026,0.455312068,0.070542553,0.21424367,2018
s2lam009_190312,57.30736497,2.217736728,0.084898246,-0.666607402,0.990940456,0.202879608,3.952805045,0.881050971,0.989044658,0.947257405,0.008160907,0.259506664,0.399297622,0.071050688,0.151698454,2019
s2lam009_190403,62.33557243,2.219488953,0.118079204,0.046428237,0.856653006,0.999085313,2.803997157,0.945203048,0.98409746,0.973906925,0.003904004,0.473392094,0.413127382,0.046476486,0.321236811,2019
s2lam010_180604,57.2433467,2.252903323,0.038584076,0.546881401,0.6022848,2.098261985,0.964536459,0.967484332,0.988661452,0.9811306,0.002376911,0.17835001,0.509135618,0.101850971,0.44246317,2018
s2lam010_180707,57.37486586,2.051169837,0.205205851,-0.327418904,0.957977272,0.559008124,1.741976879,0.901626485,0.987231464,0.955781663,0.005377194,0.154635855,0.441874163,0.066228184,0.220638304,2018
s2lam010_190311,64.4141314,1.338631517,0.645937503,-0.736215056,0.984296429,0.210195111,3.83112807,0.709395701,0.981552715,0.892604756,0.03656506,0.495421891,0.343427162,0.023477555,0.054769909,2019
s2lam010_190324,58.88628238,2.221116796,0.09911644,-0.295603628,0.950122446,0.567430672,4.099832623,0.881057801,0.986186318,0.948805123,0.010942207,0.163720865,0.465741575,0.031532419,0.150962593,2019
s2lam010_190406,57.78254276,1.772242333,0.46407245,-0.129824727,0.932092663,0.758134271,4.137855743,0.794036196,0.981049449,0.912622563,0.016339285,0.175656252,0.460068179,0.010824863,0.083078656,2019
s2lam010_190416,57.72020888,1.896019373,0.309952913,0.192773888,0.831819788,1.292420497,3.1290407,0.877820374,0.982549838,0.945608402,0.006181773,0.190633957,0.422954539,0.031251705,0.162017841,2019
s2lam010_200710,56.98940957,2.286937592,0.017593106,0.543431371,0.61430889,2.127369624,0.800045632,0.969967577,0.986090774,0.982408783,0.002391988,1.622435509,0.285094306,0.084674164,0.503203984,2020
s2lam010_210411,76.26178322,1.851766977,0.434773229,-0.038376153,0.888887325,0.917299319,3.637417199,0.869664268,0.9552021,0.96004053,0.014320768,0.264852906,0.507148806,0.03242282,0.245165521,2021
s2lam010_210430,61.31089781,2.025476123,0.277055993,0.235949053,0.706948173,1.339228483,3.083175378,0.925838027,0.978137853,0.967959699,0.004935616,0.258594697,0.413591101,0.034272124,0.311758987,2021
s2lam010_210517,58.8530012,1.847117025,0.373322631,-0.293234057,0.925738341,0.625561047,2.804021405,0.887253831,0.978607788,0.951226013,0.008309642,0.633461683,0.289863642,0.030775878,0.243855917,2021
s2lam010_210604,58.94851998,2.093076364,0.1962191,0.235420069,0.727687065,1.369902043,2.187393553,0.933252801,0.983011826,0.970431331,0.003985421,0.591323409,0.305308758,0.050730026,0.343507031,2021
s2lam010_210614,57.82234708,2.20061622,0.136889386,0.403876326,0.659654111,1.731007489,1.818781023,0.921388613,0.982052148,0.964897281,0.013268685,0.837089235,0.306943983,0.080845374,0.439402264,2021
s2lam010_210628,59.69293778,1.977362266,0.218265231,0.466097823,0.642454547,1.939113353,1.692882756,0.938487708,0.978509179,0.970421015,0.003297347,0.59209123,0.306590062,0.054062737,0.38883143,2021
s2lam011_180604,64.78007797,1.856335943,0.310179291,0.00907325,0.888432319,1.029801276,2.24546239,0.870732316,0.979864433,0.954595219,0.017379128,0.232082684,0.445829844,0.072309314,0.253490776,2018
s2lam011_180707,57.25956569,2.271192261,0.039553006,0.367479446,0.7073658,1.678382992,1.998675011,0.97297948,0.988468738,0.982812556,0.003096788,0.214603305,0.45543122,0.141157245,0.437865631,2018
s2lam011_190311,67.05432306,1.486142412,0.601703855,-0.068534982,0.685857375,0.580954205,4.589682867,0.752329959,0.977865195,0.909774975,0.024057892,0.323440533,0.429367075,0.026416314,0.087274016,2019
s2lam011_190324,58.70062177,2.236963801,0.077778634,0.05446895,0.884674329,1.029343683,3.506039987,0.951569139,0.987092091,0.974823635,0.004832489,0.192349431,0.544576421,0.081490067,0.291611503,2019
s2lam011_190407,61.25325465,1.701473869,0.403501591,0.30319606,0.686694399,1.363847863,3.121792393,0.850256047,0.983138179,0.944166471,0.010819505,0.315861451,0.462900423,0.053580981,0.192897685,2019
s2lam011_190416,58.45680379,1.885238826,0.381834282,0.154501286,0.687018717,1.013861785,4.221491924,0.839598493,0.986909522,0.935845864,0.01222555,0.427067416,0.434827836,0.045011907,0.133205276,2019
s2lam011_190510,57.15580297,2.244045158,0.051225945,0.389305281,0.728511207,1.722716556,1.565251267,0.965290365,0.988819947,0.980203415,0.003262015,0.14117326,0.546304589,0.167401104,0.40277226,2019
s2lam011_190520,58.69577242,2.042473842,0.224902181,-0.211705003,0.886427086,0.758569817,3.55046802,0.915411825,0.985757828,0.960108132,0.007616386,0.320848469,0.418126603,0.058360057,0.26063598,2019
s2lam011_190529,59.07746002,2.123809425,0.154754855,0.098529382,0.858997219,1.173200868,1.887299321,0.943620859,0.983251935,0.973338656,0.004032039,0.330556151,0.526074109,0.103607313,0.358493905,2019
s2lam011_190604,57.65618523,2.083727305,0.226983567,0.107730302,0.844803925,1.174231248,2.101250094,0.880372,0.987616595,0.952140479,0.008698264,0.329564224,0.473618403,0.071382454,0.174505292,2019
s2lam011_200522,57.61194266,2.260000804,0.052277407,0.522630436,0.603028175,1.981436002,1.734022919,0.964351147,0.988405835,0.980350524,0.003244269,0.380655541,0.397513558,0.137697987,0.419779485,2020
s2lam011_200624,57.69141073,2.233185945,0.089000588,0.312040319,0.666967915,1.500376266,1.876784631,0.962651745,0.986064784,0.977848161,0.003422402,0.760117567,0.373103124,0.084359631,0.426182261,2020
s2lam011_200710,59.08445788,2.155706444,0.135825493,0.497447275,0.60159196,1.902551406,1.895206388,0.959525186,0.983182916,0.979313504,0.00326074,0.43419897,0.449353152,0.111142846,0.451727303,2020
s2lam011_210326,61.45815619,2.055234484,0.229047844,0.256876874,0.735025127,1.472644434,2.827416915,0.927932208,0.975515477,0.969807276,0.005146477,0.39506321,0.439891771,0.06175523,0.355031969,2021
s2lam011_210409,62.45696096,2.088674221,0.200024859,0.294336007,0.74967846,1.551261317,2.318256939,0.94888019,0.974827208,0.976646822,0.003478284,0.877443493,0.365629062,0.057793468,0.428559146,2021
s2lam011_210424,59.90381379,1.937214745,0.31311444,0.248412276,0.777170267,1.326643465,2.701994074,0.914726954,0.981201631,0.962587395,0.005761146,0.288029644,0.396804734,0.049076142,0.25569859,2021
s2lam011_210508,68.81276974,1.923530533,0.345087101,-0.016699472,0.865419281,0.996633869,4.075596525,0.885440473,0.962168685,0.958347066,0.005996292,0.290241743,0.583347599,0.046345521,0.240631648,2021
s2lam011_210603,61.26964532,2.03146979,0.278724315,0.1543456,0.796593565,1.250118777,3.20419856,0.934137509,0.968434133,0.970261882,0.003828438,0.348998528,0.412795694,0.037388077,0.382513902,2021
s2lam011_210624,59.90182352,2.21425411,0.101495432,0.479602838,0.625182511,1.902357497,2.179768029,0.964461004,0.982520131,0.98003687,0.002991574,0.741673953,0.375920399,0.076498779,0.466690207,2021
s2lam012_180624,57.90542209,2.008501486,0.219793325,0.211210117,0.701051952,1.373181768,2.304897764,0.909900597,0.983472515,0.960233736,0.005871012,0.483641218,0.340028828,0.064233456,0.315486654,2018
s2lam012_180702,57.37555662,2.15871943,0.136331007,0.262977856,0.675489918,1.446669692,1.661019173,0.934964684,0.986224925,0.969547851,0.003890778,0.33508267,0.41282322,0.089265496,0.329351915,2018
s2lam012_180707,57.49723711,2.272708302,0.039446467,0.015871915,0.895526437,0.945437151,2.276272337,0.964561793,0.988898724,0.978522048,0.003103108,0.220607728,0.399254806,0.104229146,0.370988477,2018
s2lam012_190311,71.68372777,1.651582103,0.498195428,-0.523687164,0.97184285,0.37664914,3.33611522,0.781275918,0.970337436,0.923611816,0.024556286,0.374687498,0.435588019,0.036233084,0.095100137,2019
s2lam012_190326,63.87738332,1.889470808,0.363740367,-0.181583649,0.918567424,0.731075908,3.1393764,0.895107542,0.980826181,0.955996005,0.007078375,0.363124767,0.417023351,0.031535696,0.232826269,2019
s2lam012_190402,60.24600512,2.139531186,0.161150391,-0.024248797,0.912664811,0.896627303,2.793527485,0.951858477,0.981808492,0.97397858,0.004201666,0.447678407,0.413176108,0.041800756,0.35311843,2019
s2lam012_190419,80.32976681,1.690511636,0.478292158,-0.175586584,0.898626555,0.792401546,3.116582966,0.764005485,0.970266178,0.887641582,0.051564433,0.149088065,0.470681435,0.046920887,0.052391512,2019
