site,ACI,ADI,AEI,NDSI,NDSI_A,NDSI_B,BI,H,Ht,Hs,M,R,sfm,rugo,zcr_mean,YYYY
s2lam065_210624,64.83049577,2.028083861,0.291573792,0.124253402,0.789490493,1.26943231,3.637361393,0.925420414,0.961551294,0.968190399,0.003164785,1.388277221,0.372795375,0.041446021,0.42221672,2021
s2lam066_190625,57.45743002,2.267184533,0.044907368,-0.1023435,0.910818711,0.765260682,2.368469698,0.959867153,0.988690194,0.978118953,0.002858589,0.230047809,0.482546545,0.115864887,0.351700586,2019
s2lam066_200520,57.30617071,2.187764074,0.160959695,0.022035928,0.874361148,1.074918768,1.878504506,0.915379245,0.988168243,0.962147062,0.004922664,0.219400978,0.354747812,0.072888,0.240831388,2020
s2lam066_200622,58.76030669,2.09016316,0.181911539,0.314461584,0.700959525,1.553408213,2.143186388,0.93516156,0.97983204,0.96708581,0.00574197,0.480816107,0.469264358,0.100301706,0.48020779,2020
s2lam066_200707,59.27272772,2.090497071,0.172402139,0.238697634,0.757736364,1.453534694,1.716530069,0.944525629,0.980992901,0.972888018,0.003348506,0.934153344,0.347816739,0.06256979,0.420619364,2020
s2lam066_210323,74.26690274,1.633777189,0.490575332,0.030310764,0.796729852,0.965853488,3.538007589,0.822706235,0.952858074,0.937802438,0.012377144,0.661213904,0.437721499,0.024228447,0.224932753,2021
s2lam066_210411,64.55131416,1.906202922,0.325106105,0.112437197,0.792569053,1.314496478,2.631763,0.896820074,0.974128031,0.953949158,0.005622343,0.573714143,0.37429923,0.045257411,0.31360847,2021
s2lam066_210430,58.42415432,2.221452955,0.091666756,0.05446925,0.810268267,1.219235347,2.017318014,0.949727048,0.984898974,0.972677626,0.003502894,0.969462492,0.371525904,0.064585728,0.375436795,2021
s2lam066_210527,59.2953019,2.034787649,0.209602147,0.45043878,0.617848041,1.778134573,2.092815723,0.938465308,0.980410176,0.969969796,0.005267597,0.684339448,0.396986323,0.055003919,0.421139279,2021
s2lam067_190625,57.17253517,2.257394638,0.054741904,0.417587502,0.638479959,1.818374078,1.303529042,0.967246975,0.988400008,0.980856157,0.003048646,0.858090974,0.429013744,0.113295908,0.444902726,2019
s2lam067_200520,71.01253502,1.68995749,0.464961948,-0.120055593,0.897464516,0.823985434,3.900532013,0.850177242,0.964965738,0.947174327,0.0098179,0.265761588,0.460628005,0.034234958,0.196959822,2020
s2lam067_210425,59.00486214,2.151226292,0.169075995,0.246405103,0.712133989,1.490464605,2.562164755,0.945533968,0.983991994,0.975142886,0.004729752,0.793200065,0.465032066,0.098114068,0.369536591,2021
s2lam067_210509,66.86325123,2.052456685,0.249645057,0.323476332,0.657246412,1.471553939,3.24945964,0.923922815,0.970698246,0.965485779,0.005257517,0.61375796,0.455039489,0.039672726,0.368463146,2021
s2lam067_210604,77.83631651,2.003960823,0.300759665,0.113877623,0.761952491,1.212559034,3.422965469,0.887212399,0.954791935,0.961576968,0.010210836,1.036724317,0.451408125,0.055026094,0.338025409,2021
s2lam067_210614,58.65075547,2.109571388,0.15127844,0.438383516,0.603658834,1.785205878,1.717265905,0.944493872,0.982263952,0.972504335,0.004030797,1.810317837,0.298176046,0.068199402,0.442470574,2021
s2lam067_210628,57.86417401,2.238455756,0.069588972,0.550608283,0.520710742,1.947919162,1.762755733,0.947622913,0.986781247,0.975246887,0.004406308,2.106918031,0.253801872,0.092005783,0.482781301,2021
s2lam067_210630,59.56206414,1.950768,0.444534,0.095778847,0.904825939,1.096511755,2.14324591,0.93969961,0.971957156,0.977674505,0.003640488,1.629985526,0.237451271,0.014152129,0.481401042,2021
s2lam068_190625,57.53745538,2.189211225,0.116235325,0.247394663,0.759455088,1.423994988,1.852158398,0.958483875,0.985045657,0.976559066,0.002539271,0.464102615,0.440725443,0.08061857,0.403688463,2019
s2lam068_200520,62.9802032,1.861523685,0.360536414,-0.144468617,0.873514822,0.795677665,3.76572385,0.869741377,0.981919966,0.953223952,0.016952337,0.39680559,0.415188864,0.030033459,0.185389859,2020
s2lam068_200622,57.00213868,2.298692475,0.013947086,0.587322258,0.534384238,2.055049332,1.477104093,0.968410686,0.987036491,0.979805436,0.002867444,2.179898924,0.345194437,0.102346229,0.492045304,2020
s2lam068_200708,67.49615384,1.622441829,0.434683343,0.235331162,0.640464857,1.368404834,3.437002801,0.871533739,0.962656542,0.951360509,0.008797912,0.387817019,0.473386456,0.042481667,0.410173213,2020
s2lam068_210328,67.06632841,2.026010213,0.282963144,0.267992174,0.748951231,1.434974066,3.695177058,0.915697736,0.962908175,0.966746016,0.003609333,0.380672588,0.50606902,0.026615904,0.357132763,2021
s2lam068_210409,68.43888065,1.819087523,0.407265446,0.04994332,0.843790476,1.104938133,3.589341066,0.894629206,0.964562895,0.959268936,0.005970448,0.607561805,0.407354896,0.026470158,0.299135316,2021
s2lam068_210501,60.17095708,2.270771937,0.060604517,0.129490241,0.773492636,1.042700408,4.224225401,0.938084511,0.985576306,0.969959594,0.004817723,0.91581474,0.474081053,0.050579815,0.256172646,2021
s2lam068_210514,58.05702393,2.257890145,0.069561457,0.416926958,0.573708547,1.663438405,2.713696079,0.954990703,0.985215088,0.97464594,0.003144664,1.509536945,0.349251737,0.073554051,0.416611693,2021
s2lam068_210604,60.79444304,2.17379525,0.143215176,0.517488073,0.484341437,1.38754486,2.746584402,0.940376718,0.982569884,0.971150405,0.003877636,0.706395299,0.337932626,0.059335948,0.372231964,2021
s2lam068_210614,67.25656718,2.174804715,0.153348127,0.455175848,0.596318234,1.712260757,3.366988826,0.946036204,0.977979367,0.972877172,0.00339363,0.971305944,0.380063044,0.053450751,0.433678332,2021
s2lam068_210628,59.53301167,2.096930533,0.162551995,0.506725117,0.559556951,1.877021988,2.016455983,0.945437859,0.980455554,0.972757895,0.003430525,0.408554377,0.369589414,0.069761497,0.474097521,2021
s2lam069_190625,57.42626051,2.210373299,0.093022151,0.338593091,0.706752937,1.682042433,1.425777271,0.968589775,0.987976761,0.980735042,0.003012227,0.19894756,0.498192614,0.125688342,0.448112472,2019
s2lam069_210425,86.6899724,2.027887648,0.327849767,0.39703066,0.715373613,1.71941617,3.545516942,0.845674149,0.951837725,0.962920589,0.047948487,0.294786565,0.654200363,0.064253273,0.141439815,2021
s2lam069_210509,60.04779492,2.101633215,0.222227626,0.470242345,0.560828432,1.634497784,2.942936927,0.929540428,0.973337089,0.971572985,0.005956286,0.34872731,0.502402535,0.037088861,0.307655414,2021
s2lam069_210525,59.96232803,2.225551778,0.095694481,0.427602399,0.614565486,1.793022448,2.190582957,0.956948481,0.981497037,0.979129533,0.003785355,1.280898308,0.348193715,0.04607144,0.413195724,2021
s2lam069_210602,65.01737965,2.104304766,0.242627404,0.345439623,0.665757719,1.501448992,3.220104073,0.929912742,0.969825731,0.972278106,0.005760472,0.824174559,0.359485191,0.045871125,0.336067845,2021
s2lam069_210621,72.41790985,2.20404467,0.174479496,0.439287897,0.633356787,1.711681735,3.181976237,0.92835242,0.965800733,0.976245937,0.01544591,0.354594808,0.500110315,0.063613745,0.31877156,2021
s2lam070_200508,62.5700079,2.113859119,0.168502553,0.360237433,0.64386807,1.676457615,2.806891531,0.951230593,0.977105635,0.975054435,0.003519812,0.471017328,0.414720948,0.049886613,0.398310734,2020
s2lam070_200617,61.03265667,2.091958396,0.173884184,0.472000079,0.563224116,1.736154656,2.025524546,0.952779938,0.980730679,0.976710578,0.00325128,0.987645788,0.378669369,0.04904309,0.430507817,2020
s2lam070_200710,57.19069856,2.270326814,0.03174419,0.543543773,0.590593272,2.133903657,0.873061452,0.974461282,0.98856064,0.983701521,0.002470656,0.842307429,0.406383172,0.128236695,0.48845473,2020
s2lam070_210328,59.07262275,2.145645728,0.148959809,0.319573911,0.717079221,1.654202648,1.777592857,0.958022662,0.981356249,0.977721715,0.002930845,1.19632853,0.397919449,0.066078376,0.442852358,2021
s2lam070_210413,56.94966061,2.279584979,0.031784254,0.376341536,0.72347148,1.75315565,1.190075671,0.964651891,0.989415005,0.980445189,0.002732208,0.416668813,0.407615844,0.138554603,0.391866368,2021
s2lam070_210501,57.99753543,2.260978831,0.070464068,-0.292720857,0.913337214,0.535740102,3.472662219,0.934489961,0.988393248,0.966940866,0.004820043,0.450576219,0.372795142,0.068023782,0.24785247,2021
s2lam070_210514,58.78282091,2.012617579,0.231041369,0.188846576,0.738958003,1.444787728,2.382602401,0.926675964,0.984666074,0.965087655,0.005546896,0.508182444,0.403697559,0.071462282,0.342512373,2021
s2lam070_210527,57.56013208,2.25338599,0.054124155,0.251618452,0.719929454,1.550352932,1.608692384,0.954858885,0.987592096,0.975713107,0.003376873,0.52304699,0.407692136,0.079792328,0.386217642,2021
s2lam070_210608,75.844842,1.895057438,0.383411895,0.014085962,0.871765097,1.000565339,4.049193517,0.869929094,0.965393188,0.952912826,0.013219456,0.296397275,0.504392521,0.035347504,0.222024073,2021
s2lam071_190625,57.70077873,2.282413547,0.032732866,0.481398759,0.616829353,1.897411337,1.632482971,0.975194649,0.988104229,0.984292006,0.002419472,0.486584094,0.423852426,0.10451409,0.464981335,2019
s2lam071_200508,63.6631646,2.247018026,0.095645625,0.502453699,0.538872992,1.80278588,2.936624068,0.960739985,0.977382275,0.978203885,0.003212954,1.606910434,0.386089406,0.05673752,0.464539245,2020
s2lam071_200603,61.80492231,2.103666288,0.218515037,0.443026017,0.638106769,1.76830834,2.854300376,0.940127898,0.975657725,0.971765295,0.003844291,0.315799996,0.493586772,0.036546138,0.370540519,2020
s2lam071_200622,56.95944507,2.297167889,0.022661151,0.600918312,0.51885604,2.091201677,1.240077484,0.96915833,0.988427215,0.981616849,0.002857585,1.621736155,0.35563843,0.109130004,0.464743921,2020
s2lam071_210405,75.29650177,1.892681492,0.39582029,0.255823918,0.715869803,1.258028805,3.905547527,0.873842134,0.953910199,0.960703447,0.011490187,0.561558154,0.488216239,0.035263854,0.282108325,2021
s2lam071_210416,64.89691294,1.921956376,0.33846475,0.078645017,0.800327476,1.109865833,3.643654599,0.926330169,0.966035564,0.968073446,0.004044355,0.96946894,0.429691477,0.026845106,0.37715928,2021
s2lam071_210502,72.97774915,1.801665412,0.451893187,-0.049603856,0.874010165,0.850646499,4.33767867,0.855431113,0.960159282,0.954017995,0.017384478,0.349732991,0.465943922,0.038429566,0.165395284,2021
s2lam071_210521,63.71281935,2.055726469,0.254329408,0.373783996,0.653577771,1.563114609,3.186993171,0.927330376,0.967159983,0.969892651,0.004953344,0.954796159,0.387008673,0.035062176,0.390595455,2021
s2lam071_210621,58.73342037,2.207453499,0.091313354,0.406308025,0.655355794,1.825848495,1.501981899,0.961219621,0.985503855,0.977854655,0.002929356,0.576827543,0.344808174,0.073510061,0.4251702,2021
s2lam072_190625,57.08236304,2.285696373,0.032768378,0.357916433,0.68155866,1.740200596,1.108853078,0.970644927,0.98907636,0.982410464,0.002184088,0.109446279,0.56720221,0.140947307,0.44304077,2019
s2lam072_210426,62.12969553,2.053508018,0.242119847,0.476602453,0.627681933,1.908371391,2.678961644,0.938451721,0.969429654,0.971936115,0.003161841,0.713760449,0.378220209,0.030466401,0.400219059,2021
s2lam072_210514,64.46854701,2.071166399,0.247112832,0.309307804,0.66095129,1.547108941,3.431304674,0.920895266,0.973203761,0.965496813,0.005521025,0.585741098,0.405680655,0.026666537,0.323175244,2021
s2lam072_210528,72.30234703,1.90003908,0.401473231,-0.325050229,0.92127424,0.586075358,4.599028523,0.831270657,0.972130273,0.943003055,0.028289721,0.296855024,0.474372587,0.044718207,0.113352733,2021
s2lam072_210609,57.97304754,2.174042649,0.132420201,0.364549285,0.63152341,1.556571828,2.396869804,0.933704724,0.980599479,0.969228536,0.004915962,0.945769358,0.397609259,0.071302879,0.446448378,2021
s2lam072_210624,64.12114664,1.935798789,0.288866916,0.300364592,0.722644206,1.575296261,2.812050641,0.930978601,0.968758332,0.974198241,0.003658517,0.811132334,0.391256442,0.045211373,0.390781205,2021
s2lam073_190625,61.84786849,1.966730142,0.259940703,0.436953647,0.627775055,1.768049155,2.683421509,0.922816755,0.978200801,0.969111461,0.005523967,0.876193697,0.550269848,0.081832236,0.396464307,2019
s2lam073_200506,56.97865216,2.286140107,0.025699998,0.487071568,0.597628759,1.927511909,1.122640353,0.953321302,0.989370821,0.978854656,0.003594053,2.35319178,0.264482329,0.111659725,0.497576762,2020
s2lam073_200603,60.19069688,2.101886825,0.190588914,0.575392275,0.466747299,1.531349027,3.120063473,0.923797405,0.979567246,0.968645763,0.005925164,0.752653,0.487248556,0.065559576,0.377880745,2020
s2lam073_200622,57.47304486,2.257145251,0.046241504,0.487124953,0.582664863,1.98093115,1.268018281,0.960891979,0.9880024,0.979836155,0.00308508,1.926414826,0.365790603,0.141628164,0.484177109,2020
s2lam073_210411,63.01430606,2.005061906,0.248750024,0.268937269,0.689665247,1.37865058,2.401197745,0.919555751,0.977549741,0.965297259,0.004916471,0.905650193,0.371123914,0.062625464,0.349183586,2021
s2lam073_210430,94.31763791,1.947451862,0.412302057,-0.188824334,0.907491334,0.67332551,5.941074951,0.833934608,0.948746441,0.949584758,0.036030854,0.549633784,0.481839962,0.039094128,0.200798906,2021
s2lam073_210609,59.95555373,1.78953194,0.381793503,-0.131839698,0.874295796,0.843626133,2.796391097,0.84731843,0.983279249,0.939612104,0.012352489,0.516306696,0.368464374,0.055511844,0.198375351,2021
s2lam073_210624,59.07940001,2.065181781,0.184570996,0.222094207,0.762339501,1.411505238,1.798501091,0.937607744,0.98319854,0.971171638,0.00420274,0.391293217,0.500183303,0.083590271,0.390859309,2021
s2lam074_190625,57.09439297,2.288341452,0.018960454,0.247190369,0.747950992,1.588359372,1.062012841,0.965788649,0.989309466,0.980597884,0.002901679,0.880667531,0.436018062,0.135194503,0.434180999,2019
s2lam074_200507,58.00545039,2.270744858,0.046269881,0.522210591,0.592987885,1.970209096,1.135277092,0.952155287,0.989479652,0.98056952,0.003229248,2.058809678,0.320404106,0.132082999,0.512875286,2020
s2lam074_200603,60.37428195,2.03858022,0.207424612,0.332459001,0.667172518,1.665093842,2.284614747,0.934644329,0.978624633,0.971299811,0.003922185,1.159584986,0.446992045,0.090092952,0.40007895,2020
s2lam074_200624,57.29957765,2.262270758,0.051868397,0.390846248,0.654513578,1.894108956,1.233491788,0.956143142,0.988277642,0.977581604,0.00355895,1.986365988,0.35768627,0.117669467,0.449890528,2020
s2lam074_210329,62.4936652,2.132900012,0.183492664,0.12688567,0.792871066,1.23157453,2.76146242,0.927125846,0.978680343,0.967414362,0.00479103,1.412749093,0.379970764,0.041990321,0.355403672,2021
s2lam074_210417,63.33498352,2.131208676,0.194838194,0.365487338,0.708691759,1.687403165,2.568887057,0.921311172,0.967552223,0.970964541,0.004158602,1.241157075,0.446966397,0.061114351,0.37020292,2021
s2lam074_210502,73.00788391,2.017344744,0.338979577,0.359013421,0.610234863,1.27403341,5.330145148,0.887905003,0.96885048,0.960969111,0.010443956,0.443104599,0.522124847,0.025123665,0.235635888,2021
s2lam074_210514,70.27136477,1.963249719,0.328717307,-0.069690403,0.858981007,0.980549948,3.432882594,0.892579828,0.966570085,0.958861908,0.006984058,1.262364852,0.408813226,0.029882988,0.361129759,2021
s2lam074_210528,66.36186646,1.58587133,0.516544578,-0.537120547,0.974325498,0.30879885,4.253696968,0.763132557,0.975230861,0.911639654,0.028141741,0.373285898,0.397394976,0.031730758,0.082838502,2021
s2lam074_210615,68.60787328,1.808715182,0.412873195,0.078917244,0.784380576,1.08503799,3.666984116,0.872825127,0.952262654,0.955475332,0.009469213,0.877554724,0.496123662,0.035223535,0.321901849,2021
s2lam075_190625,59.43749971,2.05918909,0.207291731,0.271389821,0.716000591,1.551725613,1.91294478,0.940887514,0.981032406,0.970915689,0.00411123,1.106106936,0.409555223,0.076741505,0.402302713,2019
s2lam075_210410,62.72690123,2.065013395,0.214294493,0.244697797,0.749273359,1.456729841,2.683215398,0.918237631,0.973142869,0.96518959,0.003857168,1.651497627,0.387190071,0.080498706,0.422921448,2021
s2lam075_210426,57.40270685,2.167067311,0.134003905,0.103444507,0.838642448,1.248133383,1.077923903,0.930808882,0.985644011,0.966792444,0.003565623,1.296367474,0.344970213,0.080322591,0.36326093,2021
s2lam075_210514,62.34612331,2.184796371,0.1308139,0.686375008,0.393401803,2.069305609,3.160212156,0.937510156,0.98434619,0.972881623,0.003906002,1.914513914,0.369484899,0.053247176,0.462642088,2021
s2lam075_210716,57.16956241,2.269405329,0.033387806,0.549982449,0.552783621,2.020066682,1.284542896,0.960319219,0.986671926,0.978885775,0.00392673,1.691312651,0.346280721,0.113691041,0.553353076,2021
s2lam076_190625,58.41796773,2.285790594,0.028834387,-0.449807127,0.977496307,0.387096494,4.077261507,0.935603577,0.989202154,0.967747189,0.004350497,0.270605827,0.550444468,0.079203356,0.231704545,2019
s2lam076_200522,60.48564662,2.022339548,0.227113121,0.508775547,0.549010129,1.855855455,2.733829996,0.92551474,0.984373702,0.96682639,0.004948351,0.44597087,0.390350394,0.050053179,0.324561918,2020
s2lam076_200622,57.60161723,2.228390565,0.072927519,0.485300792,0.593392172,1.918139012,1.529497729,0.963409027,0.9851043,0.978779941,0.002855813,1.686870651,0.339657144,0.095249295,0.509032304,2020
s2lam076_200707,77.74112178,1.554463804,0.583152059,-0.200984111,0.928970759,0.684998188,6.204577939,0.764473573,0.973178366,0.927713487,0.032283254,0.210667988,0.478132119,0.02099246,0.078546085,2020
s2lam076_210323,75.80533859,1.83945486,0.437060923,0.014215918,0.858039456,0.983865369,4.736226408,0.848601529,0.952470492,0.953037719,0.009897725,0.357186045,0.464459945,0.022282789,0.246251054,2021
s2lam076_210411,61.78212054,1.670811051,0.389475095,0.211961475,0.728967493,1.426371246,2.23340831,0.884053502,0.970000172,0.950695896,0.004859893,0.410590152,0.469037375,0.065952217,0.316018677,2021
s2lam076_210507,65.58841179,2.060928326,0.258253868,0.284241919,0.715944212,1.48252296,2.855642832,0.922549069,0.972267838,0.968334992,0.00584921,0.470233981,0.451727561,0.044024908,0.33996612,2021
s2lam076_210521,59.60931673,2.017823409,0.253282834,0.276540458,0.695176091,1.49651319,2.318807945,0.933195637,0.978638689,0.967464508,0.00362059,0.922563255,0.341196699,0.057905304,0.38680539,2021
s2lam076_210604,58.18369433,2.240845948,0.076865519,0.587084563,0.492921618,2.030906065,2.209628367,0.954288021,0.985027283,0.976229097,0.003337638,0.870620927,0.383682261,0.085512419,0.450515964,2021
s2lam076_210614,58.18991339,2.230637942,0.092524724,0.591483929,0.476558727,1.903253078,3.028076188,0.953471344,0.9833475,0.97446674,0.003247413,1.496173106,0.347482616,0.089507389,0.451088753,2021
s2lam077_190627,57.92580318,2.229005409,0.120205607,-0.139457729,0.881648308,0.799606046,3.107792489,0.916700914,0.988286348,0.963113692,0.00520631,0.408998987,0.421259426,0.076892264,0.225916738,2019
s2lam077_210430,69.1581876,1.933615256,0.329420574,0.168490362,0.800093101,1.234080143,3.52401213,0.891489271,0.960680552,0.96299256,0.007272022,0.292294006,0.440018975,0.039537095,0.29081611,2021
s2lam077_210609,60.10905273,2.158266955,0.207668327,0.067174966,0.786737681,0.985057563,5.587217843,0.899390556,0.983491012,0.958786932,0.009562678,0.535471299,0.423106691,0.060118102,0.25285582,2021
s2lam078_200522,57.70005806,2.175796544,0.100085195,0.491599067,0.59187817,1.958758779,1.660612654,0.965115885,0.985831418,0.97961297,0.003332242,0.709691444,0.392506621,0.091755227,0.460835696,2020
s2lam078_210425,68.86917693,2.014730882,0.309988182,0.389535326,0.655906306,1.574121248,3.094804023,0.91087244,0.958318395,0.969149913,0.007280705,0.512684534,0.493333465,0.043511345,0.345242764,2021
s2lam078_210514,67.59127431,2.023861936,0.294117005,0.234072643,0.708178381,1.358236569,3.995858546,0.919762441,0.968671524,0.965339965,0.007065624,0.503144596,0.411164008,0.031369261,0.316747562,2021
s2lam078_210530,64.49304727,1.999052534,0.274853414,0.472412666,0.526015479,1.548967754,3.078716644,0.925583656,0.96733835,0.966104284,0.004333704,1.423076333,0.353203907,0.046510465,0.40812473,2021
s2lam078_210609,58.12060135,2.280478977,0.057238343,0.738075258,0.314044809,1.800133377,3.138288762,0.94090164,0.984224222,0.971591484,0.008502882,0.789689053,0.447139564,0.082006751,0.474461575,2021
s2lam078_210623,61.8497407,2.141014814,0.176972286,0.195664026,0.75531935,1.345076139,2.853143986,0.940317214,0.980247423,0.973065595,0.004827001,1.063015107,0.359141091,0.049982951,0.365672428,2021
s2lam079_200510,63.48591444,2.031676265,0.229013747,0.482101812,0.56464178,1.826058565,2.781152,0.941149137,0.974286352,0.969122528,0.004752757,1.723822949,0.326079059,0.056348392,0.423025412,2020
s2lam079_210407,57.77511073,1.811616061,0.312550858,0.278327184,0.729116343,1.533700618,1.622389668,0.876519892,0.98440884,0.946108103,0.007616896,0.240917304,0.352717872,0.06235079,0.207870483,2021
s2lam079_210502,63.80475772,2.052989848,0.237011952,0.41385354,0.585549467,1.494600727,4.083480412,0.898144005,0.98151035,0.958683278,0.008165919,0.29100551,0.453868312,0.035419332,0.234045605,2021
s2lam079_210530,59.54691634,2.249503523,0.083905557,0.455049822,0.548570688,1.463877517,4.009986995,0.957504452,0.985228445,0.97581617,0.003992625,0.603549334,0.426194541,0.067779053,0.345918714,2021
s2lam079_210609,58.45568308,2.159650195,0.147778665,0.53575035,0.566347299,1.960423044,2.160931147,0.951974356,0.982618905,0.975131264,0.00413663,0.456050829,0.377560501,0.068728639,0.434717067,2021
s2lam079_210622,58.17110252,1.925453622,0.263174691,0.131284008,0.723919811,1.360793955,1.923375142,0.915949703,0.98390865,0.962619379,0.005610495,0.364435593,0.487284851,0.073006995,0.316596788,2021
s2lam080_210404,62.81114544,2.034691764,0.257297048,-0.109292102,0.850011598,0.77903348,3.098290908,0.89766129,0.979625443,0.958970333,0.006172634,0.343466767,0.468403355,0.06031429,0.218424985,2021
s2lam080_210418,73.0989891,1.682354522,0.489393435,-0.220689643,0.920432939,0.725514388,4.180500126,0.801382187,0.960527042,0.932952615,0.023539892,0.370575412,0.440299426,0.026774127,0.157364629,2021
s2lam080_210516,67.1314789,1.716408267,0.456613423,-0.05117415,0.858884657,0.876601989,4.614681003,0.869061526,0.951136014,0.954246193,0.014256179,0.31756976,0.524178229,0.038925395,0.206019889,2021
s2lam080_210530,66.79805218,1.932161092,0.336977143,0.272128045,0.63887349,1.110338541,4.452382053,0.904741912,0.958992035,0.961366337,0.004344458,0.393644094,0.423936381,0.032918718,0.352267866,2021
s2lam080_210609,61.33987545,2.016407672,0.25435104,0.303972315,0.710672135,1.592984852,2.099013011,0.938611901,0.975603088,0.972090497,0.004829128,0.508193928,0.419310793,0.049174657,0.409609536,2021
s2lam080_210627,62.93834306,2.115570726,0.231678089,0.218269817,0.732797118,1.390055548,3.645321761,0.93366733,0.970612037,0.968788905,0.004258516,0.381379604,0.456219629,0.057088003,0.449240191,2021
s2lam081_200512,58.84428147,1.958648239,0.261675983,0.224292353,0.704595375,1.232006934,2.638193835,0.922795844,0.979236222,0.960733345,0.004151439,0.381925073,0.348675981,0.046973924,0.319181141,2020
s2lam081_200622,58.78262561,2.129669143,0.142459194,0.373450238,0.684576446,1.752443559,1.522562888,0.954351113,0.980236532,0.973188261,0.003138651,1.848142438,0.347388075,0.065116274,0.479480538,2020
s2lam081_200707,58.74976125,2.093155023,0.202358885,0.409526584,0.60372387,1.572350106,2.521011554,0.941396249,0.979706868,0.968973121,0.009649029,1.009608687,0.371309644,0.077223695,0.491414359,2020
s2lam081_210328,62.8566549,2.083149813,0.227562671,0.381900672,0.712725842,1.73292681,2.2715611,0.933268978,0.968251445,0.9761395,0.003736,0.389489147,0.456292518,0.037214248,0.365826779,2021
s2lam082_200512,70.98426868,1.789229344,0.439293141,-0.297623675,0.931359409,0.578642588,5.002591348,0.825319364,0.975668086,0.936196967,0.023566352,0.393451865,0.440228599,0.031431435,0.125629943,2020
s2lam082_200622,60.54123547,2.157488984,0.143381641,0.55949008,0.552516009,1.954855392,1.945612044,0.957151849,0.981802175,0.978096912,0.002633084,1.051706148,0.407879593,0.092164775,0.468771266,2020
s2lam082_200707,65.38776686,1.545843397,0.554304473,0.047568908,0.833940443,1.065072153,3.644042466,0.874776382,0.954934911,0.947080311,0.005545554,0.751536182,0.402548982,0.019031409,0.32006605,2020
s2lam082_210323,77.91784031,1.628862002,0.4825853,0.15062084,0.813768062,1.273108396,3.785025408,0.818787982,0.947627501,0.94722314,0.027699563,0.9516867,0.511961723,0.050314488,0.222365584,2021
s2lam082_210417,68.87112556,1.321018259,0.652892259,-0.584243431,0.984271954,0.276855181,4.458210171,0.736749658,0.976328781,0.91374056,0.02989114,0.336637303,0.398730254,0.021008592,0.084367216,2021
s2lam082_210508,58.71902968,2.211489282,0.099207406,0.421109887,0.648445442,1.816126864,1.692733603,0.948987272,0.985636243,0.974131208,0.003215134,1.158014522,0.403545981,0.066348103,0.403771797,2021
s2lam082_210521,60.01214295,2.026821423,0.218895679,0.390040542,0.633484908,1.598928034,3.265416124,0.930583385,0.97994934,0.965783545,0.004123117,1.628377694,0.346513966,0.07448919,0.38703609,2021
s2lam082_210530,60.40118372,2.190639888,0.135101433,0.298578193,0.756301433,1.471500549,4.269545391,0.93615214,0.976655269,0.971532128,0.005166949,1.916945224,0.500362592,0.073637634,0.30942784,2021
s2lam082_210609,57.3601286,2.189383495,0.111930214,0.507922161,0.582688882,1.899078991,1.832834293,0.958601982,0.986912033,0.978067246,0.003292072,1.66556216,0.368805239,0.106688028,0.451359081,2021
s2lam082_210623,60.05625068,1.968176688,0.273969971,0.233784802,0.718900221,1.343114536,2.485939281,0.922466843,0.980608398,0.966830687,0.00449382,0.43990261,0.48508045,0.063915274,0.344483774,2021
s2lam083_200512,60.63677488,2.136670994,0.218291906,0.299300331,0.583532492,1.104729924,4.873121704,0.909708995,0.979857258,0.958369837,0.005569634,0.253612103,0.440955965,0.038219827,0.236010011,2020
s2lam083_200622,58.24596799,2.199521396,0.104242016,0.468391694,0.596722783,1.767872104,1.803954686,0.953003816,0.981910848,0.975130119,0.004422605,1.904382781,0.336474009,0.08514211,0.513957797,2020
s2lam083_200707,70.90715666,1.843100358,0.423062859,0.144269645,0.787302712,1.171338288,4.934292123,0.910714819,0.952076117,0.962007544,0.003563451,0.467885434,0.455562149,0.01676361,0.378804134,2020
s2lam083_210323,72.19983824,1.993807263,0.283764843,0.23859326,0.733193181,1.325058545,4.171715834,0.898576188,0.972024927,0.961280023,0.008727972,0.531196016,0.411985577,0.033515816,0.286634425,2021
s2lam083_210410,59.65708835,2.155966497,0.146210968,0.394796409,0.681105977,1.719039086,1.985534211,0.951917074,0.981878368,0.976490394,0.003162175,1.406628678,0.390999401,0.073429631,0.420344507,2021
s2lam083_210507,67.68763571,2.032662464,0.244816425,0.493443908,0.521306275,1.658379065,3.405422151,0.913753067,0.970026454,0.967451988,0.005042001,0.522517219,0.405384215,0.053409453,0.343694803,2021
s2lam083_210521,60.17389879,2.152360722,0.158278843,0.60204011,0.457995832,1.826216222,3.273327737,0.949608378,0.979849436,0.973759431,0.002956004,0.276695389,0.510481863,0.0680906,0.369352164,2021
s2lam083_210613,57.62485846,1.906834785,0.347850485,-0.189301471,0.92332344,0.713921959,2.935698599,0.835648144,0.986305498,0.934700836,0.014486237,0.272565636,0.420273345,0.041785884,0.125529149,2021
s2lam084_200710,57.11607685,2.27183167,0.033943833,0.52022154,0.557851653,1.89978404,1.459385707,0.959997526,0.98775525,0.97768471,0.003346298,1.86737044,0.331015196,0.126931001,0.478160716,2020
s2lam084_210409,63.75646619,2.183584897,0.157620067,0.327974813,0.722635389,1.608861421,2.191704599,0.946071775,0.973324103,0.977542001,0.003355902,1.038498643,0.418556385,0.039931033,0.421110806,2021
