"site","wavs","preds","Anthropophony_mean","Anthropophony_var","Biophony_mean","Biophony_var","Geophony_mean","Geophony_var","Quiet_mean","Quiet_var","Interference_mean","Interference_var","Unidentified_mean","Unidentified_var","Anthropophony","Biophony","Geophony","Quiet","Interference","Unidentified"
"s2lam056_200607",880,26400,0.00727272727272727,0.00722010819969076,0.301931818181818,0.210776979327729,0.0801515151515152,0.0737300425750746,0.0904166666666667,0.0822446083816306,0.0291666666666667,0.028317044837557,0.500454545454545,0.250009263436287,192,7971,2116,2387,770,13212
"s2lam056_210404",581,17430,0.0103270223752151,0.0102209613846154,0.133677567412507,0.115814519933953,0.0861158921399885,0.0787044607205162,0.282558806655192,0.202730958587594,0.237292025243832,0.180994904101871,0.283476764199656,0.203129342365569,180,2330,1501,4925,4136,4941
"s2lam056_210424",732,21960,0.0167577413479053,0.0164776698020844,0.151867030965392,0.128809301504186,0.0835610200364299,0.0765820633104035,0.40327868852459,0.240655946738295,0.0212659380692168,0.0208146457908682,0.331921675774135,0.221759775275847,368,3335,1835,8856,467,7289
"s2lam056_210526",428,12840,0.0265576323987539,0.0258543381378631,0.28208722741433,0.202529796892694,0.0159657320872274,0.0157120511661437,0.388317757009346,0.237545577034925,0.0303738317757009,0.0294535560096173,0.263239875389408,0.193959749293855,341,3622,205,4986,390,3380
"s2lam056_210621",556,16680,0.0191247002398082,0.0187600707850291,0.218465227817746,0.17074840876744,0.0904076738609113,0.0822390567670571,0.116666666666667,0.103061734316606,0.402817745803357,0.240570032133056,0.21378896882494,0.168093323171069,319,3644,1508,1946,6719,3566
"s2lam056_410616",423,12690,0.00307328605200946,0.00306408242130756,0.125295508274232,0.109605181010637,0.0237982663514578,0.0232337397400788,0.138455476753349,0.119294958416295,0.648778565799842,0.227882896033564,0.102994483845548,0.0923939009861982,39,1590,302,1757,8233,1307
"s2lam057_190521",716,21480,0.0550279329608939,0.0520022805177254,0.2006052141527,0.160370228232972,0.0674115456238361,0.0628701560564591,0.076536312849162,0.0706817962510348,0.104469273743017,0.0935598002570264,0.516992551210428,0.249722879035718,1182,4309,1448,1644,2244,11105
"s2lam057_190601",679,20370,0.00559646539027982,0.00556541818182081,0.129553264604811,0.112774752550832,0.357290132547865,0.229645167426808,0.22292587137948,0.173238431835916,0.013745704467354,0.0135574256345005,0.274668630338733,0.199235554678913,114,2639,7278,4541,280,5595
"s2lam057_190619",405,12150,0.0763786008230453,0.0705507168027174,0.230864197530864,0.177580535511229,0.0316872427983539,0.0306856870131397,0.177119341563786,0.145760077121963,0.0304526748971193,0.0295277397553762,0.468312757201646,0.24901641382193,928,2805,385,2152,370,5690
"s2lam057_200710",572,17160,0.0122960372960373,0.0121455525456341,0.0508158508158508,0.0482364111013799,0.0463869463869464,0.0442377755507891,0.597902097902098,0.240429190251441,0.00611888111888112,0.00608179482968224,0.288461538461538,0.205263441028929,211,872,796,10260,105,4950
"s2lam057_210328",706,21180,0.0239376770538244,0.0233657678707074,0.168649669499528,0.140213578570645,0.0368271954674221,0.0354726279586105,0.217563739376771,0.170237796352606,0.242728989612842,0.183820306171225,0.340132200188857,0.224452883981277,507,3572,780,4608,5141,7204
"s2lam057_210413",423,12690,0.0211977935382191,0.0207500822395949,0.252009456264775,0.188515545658858,0.0167848699763593,0.0165044387024222,0.248778565799842,0.186902519329332,0.295981087470449,0.208392705135235,0.18408195429472,0.150207625090041,269,3198,213,3157,3756,2336
"s2lam057_210430",410,12300,0.0329268292682927,0.0318452422267129,0.213008130081301,0.167649296624684,0.105528455284553,0.0943998751964103,0.0591869918699187,0.0556884193770794,0.17130081300813,0.141968386616137,0.437479674796748,0.246111217978592,405,2620,1298,728,2107,5381
"s2lam057_210530",572,17160,0.00512820512820513,0.00510220397160196,0.40472027972028,0.240935815452104,0.00979020979020979,0.00969492655488343,0.0048951048951049,0.00487142672584715,0.636538461538461,0.231370731663581,0.0298368298368298,0.0289482803848443,88,6945,168,84,10923,512
"s2lam057_210613",567,17010,0.014756025867137,0.0145391403085042,0.305055849500294,0.212009241986182,0.0185185185185185,0.0181766515766163,0.17119341563786,0.141894571912667,0.320223398001176,0.217693171326215,0.19700176366843,0.158201369271979,251,5189,315,2912,5447,3351
"s2lam058_190521",712,21360,0.038998127340824,0.0374790280408771,0.268071161048689,0.196218199908011,0.0433520599250936,0.0414746005201256,0.0737827715355805,0.0683420736953942,0.00828651685393259,0.00821823524120296,0.570037453183521,0.245106230162342,833,5726,926,1576,177,12176
"s2lam058_190601",690,20700,0.00280193236714976,0.0027942165284654,0.363913043478261,0.231491523430033,0.161111111111111,0.13516085049734,0.140579710144928,0.120822892095186,0.0161835748792271,0.0159224359831615,0.323236714975845,0.218765309439906,58,7533,3335,2910,335,6691
"s2lam058_190619",425,12750,0.0323921568627451,0.0313453634964065,0.428313725490196,0.244880284343716,0.00792156862745098,0.00785943380411228,0.350117647058824,0.227553127580941,0.0110588235294118,0.0109373837855795,0.175450980392157,0.144679281266197,413,5461,101,4464,141,2237
"s2lam058_200607",884,26520,0.0210407239819005,0.0205987886427882,0.558521870286576,0.246584488755807,0.0503770739064857,0.047841028291449,0.0240573152337858,0.0234794461661769,0.151960784313725,0.128873563830299,0.227564102564103,0.175785310193659,558,14812,1336,638,4030,6035
"s2lam058_210404",582,17460,0.0110538373424971,0.0109322761551577,0.145074455899198,0.124034962094469,0.0203321878579611,0.0199199308843819,0.519473081328751,0.249635096646327,0.166666666666667,0.138896844034595,0.158419243986254,0.133330223445445,193,2533,355,9070,2910,2766
"s2lam058_210420",420,12600,0.0506349206349206,0.0480748409107803,0.451666666666667,0.247683546313199,0.0373015873015873,0.0359130291267762,0.156825396825397,0.132241687107946,0.111904761904762,0.0993899742609958,0.21952380952381,0.171346705520846,638,5691,470,1976,1410,2766
"s2lam058_210507",420,12600,0.0692857142857143,0.0644903223611851,0.262142857142857,0.193439331919767,0.034047619047619,0.032890989080766,0.0548412698412698,0.0518378190760919,0.338888888888889,0.224060992494995,0.282380952380952,0.202658034084338,873,3303,429,691,4270,3558
"s2lam058_210527",556,16680,0.0131294964028777,0.0129578895789777,0.794064748201439,0.163535728165474,0.0182254196642686,0.0178943265436814,0.0428657074340528,0.0410306984342378,0.0288968824940048,0.0280635351422681,0.118585131894484,0.104528965112579,219,13245,304,715,482,1978
"s2lam058_210617",459,13770,0.0474945533769063,0.0452421063324499,0.15039941902687,0.127788714009394,0.011837327523602,0.0116980547326351,0.221496005809731,0.172448048680392,0.319026870007262,0.217264504325521,0.264923747276688,0.194753298709757,654,2071,163,3050,4393,3648
"s2lam059_190521",716,21480,0.1006052141527,0.0904880177017559,0.168156424581006,0.139886353853224,0.0444599627560521,0.0424852523659374,0.259729981378026,0.192279269700265,0.0190875232774674,0.018724061430059,0.415921787709497,0.242942164374661,2161,3612,955,5579,410,8934
"s2lam059_190601",684,20520,0.0233918128654971,0.0228457492969717,0.305360623781676,0.212125850742435,0.0858187134502924,0.0784576853459737,0.160233918128655,0.134565567385983,0.00682261208576998,0.00677639428373664,0.421637426900585,0.243871191698238,480,6266,1761,3288,140,8652
"s2lam059_190610",424,12720,0.0373427672955975,0.035951111371538,0.288522012578616,0.205293200238736,0.0155660377358491,0.015324940996014,0.411713836477987,0.242224596144727,0.0356918238993711,0.0344206236299776,0.223034591194969,0.173303786837006,475,3670,198,5237,454,2837
"s2lam059_190623",431,12930,0.0518948182521268,0.0492055516244739,0.160866202629544,0.134998708216455,0.198453209590101,0.159081836506443,0.0737045630317092,0.0682774809676527,0.00688321732405259,0.00683636736469637,0.512296983758701,0.249868108870165,671,2080,2566,953,89,6624
"s2lam059_200607",885,26550,0.00165725047080979,0.00165456631056855,0.686214689265537,0.215332199942415,0.068286252354049,0.0636256365393088,0.0378154425612053,0.0363868053662492,0.0192090395480226,0.0188407619808847,0.196760828625235,0.158051957936712,44,18219,1813,1004,510,5224
"s2lam059_210404",581,17430,0.0162363740676994,0.0159736706718022,0.158405048766495,0.133320538203896,0.0130808950086059,0.0129105259015456,0.546528973034997,0.247849274362764,0.00895008605851979,0.00887049093894491,0.259323006310958,0.192085605110705,283,2761,228,9526,156,4520
"s2lam059_210420",426,12780,0.0107198748043818,0.010605788962501,0.385758998435055,0.236967535622128,0.0153364632237872,0.0151024378439735,0.404460093896714,0.240890975400883,0.0156494522691706,0.0154057523707775,0.171830985915493,0.142316234050362,137,4930,196,5169,200,2196
"s2lam059_210506",429,12870,0.0128982128982129,0.012732838344774,0.431002331002331,0.245258378267936,0.0239316239316239,0.0233607164371015,0.034965034965035,0.0337451032920766,0.417793317793318,0.24326096279628,0.116783216783217,0.103152912050262,166,5547,308,450,5377,1503
"s2lam059_210612",431,12930,0.172699149265275,0.142885203781471,0.279814385150812,0.201533881547247,0.0255220417633411,0.0248725907818159,0.0631090487238979,0.0591308698461829,0.232946635730858,0.178696320920307,0.258700696055684,0.191789478822317,2233,3618,330,816,3012,3345
"s2lam060_190528",426,12780,0.0420970266040689,0.0403280225124823,0.296478873239437,0.208595472986601,0.0117370892018779,0.0116002376257703,0.414084507042254,0.242637513790781,0.0183881064162754,0.0180513964310334,0.224100156494523,0.173892882995515,538,3789,150,5292,235,2864
"s2lam060_190611",426,12780,0.164945226917058,0.137749077522407,0.389123630672926,0.237725032057558,0.016510172143975,0.0162388570058394,0.101564945226917,0.0912566477107334,0.0698748043818466,0.0649974019631435,0.272613458528951,0.198310878040937,2108,4973,211,1298,893,3484
"s2lam060_200507",577,17310,0.0329867128827267,0.0319004325463033,0.357770075101098,0.229783923097747,0.0602541883304448,0.0566268924589142,0.163200462160601,0.136573961199162,0.00699017908723281,0.00694171750710294,0.384286539572501,0.236624064865892,571,6193,1043,2825,121,6652
"s2lam060_200603",982,29460,0.00960624575695859,0.00951428875558507,0.553971486761711,0.247095466107094,0.029837067209776,0.0289477992437831,0.191955193482688,0.155113662407257,0.011439239646979,0.0113087673118221,0.210590631364562,0.166247860518492,283,16320,879,5655,337,6204
"s2lam060_200624",390,11700,0.00239316239316239,0.00238763923865215,0.285384615384615,0.203957668965789,0.0125641025641026,0.012407306344395,0.457264957264957,0.24819492936426,0.00367521367521368,0.00366201947277253,0.240769230769231,0.182815033500562,28,3339,147,5350,43,2817
"s2lam060_210404",583,17490,0.0110348770726129,0.0109137325590363,0.119554030874786,0.1052668832661,0.0127501429388222,0.0125882965363739,0.401086335048599,0.240229822153015,0.207318467695826,0.164346917269995,0.283476272155517,0.203129089293438,193,2091,223,7015,3626,4958
"s2lam060_210420",424,12720,0.0121069182389937,0.0119612811220375,0.219261006289308,0.171199076457199,0.0330188679245283,0.0319311325946771,0.483254716981132,0.24973922908381,0.0196540880503145,0.0192693197568536,0.23875786163522,0.181766834988115,154,2789,420,6147,250,3037
"s2lam060_210506",432,12960,0.0352623456790123,0.0340215377748816,0.276388888888889,0.200013504128405,0.0518518518518519,0.0491670310637824,0.253472222222222,0.18923865653214,0.109336419753086,0.097389481689164,0.297916666666667,0.209178466702678,457,3582,672,3285,1417,3861
"s2lam060_210521",443,13290,0.0237772761474793,0.0232136639880651,0.342738901429646,0.225285898411315,0.0103085026335591,0.0102030051274891,0.383897667419112,0.236538046566912,0.0151241534988713,0.0148965343627607,0.229270127915726,0.176718633474361,316,4555,137,5102,201,3047
"s2lam060_210716",591,17730,0.0172024816694867,0.0169075099041574,0.26175972927242,0.193252473148328,0.0586576424139876,0.0552200378977637,0.140327129159616,0.120642230393755,0.161928934010152,0.135715608915159,0.389509306260575,0.237805219186895,305,4641,1040,2488,2871,6906
"s2lam061_190520",431,12930,0.0304717710750193,0.0295455272794835,0.107269914926527,0.0957704871217346,0.165119876256767,0.137865965209359,0.144624903325599,0.123718108962884,0.161562258313998,0.135470372216108,0.423975251353442,0.24423912693019,394,1387,2135,1870,2089,5482
"s2lam061_190528",996,29880,0.155555555555556,0.131362421024056,0.420180722891566,0.243637036851849,0.00625836680053548,0.0062194077917032,0.073661311914324,0.0682376067631639,0.00793172690763052,0.00786907797191645,0.346218206157965,0.226358735476283,4648,12555,187,2201,237,10345
"s2lam061_190614",522,15660,0.114048531289911,0.101047916413323,0.292273307790549,0.206862830975328,0.0355044699872286,0.0342460894493327,0.152107279693487,0.128978891357693,0.0920178799489144,0.0835559253460383,0.331417624521073,0.22159413300566,1786,4577,556,2382,1441,5190
"s2lam061_200605",1861,55830,0.0753358409457281,0.0696615997596637,0.128300197026688,0.111841259716238,0.0882500447787928,0.0804634155971786,0.427512090274046,0.244749886785346,0.0203474834318467,0.0199338203948024,0.272362529106215,0.198184731634292,4206,7163,4927,23868,1136,15206
"s2lam061_210418",722,21660,0.0403047091412742,0.038682025436062,0.401615881809788,0.240331660932483,0.0288550323176362,0.0280237132278257,0.0325946445060018,0.0315336895045368,0.257617728531856,0.191259664564026,0.272437673130194,0.198224539030367,873,8699,625,706,5580,5901
"s2lam061_210509",575,17250,0.00568115942028985,0.00564921133844348,0.547536231884058,0.247754669247787,0.0662608695652174,0.061873953625541,0.0128695652173913,0.0127046760114638,0.259652173913043,0.192244067078873,0.154782608695652,0.130832537235933,98,9445,1143,222,4479,2670
"s2lam061_210525",438,13140,0.0186453576864536,0.0182991009488408,0.52130898021309,0.249564920126367,0.0729832572298326,0.0676618506976627,0.0339421613394216,0.0327925866536736,0.284779299847793,0.203695552170603,0.157305936073059,0.132570867656365,245,6850,959,446,3742,2067
"s2lam061_210614",1011,30330,0.0199142762940983,0.0195183414263037,0.224826904055391,0.174285513575993,0.0533794922518958,0.0505317881250348,0.308176722716782,0.213210859994271,0.183119024068579,0.149591379218672,0.242103527860204,0.183495459623546,604,6819,1619,9347,5554,7343
"s2lam062_190625",416,12480,0.00825320512820513,0.00818574564242286,0.256330128205128,0.19064026924207,0.0325320512820513,0.031476239055973,0.399839743589744,0.239987152775637,0.0322115384615385,0.0311764533647297,0.277724358974359,0.200609613894933,103,3199,406,4990,402,3466
"s2lam062_200606",1707,51210,0.0757078695567272,0.0699775545261296,0.172934973637961,0.143031261564612,0.0890060535051748,0.081085559337683,0.411599297012302,0.242190045061897,0.0286076938098028,0.027789836328939,0.234680726420621,0.179609190374289,3877,8856,4558,21078,1465,12018
"s2lam063_190625",433,12990,0.0107005388760585,0.0105868523440009,0.0682063125481139,0.063559104402369,0.0220169361046959,0.0215338483543042,0.409930715935335,0.241906146558191,0.00484988452655889,0.00482673471974954,0.485527328714396,0.249809772715244,139,886,286,5325,63,6307
"s2lam063_200606",677,20310,0.0107336287543082,0.0106189408110474,0.130329886755293,0.113349588347961,0.0804037419990153,0.0739426209717666,0.29261447562777,0.207001436375211,0.00334810438207779,0.0033370588853227,0.484096504185131,0.2497593761806,218,2647,1633,5943,68,9832
"s2lam063_200708",566,16980,0.0340989399293286,0.0329381420449331,0.276972909305065,0.20027071132212,0.0206124852767962,0.0201887997027576,0.0644287396937574,0.0602812273264049,0.440341578327444,0.246455387175081,0.200117785630153,0.160080085071485,579,4703,350,1094,7477,3398
"s2lam063_210403",481,14430,0.0511434511434511,0.0485311617614618,0.109424809424809,0.097457774337669,0.0886347886347886,0.0807842612333568,0.0232155232155232,0.0226781342936309,0.352875952875953,0.228370340838287,0.412681912681913,0.242392349433724,738,1579,1279,335,5092,5955
"s2lam063_210418",582,17460,0.370733104238259,0.233303431826894,0.0480526918671249,0.0457462507316274,0.00578465063001146,0.00575151785820315,0.00446735395189003,0.00444765143431769,0.402004581901489,0.240410667256627,0.209851088201604,0.165823106296427,6473,839,101,78,7019,3664
"s2lam063_210508",546,16380,0.0173992673992674,0.0170975767013376,0.108791208791209,0.0969616011926287,0.0123931623931624,0.012240319191293,0.161111111111111,0.135162572670968,0.495726495726496,0.249996999493306,0.233028083028083,0.178736907447451,285,1782,203,2639,8120,3817
"s2lam063_210521",566,16980,0.0229093050647821,0.0223857871682549,0.357302709069494,0.229651007955438,0.0167844522968198,0.0165037064076451,0.259481743227326,0.192162285136957,0.178268551236749,0.146497502527025,0.195053003533569,0.157016576494306,389,6067,285,4406,3027,3312
"s2lam063_210530",578,17340,0.0132064590542099,0.0130328000966945,0.620242214532872,0.235555394353709,0.0173010380622837,0.0170026926916959,0.00824682814302191,0.00817928966927435,0.293713956170704,0.207458032252299,0.106805074971165,0.0954032528492648,229,10755,300,143,5093,1852
"s2lam063_210613",570,17100,0.0140350877192982,0.0138389133251868,0.195789473684211,0.157465164167803,0.0294152046783626,0.0285516200974784,0.145730994152047,0.124500752241248,0.367543859649123,0.232468965559697,0.281637426900585,0.202329618810853,240,3348,503,2492,6285,4816
"s2lam064_190625",386,11580,0.00941278065630397,0.0093249854830696,0.200345423143351,0.160220970576684,0.0113989637305699,0.0112700005861961,0.523834196891192,0.249453472809226,0.00872193436960276,0.0086466089151628,0.248704663212435,0.186866790737385,109,2320,132,6066,101,2880
"s2lam064_200509",1738,52140,0.0439777522056003,0.0420445158939097,0.639202148062908,0.230627185204155,0.0748369773686229,0.069237732106631,0.0387802071346375,0.0372770176101146,0.0415803605677023,0.039852198513382,0.183927886459532,0.150101297854832,2293,33328,3902,2022,2168,9590
"s2lam065_190625",446,13380,0.0402840059790732,0.0386640945345152,0.0015695067264574,0.00156716050218584,0.608893871449925,0.238159924456047,0,0,0.0537369207772795,0.0508530648001447,0.329446935724963,0.220928164087328,539,21,8147,0,719,4408
"s2lam065_200528",1153,34590,0.0363688927435675,0.035047209602145,0.812864989881469,0.152119895906292,0.00928013876843018,0.00919428360043175,0.0120555073720729,0.0119105164481727,0.0179531656548135,0.0176313592219596,0.121595836947095,0.106813377368543,1258,28117,321,417,621,4206
"s2lam065_210426",566,16980,0.0191401648998822,0.0187749246956557,0.121142520612485,0.106473280823377,0.0434040047114252,0.0415225424658507,0.338987043580683,0.224088025039731,0.284098939929329,0.203398710983033,0.221319199057715,0.17234716119566,325,2057,737,5756,4824,3758
"s2lam065_210514",572,17160,0.02004662004662,0.0196458979371737,0.311713286713287,0.214560617132154,0.0568764568764569,0.0536446516748399,0.250291375291375,0.187656538441841,0.206351981351981,0.1637803854556,0.188869463869464,0.153206717617522,344,5349,976,4295,3541,3241
"s2lam065_210528",560,16800,0.030952380952381,0.0299961165488875,0.118035714285714,0.104109481431718,0.158511904761905,0.133393820919046,0.0113095238095238,0.011182284092874,0.328988095238095,0.220768069386216,0.384821428571429,0.236747988825865,520,1983,2663,190,5527,6465
"s2lam065_210609",433,12990,0.102463433410316,0.0919717584210386,0.176982294072363,0.145670775727742,0.0749037721324095,0.0692985318127004,0.138491147036182,0.119320534797283,0.0943802925327175,0.0854792333016313,0.43779830638953,0.246149898495861,1331,2299,973,1799,1226,5687
"s2lam065_210624",438,13140,0.0103500761035008,0.010243731611989,0.116057838660578,0.102596224677876,0.00715372907153729,0.00710309380221291,0.327092846270928,0.220119868081859,0.432496194824962,0.245461916798062,0.141095890410959,0.121197063640923,136,1525,94,4298,5683,1854
"s2lam066_190625",418,12540,0.0111642743221691,0.0110405137247704,0.170893141945774,0.141699975820257,0.34792663476874,0.226891785031022,0.00342902711323764,0.00341754141750784,0.00390749601275917,0.00389253789739013,0.466905901116427,0.248924631068133,140,2143,4363,43,49,5855
"s2lam066_200520",820,24600,0.0682926829268293,0.0636313790269087,0.0966260162601626,0.0872929777368833,0.0392276422764228,0.0376903664865747,0.123455284552846,0.108218476393878,0.0127642276422764,0.0126018144038508,0.661991869918699,0.223767730329444,1680,2377,965,3037,314,16285
"s2lam066_200622",418,12540,0.005103668261563,0.00507802577807321,0.243141945773525,0.184038616104675,0.041866028708134,0.0401164634283619,0.20414673046252,0.162483800144824,0.140510366826156,0.120776834967088,0.38859649122807,0.23760820625613,64,3049,525,2560,1762,4873
"s2lam066_200707",567,17010,0.0169900058788948,0.0167023274913869,0.0978835978835979,0.0883075906592868,0.0447383891828336,0.0427393783192347,0.36114050558495,0.230731605279067,0.198295120517343,0.158983512169734,0.305820105820106,0.212306649980822,289,1665,761,6143,3373,5202
"s2lam066_210323",582,17460,0.0397479954180985,0.0381702784340363,0.198052691867125,0.158836920300331,0.0562428407789233,0.0530826238819576,0.0911225658648339,0.0828239874969385,0.493413516609393,0.249970935014037,0.187972508591065,0.152647587307642,694,3458,982,1591,8615,3282
"s2lam066_210411",580,17400,0.0859770114942529,0.078589481625645,0.0406896551724138,0.0390362505970418,0.0358620689655172,0.0345779682145823,0.245,0.184985631358124,0.444252873563218,0.246906447919784,0.188448275862069,0.152944313089734,1496,708,624,4263,7730,3279
"s2lam066_210430",398,11940,0.021356783919598,0.0209024223218446,0.136934673366834,0.118193467547133,0.0586264656616415,0.0551940258008921,0.344053601340033,0.22569962356103,0.0743718592964824,0.0688464518757621,0.372613065326633,0.233792149456555,255,1635,700,4108,888,4449
"s2lam066_210527",994,29820,0.0373574782025486,0.0359631030310326,0.309490274983233,0.213713211448397,0.0329309188464118,0.031847541423013,0.235311871227364,0.179946228900955,0.157444668008048,0.13266029322587,0.26411804158283,0.194366219675161,1114,9229,982,7017,4695,7876
"s2lam067_190625",417,12510,0.00815347721822542,0.00808764452184355,0.192725819344524,0.15559501555363,0.0402877697841727,0.038667756337739,0.450359712230216,0.247555630449673,0.0173461231015188,0.0170465977525758,0.29480415667466,0.207911285489156,102,2411,504,5634,217,3688
"s2lam067_200520",815,24450,0.0444989775051125,0.0425205575882219,0.138323108384458,0.11919470111022,0.0883435582822086,0.0805422681545433,0.0227402862985685,0.0222240746377355,0.467280163599182,0.248939593884386,0.291124744376278,0.206379568470271,1088,3382,2160,556,11425,7118
"s2lam067_210425",400,12000,0.0283333333333333,0.0275328499597189,0.1745,0.144061755146262,0.0449166666666667,0.0429027349501347,0.3715,0.233507208934078,0.10725,0.0957554171180932,0.288166666666667,0.205143734200072,340,2094,539,4458,1287,3458
"s2lam067_210509",558,16740,0.0249701314217443,0.0243480784434979,0.428434886499403,0.244893063744924,0.0181003584229391,0.0177737972040056,0.0645758661887694,0.0604094323824566,0.489486260454002,0.249904389858409,0.0970728793309438,0.0876549716881066,418,7172,303,1081,8194,1625
"s2lam067_210604",430,12900,0.0177519379844961,0.0174381584775215,0.201550387596899,0.160940304849063,0.0128682170542636,0.0127036108201405,0.132403100775194,0.114881425217146,0.549147286821705,0.247603738286304,0.123488372093023,0.108247385321018,229,2600,166,1708,7084,1593
"s2lam067_210614",564,16920,0.0363475177304965,0.0350284459244485,0.226004728132388,0.174936930056253,0.0189716312056738,0.0186128084628512,0.372517730496454,0.233762086688389,0.113534278959811,0.100650195053975,0.24710401891253,0.186054618885674,615,3824,321,6303,1921,4181
"s2lam067_210628",430,12900,0.0206201550387597,0.0201965298674075,0.630852713178295,0.232895621378017,0.00581395348837209,0.00578059954169874,0.133023255813953,0.115337010080104,0.0493023255813953,0.0468752400131974,0.178682170542636,0.146766229699917,266,8138,75,1716,636,2305
"s2lam067_210630",1,30,0,0,0.333333333333333,0.229885057471264,0,0,0.0666666666666667,0.064367816091954,0.133333333333333,0.119540229885057,0.466666666666667,0.257471264367816,0,10,0,2,4,14
"s2lam068_190625",431,12930,0.00966744006187162,0.00957472116886581,0.12799690641918,0.11162233118387,0.0303170920340294,0.0294002397650755,0.364191802010828,0.231574043184393,0.0911059551430781,0.0828120647259226,0.388167053364269,0.237511761092485,125,1655,392,4709,1178,5019
"s2lam068_200520",809,24270,0.0647713226205192,0.0605784944101753,0.165718994643593,0.138261906281407,0.096291718170581,0.0870232088110491,0.0204367531932427,0.0200199171954408,0.165142150803461,0.13787590175037,0.510754017305315,0.249894647553806,1572,4022,2337,496,4008,12396
"s2lam068_200622",420,12600,0.00253968253968254,0.00253343361844037,0.171507936507936,0.142104242337197,0.025952380952381,0.0252808612928464,0.429444444444444,0.245041361307335,0.011031746031746,0.0109109125566781,0.362222222222222,0.231035620110944,32,2161,327,5411,139,4564
"s2lam068_200708",568,17040,0.00933098591549296,0.00924446113266252,0.385211267605634,0.236837445826435,0.0669014084507042,0.0624292736877867,0.092018779342723,0.083556227125454,0.353462441314554,0.228540155875488,0.157746478873239,0.132870324830608,159,6564,1140,1568,6023,2688
"s2lam068_210328",568,17040,0.0242370892018779,0.0236510406807691,0.150880281690141,0.128122941239195,0.0134389671361502,0.0132591394169741,0.284389671361502,0.203524130088747,0.387558685446009,0.237370880997392,0.165023474178404,0.137798813933349,413,2571,229,4846,6604,2812
"s2lam068_210409",419,12570,0.0247414478918059,0.0241312283957076,0.0448687350835322,0.0428589413169614,0.0398568019093079,0.0382712819033683,0.192124105011933,0.155224782114423,0.57557677008751,0.244307587589853,0.168337311058075,0.140010999268129,311,564,501,2415,7235,2116
"s2lam068_210501",567,17010,0.00582010582010582,0.00578657237484917,0.36331569664903,0.23133100092357,0.197354497354497,0.158415012780349,0.011875367430923,0.0117350329695428,0.0380952380952381,0.0366461453180249,0.399941211052322,0.240002348239817,99,6180,3357,202,648,6803
"s2lam068_210514",422,12660,0.00829383886255924,0.0082257008388839,0.377725118483412,0.235067421076888,0.0306477093206951,0.0297107740566846,0.30608214849921,0.212412645119327,0.0114533965244866,0.0113231106330634,0.268641390205371,0.19648871410945,105,4782,388,3875,145,3401
"s2lam068_210604",432,12960,0.0218364197530864,0.0213612387691856,0.629012345679012,0.233373821901743,0.0146604938271605,0.0144466784607485,0.0770061728395062,0.0710817068837235,0.115663580246914,0.102293409461369,0.164969135802469,0.137764950046633,283,8152,190,998,1499,2138
"s2lam068_210614",569,17070,0.0180433509080258,0.0177188264057841,0.22530755711775,0.174554287616447,0.0083186877562976,0.00824997049262439,0.241534856473345,0.183206502241514,0.295254833040422,0.208091607093343,0.238488576449912,0.1816224152131,308,3846,142,4123,5040,4071
"s2lam068_210628",428,12840,0.0248442367601246,0.0242288876449506,0.50708722741433,0.249969239216862,0.00833333333333333,0.00826453254407145,0.193302180685358,0.155948593156705,0.0990654205607477,0.089258414599792,0.184890965732087,0.150718034687439,319,6511,107,2482,1272,2374
"s2lam069_190625",378,11340,0.0131393298059965,0.0129678313659852,0.0925925925925926,0.0840266141439084,0.0459435626102293,0.0438366173278129,0.535714285714286,0.248746425106774,0.085626102292769,0.0783011777646813,0.238536155202822,0.181652676618429,149,1050,521,6075,971,2705
"s2lam069_210425",270,8100,0.00703703703703704,0.00698837990972822,0.0171604938271605,0.0168680937594795,0.0307407407407407,0.0297994265409996,0.000493827160493827,0.000493644238962591,0.955802469135802,0.042249325095767,0.0279012345679012,0.0271261045792881,57,139,249,4,7742,226
"s2lam069_210509",270,8100,0.0123456790123457,0.0121947687490759,0.424197530864198,0.244284144209238,0.0611111111111111,0.0573836276083467,0.0612345679012346,0.0574919933721432,0.219382716049383,0.171275085020403,0.274938271604938,0.199371832218274,100,3436,495,496,1777,2227
"s2lam069_210525",270,8100,0.0174074074074074,0.017106501488524,0.374074074074074,0.234171571250223,0.0155555555555556,0.0153154710458081,0.278888888888889,0.201134707988641,0.0867901234567901,0.0792673840239383,0.24641975308642,0.185719986768676,141,3030,126,2259,703,1996
"s2lam069_210602",431,12930,0.0182521268368136,0.0179203726557748,0.348105181747873,0.226945516045543,0.0214230471771075,0.0209657217056185,0.12892498066512,0.112312016183096,0.380587780355762,0.23575895528419,0.151972157772622,0.128886589061551,236,4501,277,1667,4921,1965
"s2lam069_210621",552,16560,0.0106280193236715,0.0105156995349377,0.208454106280193,0.165010956284846,0.106823671497585,0.0954181366701354,0.0443840579710145,0.0424166747624436,0.579045893719807,0.243766466883313,0.135567632850242,0.117196126834423,176,3452,1769,735,9589,2245
"s2lam070_200508",562,16860,0.0118623962040332,0.0117223750376175,0.315302491103203,0.215899635642409,0.116963226571767,0.103288956474315,0.198695136417556,0.159224823121252,0.103262158956109,0.0926045780448078,0.287603795966785,0.20490000553752,200,5316,1972,3350,1741,4849
