"site","wavs","wavs_sans_int","Anthropophony_mean","Biophony_mean","Geophony_mean","Quiet_mean","Interference_mean"
"s2lam020_200630",427,246,0.0141804788213628,0.158747697974217,0.0103130755064457,0.493554327808471,0
"s2lam020_210403",1578,192,0.324025974025974,0.155074555074555,0.0232082732082732,0.0367965367965368,0
"s2lam020_210516",436,422,0.221428571428571,0.138095238095238,0.0238095238095238,0.185714285714286,0
"s2lam020_210528",552,423,0.204392764857881,0.0852713178294574,0.15374677002584,0,0
"s2lam020_210610",430,294,0.00906862745098039,0.963235294117647,0,0.0017156862745098,0
"s2lam021_180707",997,254,0.226558995065052,0.206325706594886,0.0147151188873934,0.0753252579632122,0
"s2lam021_190315",590,150,0.123409090909091,0.607424242424242,0.00166666666666667,0.00378787878787879,0
"s2lam021_190611",566,19,0.0408287629494211,0.447044485070079,0.0104204753199269,0.248689823278489,0
"s2lam021_190621",459,307,0.031359649122807,0.25,0.00416666666666667,0.350877192982456,0
"s2lam021_200522",854,678,0.0301136363636364,0.882575757575758,0.00435606060606061,0.0168560606060606,0
"s2lam021_200617",422,166,0.00260416666666667,0.429427083333333,0.02109375,0.239583333333333,0
"s2lam021_200624",408,72,0.0101190476190476,0.22390873015873,0.0974206349206349,0.225099206349206,0
"s2lam021_200710",572,137,0.00980842911877395,0.0724904214559387,0.0357088122605364,0.551034482758621,0
"s2lam021_210404",437,280,0.0806794055201698,0.389384288747346,0.0195329087048832,0.141613588110403,0
"s2lam021_210417",546,467,0.0970464135021097,0.306751054852321,0.00168776371308017,0.240084388185654,0
"s2lam021_210502",432,368,0.102083333333333,0.38125,0.0979166666666667,0,0
"s2lam021_210515",595,305,0.0413793103448276,0.231379310344828,0.0328735632183908,0.330804597701149,0
"s2lam021_210526",427,332,0.0378947368421053,0.285263157894737,0.00421052631578947,0.481052631578947,0
"s2lam021_210607",429,363,0.0272727272727273,0.33989898989899,0.00353535353535354,0.423737373737374,0
"s2lam021_210614",567,168,0.0326649958228906,0.353968253968254,0.00242272347535505,0.364828738512949,0
"s2lam021_210628",430,63,0.0581289736603088,0.15622161671208,0.00272479564032698,0.480926430517711,0
"s2lam022_190319",847,424,0.271473601260835,0.468951930654058,0.0070133963750985,0.00197005516154452,0
"s2lam022_190412",429,403,0.00512820512820513,0.11025641025641,0.0333333333333333,0.471794871794872,0
"s2lam022_190422",459,167,0.0186073059360731,0.293949771689498,0.00947488584474886,0.445547945205479,0
"s2lam022_190527",751,35,0.0330074487895717,0.370297951582868,0.0752327746741155,0.00349162011173184,0
"s2lam022_190617",456,84,0.17921146953405,0.35573476702509,0.00922939068100358,0.129390681003584,0
"s2lam022_200522",875,301,0.0158536585365854,0.391405342624855,0.00743321718931475,0.431765389082462,0
"s2lam022_200616",703,291,0.0087378640776699,0.0535598705501618,0.0308252427184466,0.752912621359223,0
"s2lam022_200630",425,76,0.00477554918815664,0.0268385864374403,0.00238777459407832,0.892645654250239,0
"s2lam022_210410",592,169,0.0141055949566588,0.209692671394799,0.00717100078802206,0.543892828999212,0
"s2lam022_210507",571,308,0.102661596958175,0.227503168567807,0.00532319391634981,0.494550063371356,0
"s2lam022_210530",571,487,0.0107142857142857,0.73452380952381,0.000793650793650794,0.111904761904762,0
"s2lam022_210613",578,523,0.0163636363636364,0.175151515151515,0.00424242424242424,0.446060606060606,0
"s2lam023_190319",170,73,0.354982817869416,0.137113402061856,0.186254295532646,0.013745704467354,0
"s2lam023_190419",702,271,0.0238205723124517,0.219412219644238,0.02861562258314,0.178267594740913,0
"s2lam023_190506",461,100,0.0156971375807941,0.555216989843029,0.0137580794090489,0.262234533702678,0
"s2lam023_190521",1854,68,0.195427398282941,0.515304217991788,0.00347144456886898,0.0381298992161254,0
"s2lam023_190605",587,43,0.0142156862745098,0.204901960784314,0.0660539215686275,0.178553921568627,0
"s2lam023_190617",436,246,0.0140350877192982,0.419298245614035,0.0124561403508772,0.195087719298246,0
"s2lam023_190627",433,17,0.0112980769230769,0.0094551282051282,0.683413461538461,0,0
"s2lam023_200701",567,319,0.053494623655914,0.167741935483871,0.028494623655914,0.259139784946237,0
"s2lam023_210407",570,146,0.407861635220126,0.204795597484277,0.0281446540880503,0.0153301886792453,0
"s2lam023_210420",421,242,0.0139664804469274,0.233519553072626,0.00837988826815642,0.48268156424581,0
"s2lam023_210514",562,387,0.0443809523809524,0.170666666666667,0.0283809523809524,0.455809523809524,0
"s2lam023_210528",559,234,0.114564102564103,0.18174358974359,0.0598974358974359,0.0078974358974359,0
"s2lam023_210609",439,158,0.0291814946619217,0.405812574139976,0.00450771055753262,0.304982206405694,0
"s2lam023_210623",417,258,0.0429769392033543,0.19622641509434,0.0293501048218029,0.340670859538784,0
"s2lam024_190319",842,598,0.153688524590164,0.606010928961749,0.00997267759562842,0.0117486338797814,0
"s2lam024_190411",568,261,0.117263843648208,0.45971769815418,0.000542888165038002,0.0998914223669924,0
"s2lam024_190427",436,42,0.0126903553299492,0.0602368866328257,0.808037225042301,0,0
"s2lam024_190513",1026,620,0.0265188834154351,0.255911330049261,0.04688013136289,0.287931034482759,0
"s2lam024_190522",856,414,0.0193815987933635,0.458748114630468,0.00565610859728507,0.328355957767722,0
"s2lam024_190603",561,137,0.383962264150943,0.182625786163522,0.0128930817610063,0.111399371069182,0
"s2lam024_190623",604,331,0.0910866910866911,0.388156288156288,0.0241758241758242,0.0921855921855922,0
"s2lam024_200522",858,601,0.0431906614785992,0.737483787289235,0.00233463035019455,0.0788586251621271,0
"s2lam024_200603",1002,673,0.0187436676798379,0.568794326241135,0.00314083080040527,0.232218844984802,0
"s2lam024_200623",132,68,0.0229166666666667,0.3890625,0.00104166666666667,0.471354166666667,0
"s2lam024_200710",566,398,0.00873015873015873,0.503373015873016,0.0196428571428571,0.114484126984127,0
"s2lam024_210326",576,454,0.190983606557377,0.319125683060109,0.00710382513661202,0.176229508196721,0
"s2lam024_210409",404,328,0.0131578947368421,0.0359649122807018,0.00263157894736842,0.701315789473684,0
"s2lam024_210424",436,317,0.0403361344537815,0.276190476190476,0.00980392156862745,0.0750700280112045,0
"s2lam024_210508",580,417,0.0157464212678937,0.37361963190184,0.00961145194274029,0.0785276073619632,0
"s2lam024_210604",429,119,0.02,0.640215053763441,0.0218279569892473,0.0102150537634409,0
"s2lam024_210614",565,344,0.0429864253393665,0.18868778280543,0.00180995475113122,0.560482654600302,0
"s2lam025_190319",850,526,0.551028806584362,0.10298353909465,0.01059670781893,0.000925925925925926,0
"s2lam025_190411",567,81,0.152674897119342,0.422908093278464,0.00342935528120713,0.109327846364883,0
"s2lam025_190428",433,101,0.0519076305220884,0.147590361445783,0.00140562248995984,0.575200803212851,0
"s2lam025_190513",1024,554,0.00553191489361702,0.300992907801418,0.0668085106382979,0.275177304964539,0
"s2lam025_190522",851,375,0.0661764705882353,0.421708683473389,0.0153361344537815,0.192016806722689,0
"s2lam025_190603",567,310,0.0360570687418936,0.386900129701686,0.00505836575875486,0.364980544747082,0
"s2lam025_190617",431,354,0.0025974025974026,0.456277056277056,0.0025974025974026,0.289177489177489,0
"s2lam025_190627",433,177,0.00247395833333333,0.214192708333333,0.00286458333333333,0.42734375,0
"s2lam025_200528",867,251,0.012012987012987,0.826190476190476,0.00211038961038961,0.0541125541125541,0
"s2lam025_200625",318,71,0.00242914979757085,0.357894736842105,0.0039136302294197,0.405263157894737,0
"s2lam025_210411",583,393,0.0292982456140351,0.283157894736842,0.00298245614035088,0.475438596491228,0
"s2lam025_210501",577,101,0.0061624649859944,0.190196078431373,0.582983193277311,7.00280112044818e-05,0
"s2lam025_210514",426,305,0.0168044077134986,0.445454545454545,0.00413223140495868,0.356473829201102,0
"s2lam025_210527",578,157,0.0252573238321457,0.335471100554236,0.0144893111638955,0.385273159144893,0
"s2lam025_210716",589,255,0.0291417165668663,0.379441117764471,0.0203592814371257,0.303193612774451,0
"s2lam026_190421",733,169,0.0898936170212766,0.346394799054374,0.0118794326241135,0.299763593380615,0
"s2lam026_190505",106,56,0.014,0.01,0.0366666666666667,0.371333333333333,0
"s2lam026_190528",434,97,0.0501483679525223,0.357171117705242,0.0328387734915925,0.187339268051434,0
"s2lam026_200522",389,37,0.015625,0.498674242424242,0.0172348484848485,0.247348484848485,0
"s2lam026_200616",389,243,0.0246575342465753,0.225342465753425,0.0118721461187215,0.511415525114155,0
"s2lam026_200702",389,338,0.0104575163398693,0.0398692810457516,0,0.851633986928105,0
"s2lam026_210331",389,103,0.104778554778555,0.0515151515151515,0.0134032634032634,0.48041958041958,0
"s2lam026_210501",164,159,0.02,0.766666666666667,0.00666666666666667,0.0866666666666667,0
"s2lam026_210527",989,305,0.077729044834308,0.350877192982456,0.0188109161793372,0.209795321637427,0
"s2lam027_190421",738,359,0.147757255936675,0.299472295514512,0.0137203166226913,0.127352682497801,0
"s2lam027_190614",571,188,0.0353350739773716,0.317145343777198,0.00322019147084421,0.374586597040905,0
"s2lam027_200522",851,594,0.0237354085603113,0.83852140077821,0.00791180285343709,0.0394293125810636,0
"s2lam027_200616",692,466,0.0202064896755162,0.262979351032448,0.00707964601769911,0.514896755162242,0
"s2lam027_200630",422,236,0.00465949820788531,0.122939068100358,0.0028673835125448,0.709318996415771,0
"s2lam027_210430",426,184,0.0176308539944904,0.185123966942149,0.102066115702479,0.288154269972452,0
"s2lam027_210511",70,56,0.0523809523809524,0.969047619047619,0,0,0
"s2lam027_210607",429,228,0.0170812603648425,0.683416252072969,0.0119402985074627,0.0932006633499171,0
"s2lam027_210616",575,247,0.0024390243902439,0.702642276422764,0.000711382113821138,0.189227642276423,0
"s2lam028_190405",568,136,0.14483024691358,0.328163580246914,0.00933641975308642,0.103780864197531,0
"s2lam028_190412",581,219,0.350460405156538,0.251749539594843,0.00930018416206261,0.0288213627992634,0
"s2lam028_190421",733,219,0.100972762645914,0.342282749675746,0.00460440985732815,0.24461738002594,0
"s2lam028_190602",575,132,0.00225733634311512,0.554778028592927,0.0814145974416855,0.110985703536494,0
"s2lam028_190610",426,172,0.0517060367454068,0.285564304461942,0.0062992125984252,0.296062992125984,0
"s2lam028_190623",419,83,0.0688492063492064,0.290873015873016,0.104662698412698,0.018452380952381,0
"s2lam029_190506",457,226,0.00779220779220779,0.580808080808081,0.0619047619047619,0.111688311688312,0
"s2lam029_190520",421,285,0.0490196078431373,0.238970588235294,0.0399509803921569,0.15906862745098,0
"s2lam029_190529",559,270,0.0560553633217993,0.193540945790081,0.0162629757785467,0.469319492502884,0
"s2lam029_190604",425,159,0.0681704260651629,0.602255639097744,0.0132832080200501,0.0512531328320802,0
"s2lam029_190612",441,178,0.183269961977186,0.19936628643853,0.00430925221799747,0.31723700887199,0
"s2lam029_200701",566,443,0.013550135501355,0.671544715447154,0.0444444444444444,0.0642276422764228,0
"s2lam029_210501",823,791,0.0333333333333333,0.784375,0.00625,0.00208333333333333,0
"s2lam030_190421",1299,99,0.120333333333333,0.205472222222222,0.0374166666666667,0.198194444444444,0
"s2lam030_190527",584,171,0.172074253430186,0.305730427764326,0.0359160613397902,0.0954802259887006,0
"s2lam030_210425",143,130,0.0102564102564103,0.148717948717949,0.00512820512820513,0.658974358974359,0
"s2lam030_210507",427,310,0.131623931623932,0.668376068376068,0.00683760683760684,0.0444444444444444,0
"s2lam030_210517",428,360,0.0156862745098039,0.463725490196078,0.0196078431372549,0.188725490196078,0
"s2lam030_210614",703,660,0.024031007751938,0.345736434108527,0.00387596899224806,0.303875968992248,0
"s2lam031_190411",566,49,0.162411347517731,0.346744036105738,0.00741457124435848,0.0816892327530625,0
"s2lam031_190506",460,393,0.00995024875621891,0.502487562189055,0.00696517412935323,0.296517412935323,0
"s2lam031_190520",426,369,0.0748538011695906,0.24093567251462,0.0192982456140351,0.215204678362573,0
"s2lam031_190603",547,126,0.208630245447348,0.143547110055424,0.0180522565320665,0.172525732383215,0
"s2lam031_190619",418,84,0.0312375249500998,0.263972055888224,0.0094810379241517,0.179640718562874,0
"s2lam032_190406",570,218,0.0196969696969697,0.0483901515151515,0.0569128787878788,0,0
"s2lam032_190412",428,323,0.0177777777777778,0.192063492063492,0.013968253968254,0.505396825396825,0
"s2lam032_190422",457,402,0.0412121212121212,0.391515151515152,0.043030303030303,0.245454545454545,0
"s2lam032_190505",871,373,0.0433065595716198,0.162918340026774,0.00461847389558233,0.573159303882195,0
"s2lam032_190531",416,210,0.0331715210355987,0.158090614886731,0.00517799352750809,0.619255663430421,0
"s2lam032_190620",5192,670,0.121767654430193,0.494161875276426,0.00495356037151703,0.0769128704113224,0
"s2lam033_190406",572,332,0.0726388888888889,0.0388888888888889,0.183055555555556,0.00319444444444444,0
"s2lam033_190418",295,93,0.0991749174917492,0.186303630363036,0.245379537953795,0,0
"s2lam033_190511",570,91,0.0450243562978427,0.363465553235908,0.210577592205985,0,0
"s2lam033_190522",430,89,0.0490713587487781,0.408504398826979,0.124633431085044,0,0
"s2lam033_190603",552,266,0.121095571095571,0.382983682983683,0.0173659673659674,0.0973193473193473,0
"s2lam033_190617",434,171,0.00152091254752852,0.0845373891001267,0.00190114068441065,0.767173637515843,0
"s2lam033_190627",422,25,0.0192275398824517,0.0926112510495382,0.191015952980688,0,0
"s2lam034_190329",539,276,0.0738910012674271,0.0992395437262357,0.014702154626109,0.393282636248416,0
"s2lam034_190405",613,466,0.284353741496599,0.204081632653061,0.0219954648526077,0.0131519274376417,0
"s2lam034_190413",753,169,0.0884703196347032,0.246404109589041,0.00348173515981735,0.332020547945205,0
"s2lam034_190510",575,37,0.019454770755886,0.333085501858736,0.0302354399008674,0.273977695167286,0
"s2lam034_190602",562,92,0.00609929078014184,0.34063829787234,0.115673758865248,0.177375886524823,0
"s2lam034_190610",426,38,0.0579896907216495,0.141494845360825,0.0278350515463918,0.418127147766323,0
"s2lam034_200701",579,501,0.157264957264957,0.247863247863248,0.00341880341880342,0.368803418803419,0
"s2lam034_210410",593,254,0.0285152409046214,0.075811209439528,0.00186823992133727,0.768928220255654,0
"s2lam034_210502",717,142,0.360811594202899,0.260173913043478,0.0110724637681159,0.0442898550724638,0
"s2lam034_210521",424,374,0.038,0.38,0.0326666666666667,0.194666666666667,0
"s2lam034_210606",528,225,0.219251925192519,0.13025302530253,0.0135313531353135,0.174147414741474,0
"s2lam034_210624",423,389,0,0.494117647058824,0.00392156862745098,0.333333333333333,0
"s2lam035_190405",608,403,0.374471544715447,0.325040650406504,0.00276422764227642,0.0040650406504065,0
"s2lam035_190413",762,245,0.0589941972920696,0.301482914248872,0.0119922630560928,0.183687943262411,0
"s2lam035_190510",583,243,0.0161764705882353,0.410882352941176,0.0459803921568627,0.00137254901960784,0
"s2lam035_190524",410,151,0.0749034749034749,0.332303732303732,0.316473616473616,0.000900900900900901,0
"s2lam035_190601",663,138,0.00279365079365079,0.506095238095238,0.123873015873016,0.129396825396825,0
"s2lam035_190612",440,64,0.0601063829787234,0.109751773049645,0.00124113475177305,0.545478723404255,0
"s2lam035_190621",461,233,0.0366959064327485,0.141374269005848,0.00394736842105263,0.682602339181287,0
"s2lam036_190311",452,183,0.158612143742255,0.447211895910781,0.0179677819083024,0.000247831474597274,0
"s2lam036_190326",581,495,0.0658914728682171,0.115503875968992,0.00542635658914729,0.517829457364341,0
"s2lam036_190407",589,512,0.216450216450216,0.392207792207792,0.0116883116883117,0.00519480519480519,0
"s2lam036_190416",610,111,0.0921843687374749,0.381028724114896,0.0690046760187041,0.0158316633266533,0
"s2lam036_190427",429,60,0.0988256549232159,0.419241192411924,0.00677506775067751,0.19223125564589,0
"s2lam036_190513",1029,752,0.0199759326113117,0.269554753309266,0.0256317689530686,0.470036101083033,0
"s2lam036_190530",696,66,0.0806349206349206,0.502962962962963,0.00613756613756614,0.205978835978836,0
"s2lam036_190705",597,82,0.0386407766990291,0.157605177993527,0.0141100323624595,0.478381877022654,0
"s2lam036_200528",871,343,0.013510101010101,0.47834595959596,0.0101010101010101,0.337689393939394,0
"s2lam036_200710",533,115,0.0135566188197767,0.0741626794258373,0.00606060606060606,0.67177033492823,0
"s2lam036_210328",704,194,0.0144444444444444,0.176993464052288,0.00738562091503268,0.646339869281046,0
"s2lam036_210413",424,105,0.0149425287356322,0.166771159874608,0.0696969696969697,0.3760710553814,0
"s2lam036_210501",564,95,0.00909737029140014,0.261904761904762,0.300213219616205,0.0153518123667377,0
"s2lam036_210515",602,427,0.0544761904761905,0.401714285714286,0.0266666666666667,0.295428571428571,0
"s2lam037_190312",430,74,0.0156367041198502,0.0991573033707865,0.0920411985018727,0.0262172284644195,0
"s2lam037_190405",567,80,0.108213552361396,0.199383983572895,0.0537303216974675,0.0155373032169747,0
"s2lam037_190413",738,160,0.0438869665513264,0.820761245674741,0.000749711649365629,0.0409457900807382,0
"s2lam037_190510",579,50,0.0183994959042218,0.205419029615627,0.0206049149338374,0.438311279143037,0
"s2lam037_190520",420,286,0.0121890547263682,0.236069651741294,0.00323383084577114,0.559950248756219,0
"s2lam037_190529",575,343,0.0709770114942529,0.270689655172414,0.0114942528735632,0.4625,0
"s2lam037_190604",415,82,0.108108108108108,0.702202202202202,0.0019019019019019,0.00630630630630631,0
"s2lam037_190612",441,197,0.0245901639344262,0.171584699453552,0.00314207650273224,0.677595628415301,0
"s2lam037_190621",462,302,0.065625,0.17375,0.00729166666666667,0.412291666666667,0
"s2lam037_200522",857,516,0.0174975562072336,0.670381231671554,0.00684261974584555,0.118768328445748,0
"s2lam037_200603",991,794,0.00727580372250423,0.214890016920474,0.00186125211505922,0.488494077834179,0
"s2lam037_200623",536,13,0.00554493307839388,0.120522625876354,0.0217973231357553,0.604907584448693,0
"s2lam037_210329",568,311,0.156290531776913,0.396757457846952,0.0138780804150454,0.131387808041505,0
"s2lam037_210416",418,256,0.0236625514403292,0.195473251028807,0.00679012345679012,0.617283950617284,0
"s2lam037_210502",712,226,0.134156378600823,0.231893004115226,0.0484910836762689,0.045679012345679,0
"s2lam037_210521",430,198,0.00790229885057471,0.414942528735632,0.00344827586206897,0.494109195402299,0
"s2lam037_210606",568,451,0.0290598290598291,0.44985754985755,0.00683760683760684,0.168945868945869,0
"s2lam037_210616",575,259,0.00664556962025316,0.700632911392405,0.00284810126582278,0.0633966244725738,0
"s2lam038_190318",429,281,0.513513513513513,0.056981981981982,0.0673423423423423,0.000225225225225225,0
"s2lam038_190329",719,222,0.137625754527163,0.270355466130114,0.00905432595573441,0.24111334674715,0
"s2lam038_190412",579,318,0.248786717752235,0.418518518518519,0.00676883780332056,0.00587484035759898,0
"s2lam038_190421",622,447,0.04,0.54152380952381,0.0158095238095238,0.0367619047619048,0
"s2lam038_190527",582,282,0.229666666666667,0.343,0.0106666666666667,0.0691111111111111,0
"s2lam038_190614",568,85,0.0514837819185645,0.278053830227743,0.000759144237405107,0.395307108350587,0
"s2lam038_190621",426,254,0.0131782945736434,0.278100775193798,0.0114341085271318,0.24922480620155,0
"s2lam038_200522",852,440,0.0491100323624595,0.770631067961165,0.00177993527508091,0.0463592233009709,0
"s2lam038_200616",716,359,0.0143790849673203,0.296732026143791,0.00821661998132586,0.326237161531279,0
"s2lam038_200702",580,450,0.0794871794871795,0.424871794871795,0.032051282051282,0.246153846153846,0
"s2lam038_210322",425,342,0.159839357429719,0.36144578313253,0.014859437751004,0.0819277108433735,0
"s2lam038_210403",480,279,0.0371475953565506,0.104643449419569,0.0868988391376451,0.141127694859038,0
"s2lam038_210424",738,557,0.0261510128913444,0.304972375690608,0.00386740331491713,0.539226519337017,0
"s2lam038_210508",582,564,0.0592592592592593,0.32037037037037,0.00185185185185185,0.309259259259259,0
"s2lam038_210521",442,316,0.00846560846560847,0.187566137566138,0.0121693121693122,0.607936507936508,0
"s2lam038_210609",404,163,0.0206085753803596,0.263900414937759,0.013969571230982,0.439280774550484,0
"s2lam038_210622",428,341,0.0639846743295019,0.544827586206897,0.00957854406130268,0.220689655172414,0
"s2lam039_190326",580,277,0.0182618261826183,0.0957095709570957,0.166116611661166,0.0360836083608361,0
"s2lam039_190411",566,99,0.147251962883655,0.407066381156317,0.00906495360456817,0.0985010706638116,0
"s2lam039_190428",431,133,0.0747203579418345,0.323825503355705,0.00212527964205817,0.27337807606264,0
"s2lam039_190513",1029,877,0.0388157894736842,0.382017543859649,0.00833333333333333,0.40219298245614,0
"s2lam039_190531",412,109,0.0607260726072607,0.372937293729373,0.00814081408140814,0.323102310231023,0
"s2lam039_200522",873,343,0.0189937106918239,0.424088050314465,0.00654088050314465,0.38685534591195,0
"s2lam039_200603",987,865,0.0300546448087432,0.377595628415301,0.00737704918032787,0.330874316939891,0
"s2lam039_210329",221,220,0,0.933333333333333,0,0,0
"s2lam039_210413",425,152,0.00500610500610501,0.514896214896215,0.0125763125763126,0.197680097680098,0
"s2lam039_210501",418,400,0.0333333333333333,0.281481481481481,0.00740740740740741,0.305555555555556,0
"s2lam039_210514",428,354,0.0157657657657658,0.59009009009009,0.00675675675675676,0.202252252252252,0
"s2lam039_210527",550,288,0.0193384223918575,0.382188295165394,0.00826972010178117,0.356997455470738,0
"s2lam039_210608",431,401,0.0555555555555556,0.336666666666667,0.00333333333333333,0.406666666666667,0
"s2lam039_210622",428,300,0.03359375,0.26875,0.00520833333333333,0.359114583333333,0
"s2lam040_190315",591,180,0.109813463098135,0.672181670721817,0.00170316301703163,0.00121654501216545,0
"s2lam040_190326",577,420,0.0229299363057325,0.0575371549893843,0.161146496815287,0.437579617834395,0
"s2lam040_190407",595,566,0.0574712643678161,0.752873563218391,0.00804597701149425,0.0379310344827586,0
"s2lam040_190416",609,94,0.0776699029126214,0.506860841423948,0.00200647249190939,0.229773462783172,0
"s2lam040_190506",460,351,0.00764525993883792,0.587767584097859,0.0055045871559633,0.179816513761468,0
"s2lam040_190524",1280,280,0.128233333333333,0.437466666666667,0.0053,0.231766666666667,0
"s2lam040_200522",872,393,0.0264439805149617,0.76972860125261,0.00299234516353514,0.0872651356993737,0
"s2lam040_200624",409,96,0.00447284345047923,0.174547390841321,0.00244941427050053,0.643237486687966,0
"s2lam040_200708",571,526,0.0125925925925926,0.804444444444444,0.000740740740740741,0.102962962962963,0
"s2lam040_210409",418,343,0.0293333333333333,0.158666666666667,0.00533333333333333,0.637333333333333,0
"s2lam040_210425",434,404,0,0.5,0.0211111111111111,0.101111111111111,0
"s2lam040_210516",436,432,0.00833333333333333,0.908333333333333,0,0,0
"s2lam040_210530",578,387,0.0111692844677138,0.704363001745201,0.00506108202443281,0.068935427574171,0
"s2lam040_210609",416,151,0.0339622641509434,0.30503144654088,0.00830188679245283,0.448805031446541,0
"s2lam040_210623",423,382,0.0707317073170732,0.366666666666667,0.0032520325203252,0.261788617886179,0
"s2lam041_190326",580,79,0.00306054557551564,0.00365934797072522,0.532069194943446,0,0
"s2lam041_190407",596,264,0.22218875502008,0.0513052208835341,0.0886546184738956,0.112550200803213,0
"s2lam041_190416",612,129,0.038440303657695,0.614147688060732,0.00144927536231884,0.178122843340235,0
"s2lam041_190506",462,77,0.0586147186147186,0.53021645021645,0.00917748917748918,0.206753246753247,0
"s2lam041_190520",418,360,0.0229885057471264,0.30632183908046,0.0183908045977011,0.260344827586207,0
"s2lam041_190601",691,251,0.0124242424242424,0.291136363636364,0.0762878787878788,0.241136363636364,0
"s2lam041_190617",424,65,0.167223769730734,0.149489322191272,0.0894150417827298,0.000464252553389044,0
"s2lam041_190627",442,138,0.00778508771929825,0.413377192982456,0.0112938596491228,0.343092105263158,0
"s2lam041_200515",586,249,0.0821958456973294,0.370227497527201,0.0344213649851632,0.29624134520277,0
"s2lam041_200622",424,156,0.000621890547263682,0.346517412935323,0.0141791044776119,0.434825870646766,0
"s2lam041_200707",568,292,0.0265700483091787,0.684057971014493,0.0115942028985507,0.0857487922705314,0
"s2lam041_210403",473,144,0.115197568389058,0.305977710233029,0.101925025329281,0.0459979736575481,0
"s2lam041_210418",579,481,0.190816326530612,0.225850340136054,0.00680272108843537,0.219727891156463,0
"s2lam041_210508",539,417,0.0355191256830601,0.212841530054645,0.00601092896174863,0.397267759562842,0
"s2lam041_210521",444,59,0.0362770562770563,0.285800865800866,0.0193073593073593,0.413160173160173,0
"s2lam041_210703",966,427,0.0150896722325294,0.686209029066172,0.00636982065553494,0.165986394557823,0
"s2lam042_190329",720,510,0.0734920634920635,0.036984126984127,0.0320634920634921,0.374920634920635,0
"s2lam042_190405",555,164,0.187809036658142,0.504859335038363,0.0052003410059676,0.00647911338448423,0
"s2lam042_190412",579,141,0.340334855403349,0.36179604261796,0.0120243531202435,0.00555555555555556,0
"s2lam042_190422",461,227,0.0253561253561254,0.638746438746439,0.0615384615384615,0.0374643874643875,0
"s2lam042_190527",752,76,0.129980276134122,0.291321499013807,0.086094674556213,0.0653846153846154,0
"s2lam042_190611",557,274,0.0379269729093051,0.666313309776207,0.0149587750294464,0.0653710247349823,0
"s2lam042_200603",1002,829,0.00732177263969172,0.30635838150289,0.0134874759152216,0.315221579961464,0
"s2lam042_200623",591,63,0.0184343434343434,0.234722222222222,0.0142045454545455,0.342045454545455,0
"s2lam042_210502",431,415,0.520833333333333,0.133333333333333,0.00416666666666667,0.00833333333333333,0
"s2lam042_210514",425,375,0.0213333333333333,0.612666666666667,0.0193333333333333,0.17,0
"s2lam042_210527",589,170,0.0450278440731901,0.604773269689737,0.0145584725536993,0.0704852824184566,0
"s2lam042_210617",2113,542,0.0769149161892637,0.619414385741566,0.00946318692976872,0.0970719287078294,0
"s2lam042_210619",334,95,0.0304044630404463,0.634030683403068,0.0094839609483961,0.175313807531381,0
"s2lam043_190315",587,140,0.184563758389262,0.468903803131991,0.00208799403430276,0.0225205070842655,0
"s2lam043_190329",724,316,0.0958333333333333,0.479330065359477,0.00334967320261438,0.0732843137254902,0
"s2lam043_190406",582,564,0.17037037037037,0.037037037037037,0.00185185185185185,0.211111111111111,0
"s2lam043_190412",414,240,0.0258620689655172,0.272988505747126,0.163218390804598,0.000957854406130268,0
"s2lam043_190422",463,376,0.0766283524904215,0.3272030651341,0.271647509578544,0.00881226053639847,0
"s2lam043_190520",426,204,0.0202702702702703,0.376576576576577,0.143243243243243,0.00930930930930931,0
"s2lam043_190604",416,176,0.161527777777778,0.57125,0.0127777777777778,0.005,0
"s2lam043_190621",459,165,0.0579365079365079,0.219727891156463,0.0109977324263039,0.340929705215419,0
"s2lam044_190318",435,317,0.573446327683616,0.0350282485875706,0.084180790960452,0.0096045197740113,0
"s2lam044_190401",462,187,0.546545454545455,0.123515151515152,0.0128484848484848,0.0213333333333333,0
"s2lam044_190419",701,216,0.009553264604811,0.231683848797251,0.0694845360824742,0.14020618556701,0
"s2lam044_190506",460,65,0.00860759493670886,0.46168776371308,0.0039662447257384,0.347679324894515,0
"s2lam044_200603",984,419,0.0174631268436578,0.429557522123894,0.00849557522123894,0.352507374631268,0
"s2lam044_200624",316,37,0.0020310633213859,0.309080047789725,0.0217443249701314,0.359498207885305,0
"s2lam044_210405",572,418,0.0415584415584416,0.152813852813853,0.011038961038961,0.4495670995671,0
"s2lam044_210416",412,398,0.05,0.257142857142857,0,0.357142857142857,0
"s2lam044_210502",715,147,0.129401408450704,0.399413145539906,0.0602699530516432,0.00657276995305164,0
"s2lam044_210604",431,264,0.0359281437125748,0.378642714570858,0.00399201596806387,0.219960079840319,0
"s2lam044_210614",572,288,0.0225352112676056,0.248356807511737,0.00422535211267606,0.466901408450704,0
"s2lam045_190318",433,278,0.387096774193548,0.0604301075268817,0.236129032258065,0,0
"s2lam045_190407",47,39,0.470833333333333,0.175,0.0208333333333333,0.0416666666666667,0
"s2lam045_190416",595,324,0.280934809348094,0.563222632226322,0.0014760147601476,0.0017220172201722,0
"s2lam045_190527",752,121,0.0484944532488114,0.546645536185948,0.0295298468040148,0.0262546222926572,0
